listing_id,date
3781,2015-07-10
3781,2015-08-09
3781,2015-09-01
3781,2015-09-30
3781,2015-10-30
3781,2016-02-22
3781,2016-04-01
3781,2016-08-28
3781,2016-09-30
3781,2017-02-01
3781,2017-05-28
3781,2017-08-19
3781,2017-09-15
3781,2018-07-02
3781,2019-02-22
3781,2019-12-21
5506,2009-03-21
5506,2009-05-01
5506,2009-09-14
5506,2009-11-29
5506,2010-01-19
5506,2010-02-13
5506,2010-02-19
5506,2010-03-07
5506,2010-05-19
5506,2010-05-26
5506,2010-09-26
5506,2010-10-05
5506,2010-11-10
5506,2010-11-22
5506,2011-02-22
5506,2011-03-31
5506,2011-04-26
5506,2011-08-06
5506,2011-08-26
5506,2011-09-30
5506,2011-10-13
5506,2011-10-16
5506,2011-10-23
5506,2011-11-13
5506,2012-01-23
5506,2012-02-27
5506,2012-05-25
5506,2014-04-13
5506,2014-09-06
5506,2014-09-10
5506,2015-05-16
5506,2015-06-15
5506,2015-11-17
5506,2016-02-05
5506,2016-04-01
5506,2016-06-08
5506,2016-09-07
5506,2016-11-20
5506,2017-05-14
5506,2017-05-17
5506,2017-06-16
5506,2017-07-14
5506,2017-07-25
5506,2017-08-06
5506,2017-08-17
5506,2017-08-27
5506,2017-09-15
5506,2017-11-14
5506,2017-11-22
5506,2017-12-11
5506,2018-01-02
5506,2018-01-30
5506,2018-03-13
5506,2018-03-21
5506,2018-03-26
5506,2018-03-29
5506,2018-04-01
5506,2018-04-07
5506,2018-04-26
5506,2018-05-30
5506,2018-06-04
5506,2018-06-27
5506,2018-06-30
5506,2018-07-05
5506,2018-07-19
5506,2018-07-27
5506,2018-08-01
5506,2018-08-27
5506,2018-08-31
5506,2018-09-03
5506,2018-09-19
5506,2018-09-27
5506,2018-10-01
5506,2018-10-09
5506,2018-10-21
5506,2018-10-27
5506,2018-11-06
5506,2018-11-11
5506,2018-11-14
5506,2018-11-18
5506,2019-02-18
5506,2019-03-17
5506,2019-03-30
5506,2019-04-08
5506,2019-04-15
5506,2019-05-05
5506,2019-05-12
5506,2019-05-17
5506,2019-05-27
5506,2019-06-02
5506,2019-06-16
5506,2019-06-20
5506,2019-06-23
5506,2019-06-25
5506,2019-07-01
5506,2019-07-11
5506,2019-07-27
5506,2019-08-17
5506,2019-08-21
5506,2019-08-25
5506,2019-09-03
5506,2019-09-13
5506,2019-09-26
5506,2019-10-12
5506,2019-10-15
5506,2019-10-31
6695,2009-08-06
6695,2009-08-23
6695,2009-09-19
6695,2009-12-29
6695,2010-02-15
6695,2010-05-05
6695,2010-05-14
6695,2010-05-29
6695,2011-06-06
6695,2011-06-18
6695,2011-11-01
6695,2011-11-22
6695,2012-01-09
6695,2012-03-17
6695,2012-03-26
6695,2012-06-21
6695,2012-07-01
6695,2012-10-10
6695,2012-10-16
6695,2013-05-02
6695,2013-05-06
6695,2013-06-26
6695,2013-08-23
6695,2013-08-31
6695,2013-09-14
6695,2013-10-31
6695,2013-12-07
6695,2014-01-02
6695,2014-01-27
6695,2014-04-05
6695,2014-05-05
6695,2014-05-26
6695,2014-06-09
6695,2014-07-13
6695,2014-08-06
6695,2014-08-12
6695,2014-09-02
6695,2014-09-07
6695,2014-09-15
6695,2014-10-15
6695,2014-10-25
6695,2015-03-17
6695,2015-10-24
6695,2016-01-01
6695,2016-03-01
6695,2016-04-24
6695,2016-05-26
6695,2016-11-08
6695,2016-11-13
6695,2016-11-26
6695,2016-12-02
6695,2016-12-30
6695,2017-04-03
6695,2017-04-09
6695,2017-04-29
6695,2017-05-22
6695,2017-08-29
6695,2017-09-27
6695,2017-10-07
6695,2017-10-28
6695,2017-11-20
6695,2017-12-10
6695,2017-12-19
6695,2017-12-27
6695,2017-12-30
6695,2018-01-03
6695,2018-04-17
6695,2018-04-24
6695,2018-04-29
6695,2018-06-01
6695,2018-07-25
6695,2018-08-14
6695,2018-08-18
6695,2018-08-23
6695,2018-08-26
6695,2018-09-14
6695,2018-09-23
6695,2018-10-02
6695,2018-10-10
6695,2018-10-12
6695,2018-10-15
6695,2018-11-01
6695,2018-11-12
6695,2018-11-18
6695,2018-11-25
6695,2019-04-13
6695,2019-04-18
6695,2019-04-22
6695,2019-04-25
6695,2019-05-02
6695,2019-05-05
6695,2019-05-16
6695,2019-05-21
6695,2019-05-26
6695,2019-05-28
6695,2019-06-01
6695,2019-06-11
6695,2019-06-14
6695,2019-06-19
6695,2019-06-23
6695,2019-06-26
6695,2019-06-27
6695,2019-07-15
6695,2019-07-23
6695,2019-08-08
6695,2019-08-25
6695,2019-08-28
6695,2019-09-11
6695,2019-09-18
6695,2019-09-22
6695,2019-09-25
6695,2019-10-05
6695,2019-10-22
6695,2019-10-26
6695,2019-11-02
8789,2014-08-12
8789,2014-09-19
8789,2014-10-12
8789,2014-10-22
8789,2014-12-23
8789,2015-01-26
8789,2015-04-24
8789,2015-05-29
8789,2015-08-20
8789,2015-08-25
8789,2015-12-01
8789,2016-02-06
8789,2016-04-07
8789,2016-04-23
8789,2018-03-31
8789,2018-06-24
8789,2018-08-06
8789,2018-08-27
8789,2018-09-12
8789,2018-10-17
8789,2018-10-26
8789,2018-12-20
8789,2019-05-31
8789,2019-09-30
10730,2009-09-21
10730,2009-10-04
10730,2009-10-19
10730,2009-10-25
10730,2009-11-15
10730,2010-04-22
10730,2010-05-11
10730,2010-08-16
10730,2013-04-10
10730,2014-05-22
10730,2014-06-22
10730,2014-07-22
10730,2014-08-27
10730,2014-10-01
10730,2015-03-01
10730,2015-04-16
10730,2015-05-15
10730,2015-08-01
10730,2015-08-31
10730,2015-10-12
10730,2015-11-29
10730,2017-07-18
10730,2017-08-14
10730,2017-08-23
10730,2017-09-08
10730,2017-10-08
10730,2017-10-25
10730,2019-03-22
10730,2019-05-14
10730,2019-09-14
10730,2019-12-01
10813,2017-11-21
10813,2017-12-02
10813,2017-12-02
10813,2017-12-27
10813,2017-12-29
10813,2017-12-30
10813,2017-12-30
10813,2018-01-02
10813,2018-01-02
10813,2018-01-06
10813,2018-01-07
10813,2018-02-03
10813,2018-02-03
10813,2018-02-03
10813,2018-02-11
10813,2018-02-11
10813,2018-02-11
10813,2018-02-14
10813,2018-02-14
10813,2018-02-19
10813,2018-03-17
10813,2018-04-22
10813,2018-04-22
10813,2018-04-22
10813,2018-05-03
10813,2018-05-23
10813,2018-06-06
10813,2018-06-14
10813,2018-07-15
10813,2018-07-15
10813,2018-07-29
10813,2018-08-01
10813,2018-08-22
10813,2018-09-05
10813,2018-09-12
10813,2018-09-23
10813,2018-09-23
10813,2018-09-23
10813,2018-09-23
10813,2018-11-07
10813,2018-11-22
10813,2018-12-08
10813,2018-12-08
10813,2018-12-29
10813,2018-12-29
10813,2019-01-12
10813,2019-01-19
10813,2019-02-20
10813,2019-03-17
10813,2019-03-17
10813,2019-04-10
10813,2019-04-15
10813,2019-04-17
10813,2019-04-24
10813,2019-04-24
10813,2019-05-15
10813,2019-06-13
10813,2019-06-14
10813,2019-06-22
10813,2019-07-02
10813,2019-07-03
10813,2019-10-09
10813,2019-10-12
10813,2019-10-13
10813,2019-10-13
10813,2019-10-13
10813,2019-11-06
10813,2019-11-30
10813,2019-11-30
10813,2019-12-12
10813,2019-12-12
10813,2019-12-18
10813,2019-12-21
10813,2020-01-04
10813,2020-01-08
10813,2020-01-11
10813,2020-01-11
10813,2020-02-01
10813,2020-03-04
10813,2020-03-08
10986,2016-05-23
10986,2016-05-23
18711,2010-05-12
18711,2010-06-01
18711,2010-07-29
18711,2010-10-14
18711,2011-06-05
18711,2011-06-22
18711,2011-08-26
18711,2011-10-24
18711,2012-06-30
18711,2012-07-12
18711,2012-08-09
18711,2012-10-18
18711,2014-04-06
18711,2014-06-13
18711,2015-01-06
18711,2015-03-05
18711,2015-05-19
18711,2017-04-09
18711,2017-05-07
18711,2017-05-14
18711,2017-06-07
18711,2017-06-18
18711,2017-07-21
18711,2017-08-10
18711,2017-09-04
18711,2017-10-02
18711,2017-10-09
18711,2017-10-16
18711,2017-11-01
18711,2017-11-25
18711,2017-12-03
18711,2017-12-26
18711,2018-03-14
18711,2018-03-27
18711,2018-05-09
18711,2018-06-08
18711,2018-06-26
18711,2018-07-15
18711,2018-08-02
18711,2018-08-13
18711,2018-08-23
18711,2018-09-07
18711,2018-11-05
18711,2019-03-08
18711,2019-03-14
18711,2019-03-20
18711,2019-04-01
18711,2019-04-29
18711,2019-05-19
18711,2019-05-21
18711,2019-08-11
18711,2019-10-05
22195,2010-05-21
22195,2010-06-07
22195,2013-04-21
22195,2013-04-30
22195,2013-12-09
22195,2014-05-02
22195,2014-08-25
22195,2014-09-08
22195,2014-11-03
22195,2015-06-08
22195,2019-12-22
22195,2019-12-28
22195,2019-12-29
22195,2019-12-30
22195,2020-01-01
22195,2020-01-01
22195,2020-01-07
22195,2020-01-12
22195,2020-01-19
22195,2020-01-25
22195,2020-02-08
22354,2011-08-02
22354,2011-08-08
22354,2011-08-19
22354,2011-09-05
22354,2011-09-25
22354,2011-10-10
22354,2011-10-16
22354,2011-10-18
22354,2011-10-24
22354,2011-10-25
22354,2011-10-30
22354,2011-11-01
22354,2011-11-07
22354,2011-11-14
22354,2012-03-13
22354,2012-03-18
22354,2012-03-23
22354,2012-04-08
22354,2012-04-14
22354,2012-04-16
22354,2012-04-21
22354,2012-04-23
22354,2012-05-22
22354,2012-06-13
22354,2012-06-29
22354,2012-07-02
22354,2012-07-10
22354,2012-07-23
22354,2012-07-28
22354,2012-07-29
22354,2012-08-12
22354,2012-08-20
22354,2012-09-14
22354,2012-10-22
22354,2013-01-07
22354,2013-04-01
22354,2013-04-16
22354,2013-05-06
22354,2013-05-11
22354,2013-05-13
22354,2013-05-27
22354,2013-06-06
22354,2013-06-08
22354,2013-06-28
22354,2013-06-29
22354,2013-07-15
22354,2013-07-21
22354,2013-07-22
22354,2013-07-23
22354,2013-07-24
22354,2013-08-01
22354,2013-08-20
22354,2013-08-23
22354,2013-08-26
22354,2013-09-19
22354,2013-09-20
22354,2013-09-24
22354,2013-09-26
22354,2013-09-27
22354,2013-10-04
22354,2013-10-10
22354,2013-10-17
22354,2013-10-25
22354,2013-10-31
22354,2013-11-03
22354,2013-11-11
22354,2013-11-19
22354,2013-11-25
22354,2013-12-08
22354,2013-12-14
22354,2013-12-23
22354,2013-12-28
22354,2014-01-02
22354,2014-01-20
22354,2014-02-24
22354,2014-03-09
22354,2014-03-11
22354,2014-04-03
22354,2014-04-10
22354,2014-04-23
22354,2014-04-24
22354,2014-04-27
22354,2014-04-29
22354,2014-04-30
22354,2014-05-16
22354,2014-05-19
22354,2014-05-22
22354,2014-05-23
22354,2014-05-26
22354,2014-05-29
22354,2014-05-31
22354,2014-06-03
22354,2014-06-06
22354,2014-06-12
22354,2014-06-13
22354,2014-06-14
22354,2014-06-16
22354,2014-06-19
22354,2014-06-25
22354,2014-06-29
22354,2014-06-30
22354,2014-07-05
22354,2014-07-06
22354,2014-07-11
22354,2014-07-18
22354,2014-07-20
22354,2014-07-22
22354,2014-07-22
22354,2014-07-24
22354,2014-07-26
22354,2014-08-02
22354,2014-08-05
22354,2014-08-07
22354,2014-08-10
22354,2014-08-11
22354,2014-08-13
22354,2014-08-21
22354,2014-08-23
22354,2014-08-28
22354,2014-09-02
22354,2014-09-14
22354,2014-09-16
22354,2014-09-20
22354,2014-09-21
22354,2014-09-22
22354,2014-09-29
22354,2014-10-01
22354,2014-10-10
22354,2014-10-11
22354,2014-10-12
22354,2014-10-14
22354,2014-10-20
22354,2014-10-22
22354,2014-10-24
22354,2014-10-27
22354,2014-10-28
22354,2014-10-31
22354,2014-11-03
22354,2014-11-05
22354,2014-11-07
22354,2014-11-10
22354,2014-11-12
22354,2014-11-13
22354,2014-11-15
22354,2014-11-29
22354,2014-12-23
22354,2015-01-03
22354,2015-01-07
22354,2015-02-15
22354,2015-03-12
22354,2015-04-02
22354,2015-04-08
22354,2015-04-13
22354,2015-04-22
22354,2015-04-28
22354,2015-05-03
22354,2015-05-05
22354,2015-05-10
22354,2015-05-18
22354,2015-05-30
22354,2015-06-05
22354,2015-06-14
22354,2015-06-17
22354,2015-06-26
22354,2015-06-27
22354,2015-06-29
22354,2015-07-12
22354,2015-07-18
22354,2015-07-20
22354,2015-07-27
22354,2015-07-30
22354,2015-08-03
22354,2015-08-08
22354,2015-08-10
22354,2015-08-16
22354,2015-08-18
22354,2015-08-24
22354,2015-08-30
22354,2015-09-04
22354,2015-09-08
22354,2015-09-13
22354,2015-09-16
22354,2015-09-23
22354,2015-09-25
22354,2015-09-28
22354,2015-10-01
22354,2015-10-03
22354,2015-10-05
22354,2015-10-07
22354,2015-10-18
22354,2015-10-22
22354,2015-10-24
22354,2015-10-26
22354,2015-10-28
22354,2015-10-29
22354,2015-11-02
22354,2015-11-14
22354,2015-12-20
22354,2016-03-19
22354,2016-04-16
22354,2016-05-01
22354,2016-05-08
22354,2016-05-10
22354,2016-05-12
22354,2016-05-16
22354,2016-06-03
22354,2016-06-06
22354,2016-06-08
22354,2016-06-22
22354,2016-07-15
22354,2016-07-28
22354,2016-08-04
22354,2016-08-07
22354,2016-08-10
22354,2016-08-10
22354,2016-09-04
22354,2016-09-18
22354,2016-09-18
22354,2016-09-23
22354,2016-09-29
22354,2016-10-06
22354,2016-10-08
22354,2016-10-10
22354,2016-10-13
22354,2016-10-15
22354,2016-10-18
22354,2016-10-24
22354,2016-10-26
22354,2016-11-06
22354,2016-11-11
22354,2016-11-12
22354,2016-11-13
22354,2016-11-15
22354,2016-12-16
22354,2017-03-13
22354,2017-04-25
22354,2017-04-27
22354,2017-05-10
22354,2017-05-25
22354,2017-05-28
22354,2017-06-04
22354,2017-06-11
22354,2017-06-16
22354,2017-06-28
22354,2017-07-14
22354,2017-07-22
22354,2017-07-30
22354,2017-08-20
22354,2017-09-01
22354,2017-09-04
22354,2017-09-26
22354,2017-10-04
22354,2017-10-08
22354,2017-10-11
22354,2017-10-14
22354,2017-10-17
22354,2017-11-02
22354,2017-11-17
22354,2017-11-30
22354,2017-12-10
22354,2017-12-22
22354,2018-01-02
22354,2018-02-19
22354,2018-03-04
22354,2018-03-11
22354,2018-03-13
22354,2018-03-17
22354,2018-04-07
22354,2018-04-08
22354,2018-04-17
22354,2018-04-21
22354,2018-05-04
22354,2018-05-14
22354,2018-05-27
22354,2018-06-08
22354,2018-06-23
22354,2018-07-13
22354,2018-07-16
22354,2018-07-18
22354,2018-08-09
22354,2018-08-21
22354,2018-08-22
22354,2018-09-05
22354,2018-09-09
22354,2018-09-15
22354,2018-09-26
22354,2018-09-28
22354,2018-10-05
22354,2018-10-15
22354,2018-10-19
22354,2018-11-04
