county,med_yr_moved_inraw,med_house_income,fam_house_per,age_u18,bach
Barnstable County,2010,38182,0.384576098059244,0.113293481354967,0.216362407031778
Barnstable County,2004,55761,0.562126642771804,0.14978102189781,0.222840192806822
Barnstable County,2000,63736,0.62094304960196,0.167164179104478,0.224383466481417
Dukes County,2002,66091,0.59916864608076,0.259893048128342,0.225767243998785
Dukes County,2002,48869,0.640083217753121,0.178048780487805,0.27977929243752
Dukes County,1999,86000,0.685028248587571,0.16611216730038,0.350534351145038
Dukes County,2001,75404,0.606136505948654,0.143522833178006,0.272077922077922
Middlesex County,2005,60972,0.802735402419779,0.257775434897206,0.176455233620465
Middlesex County,2009,72542,0.584279475982533,0.167368421052632,0.209981167608286
Middlesex County,2010,74566,0.481772035071527,0.0762095307384503,0.264377214499864
Middlesex County,2009,66932,0.586296617519514,0.172965344205739,0.231780940060371
Middlesex County,2011,100767,0.329282634261074,0.103957075788062,0.349014621741894
Middlesex County,2011,39184,0.194029850746269,0.0522041763341067,0.271505376344086
Middlesex County,2010,46250,0.683155080213904,0.249156626506024,0.217100371747212
Middlesex County,1995,104630,0.792517006802721,0.196995956094743,0.186468646864686
Middlesex County,2007,61333,0.623287671232877,0.213478064224333,0.184100418410042
Middlesex County,2007,94175,0.75344105326152,0.181449797388564,0.272627622925149
Middlesex County,2004,92920,0.706575963718821,0.185049833887043,0.211521547933157
Middlesex County,2001,127614,0.806989674344718,0.28085399449035803,0.319406150583245
Middlesex County,2008,123796,0.782894736842105,0.268586162440911,0.26436420722135
Middlesex County,2010,58310,0.826802128688921,0.26997525833212,0.100834326579261
Middlesex County,2003,144447,0.858229223248235,0.304588466345295,0.339679086211586
Middlesex County,2006,91429,0.72520325203252,0.175742574257426,0.304742268041237
Middlesex County,2004,85481,0.77262443438914,0.207855973813421,0.207340991874475
Middlesex County,2009,58802,0.768372703412074,0.248151848151848,0.0705314009661836
Middlesex County,2011,24625,0.489120974760661,0.288098693759071,0.0666296501943365
Middlesex County,2011,31485,0.558915537017727,0.273911273911274,0.0614886731391586
Middlesex County,2004,73854,0.624131396083386,0.197921820880752,0.186569632815084
Middlesex County,1999,100335,0.724651609802979,0.178552837064029,0.253017641597029
Middlesex County,2004,96234,0.692181340341656,0.212156908940982,0.208529155787641
Middlesex County,2007,105170,0.606609808102345,0.161501323781342,0.273575540996625
Middlesex County,2000,127368,0.85369532428356,0.275887573964497,0.275760909424276
Middlesex County,2010,62083,0.566420664206642,0.167779855730697,0.150796460176991
Middlesex County,2002,110402,0.731366459627329,0.215700396110911,0.279115967221257
Middlesex County,2006,79643,0.557083906464924,0.158570980883736,0.212277227722772
Middlesex County,2003,166912,0.853615520282187,0.235885308897428,0.236830835117773
Middlesex County,2009,119639,0.617205998421468,0.185220729366603,0.363300492610837
Middlesex County,2003,132778,0.754133716750539,0.235309793471019,0.304281636536632
Middlesex County,2004,147105,0.81441717791411,0.294991190536119,0.260715690129768
Middlesex County,2006,102222,0.668597168597169,0.227060270602706,0.238922972051806
Middlesex County,2003,67199,0.677597514670349,0.191619202603743,0.166879445559001
Middlesex County,2005,93795,0.673567356735674,0.211953173136168,0.266677841099564
Middlesex County,1998,104845,0.761097659402744,0.22387448840382,0.195121951219512
Middlesex County,1997,125179,0.795263936852491,0.212243579389436,0.249085086916743
Middlesex County,2005,75500,0.527696793002915,0.204045734388742,0.240485829959514
Middlesex County,2002,99125,0.772031662269129,0.215851602023609,0.246011322696861
Middlesex County,2011,59980,0.560195468680586,0.173693086003373,0.192
Middlesex County,2009,61579,0.504539559014267,0.162768266216542,0.248251748251748
Middlesex County,2010,40964,0.704697986577181,0.327356940086658,0.0768215417106653
Middlesex County,2006,61711,0.730616302186879,0.216258386643782,0.117250673854447
Middlesex County,2009,37405,0.605882352941176,0.236115843270869,0.141095214602861
Middlesex County,2007,67439,0.599296128707893,0.170948616600791,0.167677300290008
Middlesex County,2004,93375,0.768510638297872,0.244246260069045,0.126072041166381
Middlesex County,2000,74452,0.662210796915167,0.226524685382381,0.142174768193313
Middlesex County,1999,103902,0.757908055672712,0.188834879952865,0.204517950786608
Middlesex County,1998,135202,0.849884526558891,0.223252065283095,0.288820741566769
Middlesex County,2009,78762,0.547550432276657,0.190915897179935,0.207249538513173
Middlesex County,2005,66845,0.63160621761658,0.170445505171042,0.223088923556942
Middlesex County,2000,150848,0.855677396533428,0.235100090991811,0.329212001318826
Middlesex County,2002,87378,0.769319938176198,0.205874006810443,0.242668765990947
Middlesex County,2006,79435,0.539936102236422,0.179759795235283,0.282847203639283
Middlesex County,2009,58949,0.691743119266055,0.23256697700931,0.125
Middlesex County,2010,96852,0.371590909090909,0.112579762989973,0.346413243408952
Middlesex County,2009,64383,0.722430295464003,0.245790799416678,0.175166732051785
Middlesex County,2010,53103,0.67448902346707,0.23527950310559,0.116102791643557
Middlesex County,2011,67600,0.360400829302004,0.0886118038237739,0.249306888462359
Middlesex County,2011,123523,0.341928251121076,0.0623428858722976,0.42944410507025
Middlesex County,2011,130990,0.349235474006116,0.0659816116819903,0.40828611898017
Middlesex County,2010,111625,0.446236559139785,0.172596919808816,0.328049620951068
Middlesex County,2004,78517,0.746875,0.244325115938492,0.227484750627915
Middlesex County,2011,98636,0.447947214076246,0.104374364191251,0.333997608609008
Middlesex County,2005,131375,0.631056625802685,0.249471458773784,0.303553961525921
Middlesex County,2007,123618,0.688434303697876,0.233416770963705,0.379111111111111
Middlesex County,2006,156131,0.71947194719472,0.280605805637358,0.271779141104294
Middlesex County,2010,63977,0.436933223413026,0.14397406559878,0.312930186823992
Middlesex County,2006,98897,0.586673104780299,0.207682826622843,0.324795640326975
Middlesex County,2006,118073,0.697835497835498,0.234633385335413,0.249772520473157
Middlesex County,2000,215114,0.878409976617303,0.256424581005587,0.288416075650118
Middlesex County,2003,155987,0.814603174603175,0.251023192360164,0.313840155945419
Middlesex County,2003,115518,0.733896046201688,0.18839808408728,0.333959164515372
Middlesex County,2006,122201,0.741350906095552,0.249819390261523,0.302121277051639
Middlesex County,2003,170872,0.859459459459459,0.293351929335193,0.394067796610169
Middlesex County,2004,85536,0.704850964348334,0.253951071660533,0.225063131313131
Middlesex County,2002,100774,0.758480325644505,0.213943076431084,0.278413068844807
Middlesex County,1998,89320,0.716412619638426,0.187807403572353,0.190380395025603
Middlesex County,2002,156104,0.834834834834835,0.27605459057072,0.372489579386131
Middlesex County,2001,86985,0.658468025298665,0.211789810616164,0.248213614140654
Middlesex County,1999,122255,0.819455564451561,0.229808605945432,0.288539848749273
Middlesex County,2002,90172,0.651998385143319,0.154515963803995,0.382143627345266
Middlesex County,2003,114420,0.664931945556445,0.218317358892439,0.340942718241387
Essex County,2002,67757,0.652173913043478,0.165171795225611,0.1759697256386
Essex County,1999,82615,0.707191780821918,0.176821608040201,0.225906277630416
Essex County,2003,155034,0.875138529737717,0.239061740398639,0.33356485500955
Essex County,2003,88958,0.562147828969175,0.176568573014992,0.292165898617512
