id,longitude,latitude
15313517,-71.04939,42.31291
15337363,-71.05966,42.35444
15338096,-71.05982,42.35545
15340831,-71.05808,42.35543
15341441,-71.05864,42.35593
15342021,-71.08193,42.30681
15342033,-71.05794,42.35593
15344876,-71.09564,42.31628
15375825,-71.05922,42.35572
15376003,-71.04569,42.33385
15390344,-71.05977,42.35453
15390808,-71.05939,42.35602
15390860,-71.05955,42.35521
15397125,-71.08955,42.34983
15405175,-71.03065,42.38101
15407065,-71.06004,42.35422
15407347,-71.05917,42.35602
15407480,-71.05778,42.35578
15412846,-71.1254,42.3536
15429538,-71.10818,42.31344
15444930,-71.05847,42.35442
15453527,-71.09335,42.31313
15463154,-71.05944,42.35578
15471042,-71.0568,42.36361
15476718,-71.14011,42.36182
15481668,-71.06293,42.37816
15483912,-71.05708,42.36782
15504162,-71.07626,42.35414
15517432,-71.07628,42.34444
15521407,-71.04698,42.30911
15528667,-71.06891,42.38185
15543038,-71.06151,42.35154
15543904,-71.06291,42.35174
15548410,-71.10864,42.33194
15559436,-71.12929,42.35501
15581608,-71.08529,42.34798
15582062,-71.08414,42.34754
15582521,-71.05688,42.3656
15616726,-71.12639,42.27664
15630129,-71.0618,42.35119
15660279,-71.06695,42.35005
15661261,-71.04952,42.33982
15665707,-71.13285,42.23704
15665935,-71.1324,42.23576
15710997,-71.06693,42.29303
15767124,-71.06856,42.3605
15773147,-71.05703,42.3196
15773389,-71.09429,42.34709
15797699,-71.0628,42.35862
15819226,-71.08641,42.35173
15821724,-71.06978,42.28048
15827529,-71.08863,42.34623
15830969,-71.07408,42.33681
15832498,-71.10929,42.31676
15844973,-71.06329,42.36136
15901362,-71.05216,42.36637
15929108,-71.06473,42.31429
15954650,-71.13469,42.27678
15956789,-71.09727,42.32595
15974807,-71.13249,42.35871
15981694,-71.10032,42.34323
15985435,-71.0642,42.37394
16001334,-71.07697,42.35309
16013285,-71.05435,42.2937
16040760,-71.13107,42.35404
16148182,-71.11735,42.26075
16177666,-71.04965,42.3622
16188636,-71.13398,42.36028
16233671,-71.07842,42.3833
16239455,-71.06693,42.29303
16272709,-71.13311,42.27619
16275852,-71.0795,42.35072
16276850,-71.04751,42.33734
16322139,-71.07307,42.33909
16347088,-71.07201,42.3526
16364879,-71.07851,42.3825
16379917,-71.1331,42.23739
16392095,-71.06901,42.3598
16413314,-71.09369,42.32874
16436951,-71.06512,42.3588
16447567,-71.06542,42.3076
16453322,-71.0409,42.33622
16453657,-71.06495,42.28698
16459191,-71.07434,42.35519
16464424,-71.14528,42.34236
16479752,-71.07864,42.38225
16489609,-71.05998,42.35574
16514756,-71.15857,42.35703
16515215,-71.13922,42.35086
16517776,-71.07816,42.38332
16519436,-71.05863,42.32486
16531634,-71.07574,42.34075
16545081,-71.09356,42.31341
16569938,-71.06431,42.36542
16570524,-71.16033,42.35529
16671164,-71.0661,42.28515
16678094,-71.09233,42.32279
16692369,-71.07732,42.38174
16693642,-71.07098,42.35963
16731118,-71.0651,42.30775
16733496,-71.07436,42.34467
16770690,-71.11246,42.30568
16779363,-71.11783,42.30317
16835622,-71.13906,42.34761
16841857,-71.1728,42.34835
16881821,-71.06315,42.3433
16882031,-71.06622,42.29206
16892278,-71.11752,42.27789
16894082,-71.02898,42.33541
16898190,-71.15977,42.3555
16904896,-71.0653,42.36034
16909100,-71.10268,42.31885
16923467,-71.15483,42.29609
16960812,-71.0637,42.36456
16962193,-71.0599,42.35108
16971718,-71.09334,42.32402
16987125,-71.13508,42.27668
17006890,-71.06525,42.36388
17042433,-71.08801,42.34405
17063804,-71.05671,42.31838
17075037,-71.06341,42.30934
17107742,-71.0837,42.35179
17210305,-71.09335,42.31313
17222935,-71.06402,42.3009
17223845,-71.06276,42.30142
17285926,-71.07481,42.34547
17296595,-71.11078,42.30962
17300267,-71.07586,42.34247
17300316,-71.06819,42.28901
17300501,-71.06232,42.3095
17333246,-71.0626,42.35881
17380802,-71.06328,42.35959
17382859,-71.1281,42.28237
17399127,-71.15832,42.35583
17399272,-71.06797,42.36438
17430142,-71.09358,42.31341
17436077,-71.04878,42.33426
17463797,-71.05852,42.32613
17472272,-71.14199,42.29103
17476391,-71.10645,42.32381
17508585,-71.0435,42.33479
17523133,-71.0625,42.28554
17523630,-71.11938,42.31145
17529340,-71.07433,42.34566
17543473,-71.09708,42.32997
17543635,-71.05655,42.31621
17547347,-71.06251,42.31132
17553435,-71.05387,42.33273
17559493,-71.06005,42.35025
17559756,-71.06161,42.35026
17559846,-71.06131,42.34998
17567087,-71.06863,42.34377
17573922,-71.06159,42.34842
17585989,-71.088,42.34529
17592876,-71.0641,42.31831
17609053,-71.07482,42.34007
17616603,-71.08078,42.34058
17625675,-71.06534,42.28112
17676984,-71.0767,42.38245
17704067,-71.07034,42.30826
17729574,-71.06797,42.36438
17779084,-71.09339,42.31333
17806747,-71.05179,42.36409
17810176,-71.06819,42.28901
17810550,-71.1358,42.36097
17832598,-71.05282,42.342
17849739,-71.0668,42.28918
17892769,-71.09631,42.32431
17907229,-71.0662,42.30116
17927755,-71.10939,42.3299
17942707,-71.09656,42.3274
17943034,-71.06393,42.366
17952482,-71.06525,42.30752
17956766,-71.08396,42.31451
17969508,-71.09345,42.31343
17974950,-71.03634,42.3766
17994861,-71.07906,42.34043
18021716,-71.1515,42.3449
18032982,-71.08805,42.34383
18035633,-71.08419,42.34699
18055117,-71.07521,42.30475
18070939,-71.08263,42.34981
18134498,-71.03331,42.33276
18141101,-71.13965,42.35299
18154901,-71.05794,42.31778
18162671,-71.14097,42.35456
18170647,-71.14529,42.34006
18191155,-71.05976,42.34895
18193552,-71.04838,42.33972
18194203,-71.04998,42.33974
18194673,-71.13374,42.27853
18199963,-71.16776,42.35395
18207334,-71.04978,42.33949
18207633,-71.04815,42.34174
18207761,-71.0481,42.34174
18209134,-71.0496,42.33971
18213171,-71.06953,42.34447
18220200,-71.09339,42.31337
18240259,-71.10306,42.31978
18254869,-71.12487,42.27832
18290558,-71.03772,42.37654
18342681,-71.03751,42.37497
18342707,-71.0372,42.37586
18354570,-71.07756,42.35371
18368646,-71.05648,42.29185
18388606,-71.0619,42.35132
18396209,-71.055179999999993,42.35702
18440681,-71.05794,42.31778
18445635,-71.10022,42.34521
18488956,-71.03234,42.36445
18508181,-71.04876,42.33986
18517493,-71.04864,42.34028
18518371,-71.04973,42.34012
18521414,-71.10156,42.34524
18544831,-71.1013,42.34411
18557609,-71.06909,42.36016
18568481,-71.04281,42.34445
18580155,-71.1351,42.28562
18582571,-71.07159,42.3572
18584041,-71.0503,42.34158
18584402,-71.04877,42.33965
18584689,-71.04959,42.33961
18584891,-71.06372,42.29182
18605469,-71.05886,42.28132
18612312,-71.00331,42.39051
18613633,-71.00212,42.38848
18617002,-71.0657,42.34165
18647116,-71.04874,42.33983
18656728,-71.10138,42.31583
18690620,-71.07996,42.29808
18704249,-71.05046,42.3416
18714825,-71.05523,42.33208
18719421,-71.06971,42.35964
18726297,-71.064940000000007,42.30763
18736918,-71.14669,42.3409
18756360,-71.09308,42.33009
18774656,-71.12511,42.3517
18777049,-71.09462,42.32942
18789766,-71.09332,42.33017
18790023,-71.13453,42.27814
18820537,-71.06142,42.2962
18829493,-71.03237,42.38041
18840936,-71.06425,42.30585
18841034,-71.0659,42.30519
18841072,-71.06576,42.30732
18858706,-71.03306,42.37398
18868165,-71.0613,42.34694
18873614,-71.11619,42.32092
18875451,-71.16776,42.35418
18875553,-71.16776,42.35401
18875599,-71.16776,42.35401
18886077,-71.09562,42.31632
18898296,-71.09341,42.32947
18899037,-71.09314,42.33148
18923308,-71.06519,42.30747
18934135,-71.06385,42.35761
18942329,-71.03215,42.373779999999996
18942870,-71.05822,42.32588
18974032,-71.13337,42.35343
18975041,-71.07623,42.34479
19007014,-71.1024,42.31441
19017513,-71.05794,42.31778
19019562,-71.06755,42.36006
19020833,-71.0637,42.31158
19050865,-71.08493,42.34959
19051657,-71.08484,42.34916
19052102,-71.08561,42.3491
19055159,-71.10151,42.31549
19065795,-71.08542,42.34989
19065830,-71.0573,42.34373
19065836,-71.08571,42.34844
19071875,-71.03973,42.38025
19081087,-71.05716,42.34224
19081593,-71.0562,42.34167
19100282,-71.13293,42.30323
19102037,-71.06132,42.31582
19102461,-71.10639,42.32409
19102481,-71.05948,42.31506
19102964,-71.10563,42.32296
19103076,-71.10722,42.32308
19115310,-71.05681,42.34216
19117781,-71.06378,42.29338
19123216,-71.06375,42.30994
19140676,-71.05531,42.31309
19143984,-71.06239,42.30935
19149341,-71.04981,42.37579
19154786,-71.08887,42.34568
19174144,-71.11146,42.3053
19182289,-71.0935,42.31343
19199379,-71.03468,42.37769
19209066,-71.00155,42.38991
19220895,-71.06477,42.33925
19225442,-71.08855,42.35146
19243707,-71.15946,42.27942
19248168,-71.13675,42.28153
19290895,-71.07208,42.35788
19291138,-71.08418,42.34686
19291771,-71.06983,42.35957
19292171,-71.06976,42.35799
19307193,-71.07053,42.35882
19308245,-71.07117,42.35907
19308998,-71.07207,42.35942
19309434,-71.0715,42.35928
19309861,-71.07167,42.35752
19310183,-71.0318,42.36595
19315157,-71.03302,42.37618
19327752,-71.13935,42.2848
19330793,-71.11289,42.31614
19338355,-71.08936,42.34949
19346500,-71.13072,42.35106
19351506,-71.06987,42.33017
19356659,-71.08873,42.34021
19358947,-71.06346,42.35378
19364110,-71.10226,42.33145
19364446,-71.16611,42.35135
19366533,-71.16035,42.27975
19373388,-71.06636,42.29183
19411593,-71.05764,42.31851
19412875,-71.09889,42.27948
19435927,-71.06092,42.35692
19436968,-71.06091,42.35578
19448926,-71.06232,42.35578
19455651,-71.07835,42.38325
19468739,-71.10464,42.3464
19469130,-71.06109,42.35718
19469134,-71.06257,42.35585
19473060,-71.16775,42.35397
19506279,-71.10921,42.33186
19527633,-71.06197,42.35576
19540224,-71.09557,42.35082
19544387,-71.06065,42.35695
19552273,-71.0604,42.35682
19574477,-71.10527,42.34716
19581567,-71.06138,42.37428
19650995,-71.05859,42.32467
19670771,-71.08685,42.31186
19672185,-71.03404,42.3748
19691987,-71.06087,42.35619
19694265,-71.06092,42.35599
19694483,-71.06132,42.35597
19695858,-71.06113,42.35629
19727919,-71.02312,42.38138
19735537,-71.05685,42.3668
19744120,-71.06514,42.37896
19757033,-71.07463,42.27554
19790139,-71.06898,42.38176
19820827,-71.08888,42.3506
19823776,-71.06097,42.35605
19823907,-71.06131,42.35628
19824694,-71.06078,42.35727
19824791,-71.04521,42.33428
19827018,-71.06078,42.35747
19885281,-71.06533,42.3075
19885345,-71.06513,42.30792
19891528,-71.09796,42.27921
19904967,-71.0715,42.35658
19918817,-71.06525,42.30754
19925457,-71.0687,42.36352
19926609,-71.06819,42.36549
19929604,-71.13912,42.34759
19965562,-71.12869,42.28829
19969497,-71.09365,42.32962
19982161,-71.07631,42.34531
19996537,-71.09727,42.34115
19997604,-71.09009,42.35095
20035860,-71.10715,42.3243
20053152,-71.11107,42.32897
20055667,-71.04062,42.37993
20090712,-71.08008,42.35348
20094965,-71.09934,42.27979
20137158,-71.03995,42.36803
20207694,-71.13423,42.27632
20208589,-71.06931,42.36454
20228320,-71.05379,42.36681
20229074,-71.07188,42.34631
20237145,-71.05994,42.30355
20248640,-71.07243,42.347
20268369,-71.03923,42.37822
20269422,-71.06489,42.3077
20269943,-71.05719,42.36645
20349970,-71.05502,42.32082
20350489,-71.11211,42.33188
20350976,-71.11235,42.33167
20352746,-71.11281,42.3301
20353421,-71.11251,42.33238
20353612,-71.11103,42.33151
20354465,-71.11253,42.33067
20355160,-71.11111,42.33195
20355929,-71.11249,42.33018
20381047,-71.11143,42.33095
20417844,-71.05155,42.34076
20420751,-71.14786,42.33874
20431834,-71.05511,42.33529
20436050,-71.06671,42.28277
20436407,-71.06489,42.28212
20436494,-71.06625,42.28341
20438938,-71.06618,42.28147
20443029,-71.07848,42.34254
20445979,-71.0799,42.32652
20446955,-71.10521,42.26724
20448888,-71.10274,42.31411
20456058,-71.13317,42.347410000000004
20459710,-71.09965,42.33463
20466987,-71.05746,42.32251
20479416,-71.02312,42.38138
20493345,-71.1507,42.34366
20504207,-71.08326,42.33162
20520099,-71.10227,42.31448
20547874,-71.14953,42.33902
20548300,-71.09211,42.34959
20588785,-71.05989,42.35452
20590425,-71.065,42.28337
20607519,-71.13381,42.36146
20623854,-71.11484,42.31494
20634420,-71.07737,42.27597
20635474,-71.08196,42.34392
20647029,-71.04828,42.3399
20648678,-71.05016,42.33964
20649310,-71.12512,42.28147
20650593,-71.05496,42.36765
20655696,-71.06312,42.30978
20663729,-71.02785,42.37948
20687802,-71.07918,42.3273
20693094,-71.08013,42.3161
20694962,-71.1308,42.34877
20703145,-71.06085,42.37508
20704205,-71.15024,42.26524
20723594,-71.04857,42.30931
20744849,-71.14238,42.35344
20744881,-71.09807,42.27874
20747657,-71.10681,42.27156
20754696,-71.11844,42.3052
20758965,-71.06491,42.28335
20763306,-71.05292,42.33601
20771314,-71.10912,42.33347
20775116,-71.10334,42.34542
20785742,-71.08764,42.34301
20788754,-71.08193,42.31446
20815139,-71.0642,42.3803
20818827,-71.07963,42.33624
20819487,-71.07877,42.33763
20819948,-71.07931,42.33668
20829520,-71.06182,42.35217
20849944,-71.08864,42.31076
20868619,-71.14205,42.35838
20873112,-71.08004,42.29828
20903558,-71.15468,42.34415
20926438,-71.0944,42.34935
20928823,-71.04013,42.33249
20932029,-71.05264,42.36597
20947820,-71.08597,42.32729
20960666,-71.07786,42.33706
20968661,-71.05256,42.35721
20978478,-71.13518,42.27952
20983197,-71.05541,42.3656
20999140,-71.0852,42.34439
21000720,-71.13663,42.35045
21006936,-71.06905,42.35993
21010620,-71.06051,42.36521
21011223,-71.06051,42.36521
21025191,-71.10829,42.27236
21038943,-71.13025,42.35939
21039322,-71.1298,42.3609
21063622,-71.04504,42.33548
21067311,-71.05275,42.33617
21096288,-71.05685,42.31108
21105981,-71.05994,42.36402
21107821,-71.12972,42.28945
21134436,-71.0277,42.38075
21140575,-71.07603,42.3039
21141934,-71.06542,42.29107
21150610,-71.10352,42.3507
21152722,-71.10605,42.32453
21182192,-71.06793,42.35007
21185484,-71.11227,42.28799
21190750,-71.02731,42.33451
21230903,-71.09805,42.34502
21238643,-71.06217,42.3518
21238858,-71.13844,42.34567
21238984,-71.06165,42.35161
21239663,-71.06335,42.35124
21240348,-71.06346,42.35186
21240913,-71.06333,42.35127
21241128,-71.06267,42.35128
21253564,-71.07934,42.32591
21312933,-71.05267,42.36742
21313230,-71.05412,42.36708
21344653,-71.09794,42.31528
21350397,-71.07,42.34406
21369962,-71.06367,42.35766
21381823,-71.06217,42.35126
21381927,-71.06655,42.28183
21409374,-71.0617,42.35173
21436675,-71.12969,42.35842
21438537,-71.06296,42.35146
21438702,-71.06298,42.35168
21454153,-71.05313,42.33476
21458043,-71.13641,42.35545
21459302,-71.06219,42.35139
21459629,-71.06623,42.2816
21471048,-71.08013,42.30703
21473721,-71.10125,42.342
21477647,-71.08554,42.27157
21483155,-71.06323,42.35108
21484031,-71.06157,42.35131
21484706,-71.06523,42.29111
21486679,-71.08263,42.34981
21487043,-71.05807,42.35603
21490776,-71.06598,42.35946
21524811,-71.0632,42.35161
21547937,-71.07313,42.34972
21548228,-71.06298,42.35192
21550485,-71.05689,42.31794
21576187,-71.16644,42.34784
21596829,-71.16259,42.35664
21597619,-71.07825,42.33715
21597670,-71.0921,42.32008
21597878,-71.07964,42.32707
21624391,-71.15382,42.34199
21632673,-71.06155,42.35112
21633293,-71.06177,42.35157
21635255,-71.08009,42.33697
21648941,-71.14717,42.35596
21667214,-71.05903,42.32409
21676574,-71.06133,42.3515
21677482,-71.06351,42.35163
21679735,-71.12561,42.35942
21683291,-71.08928,42.27574
21683907,-71.13857,42.35481
21698478,-71.0567,42.31856
21701419,-71.06713,42.36453
21712033,-71.1288,42.35341
21735562,-71.127440000000007,42.35158
21736914,-71.0285,42.38024
21766903,-71.06931,42.36482
21767071,-71.06915,42.36491
21767299,-71.06771,42.36482
21769647,-71.07394,42.29425
21771037,-71.03322,42.37008
21789235,-71.0664,42.29105
21795492,-71.10135,42.34374
21796006,-71.10171,42.34343
21796741,-71.10053,42.3454
21798943,-71.09798,42.33179
21799387,-71.04185,42.33663
21815046,-71.08303,42.35154
21836859,-71.0621,42.35158
21837174,-71.06219,42.35114
21861361,-71.10945,42.3317
21861781,-71.10906,42.33191
21861961,-71.10906,42.33185
21862054,-71.10923,42.3309
21862176,-71.10923,42.3309
21897391,-71.08674,42.35061
21899053,-71.06475,42.36367
21924790,-71.09441,42.28486
21925988,-71.07902,42.38386
21935818,-71.12251,42.29424
21961507,-71.11523,42.30487
21979174,-71.08503,42.35044
22009604,-71.08939,42.34705
22013980,-71.12603,42.30624
22014689,-71.06481,42.3511
22016719,-71.06405,42.3519
22018975,-71.05168,42.31532
22041148,-71.03996,42.37245
22081895,-71.04823,42.35299
22083423,-71.07522,42.34049
22099733,-71.03155,42.37844
22100284,-71.06372,42.35111
22119242,-71.06328,42.35308
22121305,-71.0639,42.35108
22128402,-71.0621,42.36331
22132037,-71.14567,42.35515
22150316,-71.06961,42.33636
22161060,-71.11068,42.332
22161568,-71.1108,42.33156
22161794,-71.11212,42.33099
22162098,-71.11281,42.33221
22162414,-71.1113,42.33173
22164858,-71.06762,42.33804
22165210,-71.05364,42.36726
22175348,-71.06087,42.35614
22192478,-71.10568,42.32541
22201808,-71.11156,42.33049
22202325,-71.11136,42.33041
22203536,-71.11234,42.33189
22203735,-71.11254,42.33077
22203928,-71.11299,42.33073
22204143,-71.11114,42.33203
22204304,-71.11086,42.33008
22204474,-71.11107,42.33036
22205160,-71.1129,42.33143
22205532,-71.11273,42.33022
22205830,-71.11237,42.33015
22206507,-71.11066,42.33222
22206820,-71.11255,42.33062
22207016,-71.11237,42.33064
22207711,-71.11238,42.33073
22207950,-71.1124,42.33201
22208271,-71.11262,42.33144
22208498,-71.11286,42.33042
22240424,-71.11148,42.33073
22245255,-71.06098,42.35558
22260527,-71.10094,42.34439
22261808,-71.10094,42.34439
22267104,-71.02731,42.33451
22291199,-71.05464,42.31794
22291813,-71.02122,42.38045
22306805,-71.03903,42.33712
22327139,-71.03145,42.37977
22327141,-71.02943,42.3799
22327142,-71.03001,42.3803
22328969,-71.11276,42.33017
22345235,-71.06766,42.30613
22351563,-71.10038,42.34461
22352998,-71.0803,42.34502
22355183,-71.06243,42.35184
22355484,-71.06243,42.35184
22356022,-71.06243,42.35184
22373720,-71.11101,42.33095
22373897,-71.11234,42.33015
22384378,-71.11104,42.33077
22384609,-71.11105,42.33211
22385541,-71.06307,42.35154
22385941,-71.063,42.35331
22389994,-71.07138,42.30737
22430552,-71.11281,42.3317
22431219,-71.1124,42.3322
22431805,-71.1111,42.33061
22432082,-71.12945,42.30901
22432115,-71.11153,42.33026
22432623,-71.11152,42.33052
22433201,-71.11263,42.33047
22433219,-71.11288,42.33053
22525315,-71.04401,42.33606
22526346,-71.06881,42.28066
22526946,-71.06498,42.35112
22528941,-71.06415,42.35112
22530658,-71.04355,42.33654
22531126,-71.04215,42.33489
22570371,-71.06362,42.31099
22571244,-71.06347,42.30936
22581254,-71.15719,42.35614
22582627,-71.11077,42.33007
22583276,-71.06975,42.33766
22583395,-71.11246,42.33147
22583694,-71.11102,42.33097
22584746,-71.06906,42.33831
22627055,-71.07823,42.34383
22627141,-71.07886,42.34347
22627198,-71.07916,42.34222
22628524,-71.11069,42.33161
22629502,-71.04201,42.33625
22648759,-71.1015,42.34413
22649219,-71.10198,42.34533
22651814,-71.13558,42.28606
22651826,-71.102,42.34406
22654177,-71.10002,42.3436
22664808,-71.10213,42.34526
22667849,-71.10058,42.34494
22667973,-71.09992,42.34514
22692343,-71.14871,42.34274
22713966,-71.06066,42.32246
22714438,-71.07539,42.34167
22730888,-71.06404,42.34363
22745898,-71.06406,42.34432
22746375,-71.06537,42.34429
22788158,-71.07716,42.34218
22809274,-71.10047,42.34539
22810330,-71.10212,42.3434
22810966,-71.06177,42.311
22824659,-71.1014,42.34347
22840213,-71.14185,42.35971
22845323,-71.1335,42.34907
22847606,-71.10387,42.32598
22859515,-71.10193,42.27055
22879028,-71.1021,42.34483
22886713,-71.14184,42.35785
22902242,-71.08862,42.34353
22938098,-71.10032,42.34481
22940115,-71.03646,42.38253
22957253,-71.11407,42.31131
23004674,-71.03811,42.36948
23015741,-71.08447,42.3461
23016377,-71.14763,42.34155
23017535,-71.08528,42.34439
23017803,-71.08674,42.34579
23027286,-71.10176,42.27151
23027875,-71.10212,42.27086
23039466,-71.06372,42.35099
23056994,-71.09358,42.32411
23057732,-71.11098,42.33065
23062683,-71.05407,42.34421
23088339,-71.05309,42.31365
23109832,-71.11526,42.31575
23121785,-71.06367,42.35163
23122616,-71.06479,42.35174
23123180,-71.06492,42.35169
23124838,-71.06357,42.35124
23127262,-71.05989,42.37468
23128943,-71.06795,42.3662
23147024,-71.10728,42.33837
23149016,-71.10248,42.27065
23152798,-71.06193,42.29507
23165210,-71.08405,42.34453
23166408,-71.05579,42.36331
23171291,-71.09221,42.31626
23180341,-71.0803,42.34502
23214991,-71.09216,42.34862
23251910,-71.08006,42.32646
23252361,-71.05513,42.36551
23258400,-71.00355,42.3897
23272728,-71.1083,42.3389
23275119,-71.10308,42.34272
23275623,-71.10135,42.3447
23277339,-71.10231,42.34336
23285785,-71.07647,42.27933
23285807,-71.06062,42.35121
23285835,-71.07875,42.28054
23287236,-71.06852,42.36494
23287239,-71.0614,42.35146
23287586,-71.06777,42.36396
23288548,-71.0599,42.35179
23288976,-71.06132,42.35157
23289378,-71.05997,42.35106
23289684,-71.06954,42.3652
23289953,-71.06066,42.32246
23290200,-71.06066,42.32246
23293297,-71.10096,42.34267
23301347,-71.06177,42.35139
23301918,-71.06192,42.35116
23302453,-71.06105,42.35117
23302652,-71.0613,42.35176
23302890,-71.06001,42.3512
23303125,-71.06058,42.35182
23304072,-71.07774,42.34429
23304141,-71.07744,42.34207
23304442,-71.07916,42.34229
23304518,-71.07748,42.34246
23304925,-71.13008,42.34938
23306244,-71.06116,42.3517
23306611,-71.05978,42.35251
23308681,-71.10123,42.34393
23310638,-71.10248,42.34273
23311123,-71.08117,42.32637
23316169,-71.09377,42.33031
23320808,-71.06802,42.36428
23321077,-71.06923,42.36456
23321493,-71.06828,42.36357
23321961,-71.10246,42.34461
23322393,-71.10304,42.3425
23322808,-71.10256,42.34337
23324614,-71.10144,42.34258
23327474,-71.10249,42.34259
23339587,-71.10238,42.34294
23339974,-71.10097,42.3448
23340231,-71.10266,42.34481
23340501,-71.10254,42.34312
23358572,-71.10216,42.3448
23375776,-71.09068,42.31763
23375920,-71.10174,42.34421
23379361,-71.10101,42.3446
23380501,-71.0915,42.31769
23393316,-71.10137,42.34419
23396093,-71.10223,42.34277
23397346,-71.1014,42.34398
23411464,-71.10122,42.34436
23412602,-71.10404,42.34551
23412729,-71.10273,42.34439
23413937,-71.10251,42.34256
23414242,-71.06049,42.32233
23414294,-71.06066,42.32246
23418172,-71.10285,42.34412
23420771,-71.0429,42.35129
23429071,-71.10047,42.31462
23452923,-71.10161,42.34423
23454978,-71.10158,42.34343
23455311,-71.10144,42.34388
23466425,-71.10276,42.34393
23467213,-71.10095,42.34281
23487191,-71.09406,42.32564
23487192,-71.10084,42.3431
23498826,-71.10159,42.34406
23500329,-71.10152,42.34251
23500537,-71.05857,42.35716
23502085,-71.10217,42.34461
23502271,-71.05576,42.36481
23502542,-71.06173,42.35962
23503374,-71.10169,42.34248
23504160,-71.10095,42.34463
23505076,-71.10251,42.34269
23524596,-71.1022,42.34461
23525184,-71.10125,42.34414
23525337,-71.10147,42.34302
23525914,-71.10286,42.34404
23526125,-71.04565,42.33285
23526592,-71.10267,42.34411
23527204,-71.10096,42.34392
23528849,-71.15663,42.35772
23540441,-71.10153,42.34316
23541785,-71.10223,42.34486
23542947,-71.10088,42.34418
23544021,-71.0978,42.32984
23567704,-71.10579,42.30846
23567927,-71.11514,42.30973
23579975,-71.15612,42.29574
23594420,-71.09596,42.3304
23624354,-71.06177,42.37913
23624420,-71.13348,42.27749
23627923,-71.06488,42.30288
23628377,-71.06462,42.30293
23629701,-71.07518,42.3433
23632539,-71.06427,42.35223
23633083,-71.06449,42.30372
23661462,-71.05588,42.34072
23662326,-71.09552,42.32631
23666880,-71.06981,42.29549
23668146,-71.06505,42.30793
23687280,-71.08614,42.34556
23687980,-71.08595,42.34567
23700221,-71.10755,42.3179
23738222,-71.05799,42.35235
23743618,-71.06616,42.34501
23744547,-71.06551,42.34505
23746557,-71.06513,42.35176
23748607,-71.06342,42.3533
23749358,-71.0636,42.35147
23761996,-71.06923,42.36456
23780136,-71.05391,42.28123
23790542,-71.05662,42.31749
23791827,-71.06474,42.29811
23801768,-71.04002,42.36677
23805314,-71.1457,42.29031
23805779,-71.07919,42.29835
23822858,-71.05383,42.35309
23825170,-71.06212,42.35121
23827867,-71.05466,42.36473
23841523,-71.0684,42.36386
23842606,-71.09038,42.31734
23912131,-71.06846,42.36372
23921580,-71.09209,42.349
23924118,-71.06505,42.29836
23947734,-71.06643,42.28788
23948205,-71.06319,42.30265
23960786,-71.11217,42.33044
23961269,-71.11138,42.33197
23965606,-71.06788,42.2901
24022545,-71.06802,42.36428
24032465,-71.068,42.28819
24034961,-71.06773,42.28944
24056510,-71.11297,42.33183
24059457,-71.07006,42.36595
24080196,-71.05318,42.31158
24085880,-71.05365,42.31139
24087726,-71.05138,42.30976
24090510,-71.05304,42.31031
24094681,-71.07986,42.34998
24113222,-71.07257,42.32206
24119260,-71.07053,42.34646
24131246,-71.12853,42.35349
24152390,-71.06348,42.29807
24168312,-71.08787,42.35061
24171313,-71.06052,42.35475
24171367,-71.05972,42.35605
24219094,-71.11731,42.30093
24221823,-71.0803,42.34502
24231732,-71.09651,42.32456
24265005,-71.11605,42.30584
24277032,-71.05492,42.36547
24307072,-71.09968,42.34811
24315639,-71.08557,42.33004
24323872,-71.10157,42.34385
24324101,-71.10159,42.34403
24324307,-71.10209,42.34327
24324950,-71.06061,42.34939
24325336,-71.07003,42.36026
24326097,-71.10118,42.3438
24326482,-71.09977,42.34551
24326495,-71.10167,42.34368
24331243,-71.11693,42.28292
24356120,-71.13075,42.27907
24372360,-71.10038,42.3433
24378766,-71.06369,42.35271
24397626,-71.14869,42.33757
24401790,-71.10335,42.31234
24412927,-71.08792,42.2757
24464154,-71.07306,42.34708
24464925,-71.11247,42.33067
24465270,-71.11291,42.33023
24465886,-71.11304,42.33211
24466743,-71.11105,42.33208
24467263,-71.11145,42.33011
24467656,-71.11148,42.33096
24469518,-71.11071,42.33237
24470076,-71.11285,42.33062
24471492,-71.06652,42.29587
24484501,-71.07878,42.38111
24501001,-71.0632,42.30275
24518149,-71.06351,42.35263
24518213,-71.06366,42.35148
24518923,-71.06312,42.35276
24518974,-71.06299,42.35305
24523214,-71.06365,42.30239
24540681,-71.06834,42.36472
24540981,-71.06945,42.36567
24563107,-71.06882,42.36543
24598890,-71.07696,42.27508
24599025,-71.15292,42.34016
24600107,-71.11046,42.29836
24619508,-71.05543,42.31387
24623314,-71.06911,42.36431
24623318,-71.06806,42.36612
24623322,-71.06852,42.36451
24623340,-71.0682,42.36612
24626249,-71.06995,42.36555
24626250,-71.06947,42.3652
24626252,-71.06921,42.36419
24633212,-71.10239,42.332
24644312,-71.16836,42.27527
24645479,-71.10173,42.3323
24647800,-71.10059,42.33156
24648787,-71.10119,42.33347
24649082,-71.10122,42.33423
24709494,-71.13473,42.34684
24749244,-71.07636,42.34448
24756613,-71.06633,42.29185
24768622,-71.13291,42.23722
24770058,-71.06731,42.36344
24783227,-71.06243,42.31491
24796281,-71.06945,42.28036
24804020,-71.09158,42.32741
