id,longitude,latitude
9575439,-71.10606,42.32137
9616816,-71.07907,42.33361
9677207,-71.07565,42.35265
9685076,-71.07204,42.30327
9685085,-71.06963,42.28851
9685102,-71.14895,42.33589
9731479,-71.06943,42.34568
9751520,-71.03529,42.36583
9813223,-71.13384,42.35105
9824155,-71.1122,42.33
9834727,-71.05488,42.36399
9878725,-71.13411,42.36031
9900315,-71.06128,42.37395
9941923,-71.09723,42.35047
9970895,-71.07516,42.33716
9971054,-71.11501,42.30337
9993826,-71.0797,42.34594
10033976,-71.05931,42.35146
10034183,-71.04146,42.33093
10051649,-71.0701,42.3648
10052037,-71.06865,42.3648
10068240,-71.06248,42.28992
10085431,-71.12013,42.31067
10116601,-71.06194,42.35207
10116726,-71.06155,42.35161
10116914,-71.06352,42.35214
10117122,-71.06334,42.35151
10117329,-71.06198,42.35091
10117472,-71.06269,42.35132
10118091,-71.0678,42.36523
10118379,-71.06911,42.36319
10118716,-71.06892,42.36547
10118946,-71.06715,42.36486
10119193,-71.06942,42.36467
10123024,-71.12885,42.35015
10132073,-71.04026,42.37045
10135564,-71.06351,42.35224
10136459,-71.0629,42.35282
10152056,-71.06893,42.36481
10175033,-71.05643,42.36667
10190260,-71.07898,42.33423
10241577,-71.10161,42.34388
10279083,-71.14156,42.28924
10299047,-71.10512,42.31308
10411383,-71.03023,42.37695
10426124,-71.06664,42.31499
10427199,-71.07952,42.34342
10427882,-71.07785,42.34407
10494118,-71.11194,42.30657
10524872,-71.15435,42.34488
10559976,-71.06859,42.28527
10575430,-71.06201,42.29885
10627514,-71.10158,42.31551
10634364,-71.07249,42.34595
10749312,-71.10746,42.3159
10764250,-71.06892,42.31139
10787333,-71.09471,42.32738
10835494,-71.15352,42.34
10857914,-71.06445,42.36077
10860611,-71.08607,42.35029
10883063,-71.1067,42.32412
11006149,-71.10241,42.3324
11067772,-71.15439,42.34212
11127085,-71.04772,42.33569
11202183,-71.06629,42.35772
11223924,-71.05196,42.36424
11240774,-71.10432,42.34627
11258721,-71.07083,42.30462
11282071,-71.06282,42.35208
11313921,-71.103,42.32977
11343485,-71.06493,42.36078
11357756,-71.06511,42.35239
11370704,-71.10712,42.31005
11376403,-71.07118,42.3042
11378662,-71.04915,42.34819
11431331,-71.09006,42.34771
11462476,-71.08809,42.35143
11492423,-71.05537,42.33591
11512755,-71.12065,42.35273
11528125,-71.12125,42.35268
11553697,-71.11187,42.32173
11584799,-71.06385,42.29368
11592154,-71.09535,42.3498
11618815,-71.03801,42.3663
11639480,-71.08654,42.30877
11656698,-71.09584,42.32333
11739985,-71.1049,42.31779
11759332,-71.06456,42.29073
11760822,-71.15012,42.34091
11866651,-71.06585,42.35076
11871190,-71.15507,42.34359
11924459,-71.05316,42.36666
11968079,-71.06203,42.35232
11973196,-71.06203,42.35117
11981674,-71.06291,42.35102
11983535,-71.06289,42.35157
12040113,-71.0794,42.27081
12067685,-71.06341,42.34942
12092499,-71.08952,42.349850000000004
12103501,-71.07062,42.30439
12125635,-71.06409,42.29197
12170576,-71.13271,42.28012
12175961,-71.06668,42.28825
12190053,-71.11184,42.31176
12191871,-71.09922,42.31086
12205324,-71.08103,42.35218
12232615,-71.06129,42.35581
12233830,-71.13652,42.35674
12246137,-71.0997,42.34474
12247217,-71.10038,42.34523
12253499,-71.13209,42.34981
12254831,-71.15367,42.34079
12264926,-71.08224,42.35307
12265127,-71.14778,42.33865
12269155,-71.05823,42.3652
12287958,-71.07537,42.34382
12290886,-71.0774,42.34508
12306135,-71.05373,42.36254
12320063,-71.10862,42.33289
12336281,-71.15406,42.34504
12343708,-71.07221,42.30536
12344142,-71.0419,42.36893
12351909,-71.0962,42.32808
12359181,-71.08932,42.34716
12368082,-71.09391,42.31644
12372052,-71.07733,42.38323
12382239,-71.06108,42.36432
12382743,-71.06138,42.35113
12383703,-71.06347,42.35211
12384469,-71.0697,42.33652
12390027,-71.08,42.34622
12409042,-71.12633,42.3605
12489916,-71.07567,42.35392
12492474,-71.07083,42.27399
12496332,-71.07901,42.33909
12535687,-71.13141,42.28389
12581300,-71.05246,42.33084
12599820,-71.05452,42.36555
12602632,-71.10588,42.32052
12618291,-71.15321,42.28076
12672097,-71.08887,42.34619
12781774,-71.11392,42.31446
12812461,-71.07603,42.33659
12834650,-71.16201,42.35239
12855343,-71.10621,42.31262
12888054,-71.10503,42.31642
12898177,-71.05719,42.35851
12899321,-71.05931,42.35157
12901078,-71.07662,42.27516
12904318,-71.06695,42.28358
12949270,-71.11323,42.32136
12950332,-71.07221,42.30536
12973308,-71.08894,42.34753
12997334,-71.11838,42.36454
13024385,-71.06206,42.35125
13029806,-71.06873,42.33709
13032590,-71.0781,42.38269
13044229,-71.05511,42.32964
13046581,-71.15774,42.2609
13046976,-71.03983,42.37913
13062783,-71.10651,42.33048
13063952,-71.07877,42.3827
13078025,-71.08951,42.34678
13078148,-71.06103,42.35645
13079659,-71.06199,42.35127
13080375,-71.06184,42.35142
13081090,-71.06176,42.35128
13082258,-71.08832,42.34339
13083058,-71.10416,42.34646
13091712,-71.06756,42.38036
13121821,-71.06479,42.35998
13166405,-71.15563,42.34636
13173203,-71.05597,42.36487
13173362,-71.0854,42.34826
13188501,-71.07086,42.3609
13189564,-71.05777,42.36099
13239143,-71.07221,42.30536
13239882,-71.08,42.31676
13242393,-71.07221,42.30536
13249829,-71.06781,42.36038
13249923,-71.07221,42.30536
13258244,-71.09222,42.31626
13266133,-71.06462,42.29393
13298137,-71.08,42.31676
13318522,-71.13172,42.28521
13327034,-71.12944,42.35796
13327413,-71.07994,42.35114
13333623,-71.04336,42.33231
13345701,-71.12944,42.35796
13378923,-71.07368,42.34347
13391640,-71.07523,42.35502
13393418,-71.03474,42.37776
13394184,-71.03613,42.36926
13422887,-71.08,42.31676
13450030,-71.12944,42.35796
13466910,-71.08226,42.34831
13478868,-71.14407,42.35908
13494185,-71.07368,42.34382
13513696,-71.08056,42.3391
13515084,-71.12944,42.35796
13515118,-71.14434,42.35884
13530359,-71.12949,42.35498
13546414,-71.05794,42.31778
13547301,-71.12988,42.28764
13555596,-71.02701,42.33792
13578425,-71.07221,42.30536
13585624,-71.05778,42.375
13594886,-71.03471,42.36813
13613229,-71.1162,42.26039
13613812,-71.05782,42.32466
13650313,-71.08736,42.34388
13655923,-71.0588,42.31757
13656969,-71.14401,42.35891
13657486,-71.0573,42.35117
13672165,-71.05241,42.34153
13675884,-71.07221,42.30536
13684319,-71.1455,42.35972
13686161,-71.058090000000007,42.35548
13697676,-71.13133,42.23679
13714817,-71.09801,42.35021
13719227,-71.1449,42.36051
13723404,-71.05773,42.35525
13762650,-71.06027,42.34961
13796564,-71.08,42.32404
13810937,-71.06954,42.36047
13829133,-71.10833,42.31784
13830152,-71.07879,42.38391
13864415,-71.04967,42.33919
13866351,-71.0788,42.30003
13874533,-71.03266,42.37566
13883902,-71.03647,42.3689
13907143,-71.12722,42.23615
13908031,-71.03379,42.3686
13924495,-71.05089,42.33898
13926284,-71.06885,42.36011
13927765,-71.06829,42.29133
13937181,-71.13643,42.27636
13951579,-71.06999,42.38227
13959444,-71.08245,42.34019
13972298,-71.0586,42.35929
13978700,-71.08627,42.31077
13993185,-71.06882,42.35981
14035943,-71.0526,42.36424
14057466,-71.11279,42.31316
14071446,-71.11476,42.3225
14086516,-71.0774,42.27514
14086550,-71.11722,42.31236
14091605,-71.07406,42.34071
14104621,-71.05314,42.36592
14105971,-71.11142,42.30906
14109003,-71.11562,42.32268
14153636,-71.12658,42.36151
14196181,-71.08363,42.33646
14204600,-71.05376,42.36704
14216000,-71.06591,42.36262
14216691,-71.06529,42.36454
14237196,-71.06682,42.34932
14242888,-71.07707,42.2749
14254537,-71.11191,42.31121
14264063,-71.12861,42.35851
14303090,-71.1625,42.27232
14319414,-71.05012,42.33956
14368660,-71.10682,42.35009
14414473,-71.09194,42.33001
14415125,-71.10286,42.31634
14424180,-71.06149,42.35626
14426987,-71.09283,42.32673
14452500,-71.05365,42.36691
14460344,-71.15275,42.34595
14461998,-71.07509,42.335
14469894,-71.08865,42.34599
14470701,-71.0723,42.30555
14472483,-71.05326,42.35735
14474750,-71.12133,42.31179
14486237,-71.08906,42.34737
14531631,-71.10478,42.30776
14538087,-71.05192,42.3661
14539326,-71.05838,42.32457
14566378,-71.10957,42.31742
14566386,-71.11,42.31817
14573951,-71.11241,42.30001
14585335,-71.0687,42.27519
14600925,-71.07042,42.30399
14603013,-71.07529,42.35386
14677678,-71.14608,42.29561
14682588,-71.08886,42.34699
14682931,-71.10049,42.31765
14686119,-71.07229,42.27399
14704252,-71.05272,42.33369
14744481,-71.05908,42.35392
14744525,-71.05491,42.3581
14747561,-71.07256,42.30423
14770892,-71.06951,42.34337
14778561,-71.11616,42.25261
14820482,-71.06888,42.349
14824684,-71.10162,42.35046
14825159,-71.096190000000007,42.34992
14843050,-71.05083,42.34044
14868157,-71.10005,42.31689
14873100,-71.05802,42.33034
14897997,-71.05514,42.35859
14900386,-71.14111,42.35424
14918032,-71.03119,42.37705
14924831,-71.06884,42.38192
14928081,-71.06126,42.36992
14928666,-71.06422,42.35918
14936017,-71.0382,42.36804
14943350,-71.04681,42.30903
14950089,-71.05983,42.3715
14950328,-71.06139,42.36993
14950378,-71.06092,42.37164
14950476,-71.06134,42.37208
14991767,-71.07813,42.34401
14993599,-71.04945,42.31086
14995433,-71.06062,42.3494
15016872,-71.157,42.34286
15018607,-71.03773,42.3699
15020558,-71.06512,42.37948
15041925,-71.14681,42.35365
15048978,-71.07479,42.33616
15068710,-71.04463,42.33497
15071378,-71.0842,42.34685
15071413,-71.03185,42.36544
15073826,-71.08563,42.3522
15073943,-71.06957,42.35788
15085512,-71.0751,42.32244
15122796,-71.07351,42.32382
15126633,-71.05966,42.35464
15127120,-71.05935,42.35461
15131365,-71.03451,42.33111
15140520,-71.08838,42.35154
15147053,-71.11009,42.30818
15148487,-71.07099,42.35767
15166858,-71.08675,42.35063
15177273,-71.09335,42.31313
15188419,-71.06362,42.35228
15193504,-71.11782,42.27895
15222140,-71.05376,42.3671
15232309,-71.09247,42.32807
15249493,-71.06243,42.35184
15251516,-71.0686,42.34874
15256830,-71.04855,42.30989
15281436,-71.03251,42.37839
15284641,-71.06666,42.34899
15296865,-71.06924,42.34887
