id,neighborhood,room_type,price,minimum_nights,availability_365,host_id
3781,East Boston,Entire home/apt,125,28,68,4804
5506,Roxbury,Entire home/apt,145,3,322,8229
6695,Roxbury,Entire home/apt,169,3,274,8229
8789,Downtown,Entire home/apt,99,91,247,26988
10730,Downtown,Entire home/apt,150,91,29,26988
10813,Back Bay,Entire home/apt,179,91,0,38997
10986,North End,Entire home/apt,125,91,364,38997
16384,Beacon Hill,Private room,50,91,365,23078
18711,Dorchester,Entire home/apt,154,29,304,71783
22195,Back Bay,Private room,115,1,285,85130
22354,South End,Private room,148,2,62,85770
24240,North End,Entire home/apt,275,2,247,97821
29765,Charlestown,Entire home/apt,221,2,252,128280
40601,Jamaica Plain,Private room,95,6,197,174986
45987,Charlestown,Entire home/apt,125,3,80,205107
60029,Roxbury,Private room,75,2,17,255183
60356,Downtown,Entire home/apt,175,32,145,26988
69369,Roxbury,Private room,79,2,14,255183
77681,Charlestown,Private room,140,2,361,416912
95453,Allston,Entire home/apt,175,5,346,508268
163941,Roxbury,Entire home/apt,225,3,157,8229
169430,Roxbury,Entire home/apt,200,2,7,807320
190170,Dorchester,Entire home/apt,55,7,228,841314
197727,Jamaica Plain,Private room,60,30,118,964356
197972,Jamaica Plain,Entire home/apt,90,2,173,965697
210097,Jamaica Plain,Entire home/apt,100,3,227,1035747
220676,North End,Private room,95,3,61,1144302
225224,South End,Private room,105,2,88,85770
257588,South Boston,Entire home/apt,200,2,212,1355344
322593,South End,Entire home/apt,350,28,226,1651480
400067,Dorchester,Private room,60,91,363,1997048
447826,Jamaica Plain,Private room,71,3,214,2053557
464216,Fenway,Private room,60,1,365,2306777
475254,Bay Village,Entire home/apt,500,91,0,2355815
496022,Jamaica Plain,Private room,200,91,0,1956464
526970,South End,Private room,148,2,90,85770
530983,Dorchester,Entire home/apt,180,29,142,71783
533114,Dorchester,Entire home/apt,154,29,259,71783
533152,Dorchester,Entire home/apt,128,29,310,71783
561769,Dorchester,Entire home/apt,103,29,283,71783
568234,Jamaica Plain,Private room,95,1,299,2796082
579605,Dorchester,Entire home/apt,128,29,331,71783
583255,Brighton,Entire home/apt,149,91,0,306407
601763,West Roxbury,Entire home/apt,128,29,333,71783
611081,Charlestown,Entire home/apt,325,2,331,3029783
619142,Charlestown,Entire home/apt,175,91,204,501427
646087,South Boston,Private room,188,1,173,3236611
708802,Charlestown,Entire home/apt,100,2,247,3648427
743211,Jamaica Plain,Entire home/apt,550,3,0,2796082
743759,Roslindale,Private room,25,91,365,7969
753446,Roslindale,Private room,50,91,355,3962517
771309,Dorchester,Private room,59,91,196,239850
798957,South End,Entire home/apt,347,3,110,1651480
801680,Roxbury,Entire home/apt,169,3,132,8229
801722,Roxbury,Entire home/apt,149,3,205,8229
820073,Downtown,Entire home/apt,275,2,12,1911807
826706,Dorchester,Private room,79,91,364,1997048
839265,Dorchester,Private room,61,91,349,1997048
849408,Roslindale,Entire home/apt,239,4,235,4434391
863788,South End,Entire home/apt,385,2,18,775932
891661,North End,Entire home/apt,125,2,173,4737456
894539,Roslindale,Private room,90,2,275,4762495
962610,West Roxbury,Entire home/apt,119,3,170,4434391
973695,Downtown,Entire home/apt,250,91,365,1760577
989163,South End,Entire home/apt,170,3,120,5430185
990668,South End,Private room,156,3,203,1651480
1009275,South Boston,Private room,120,1,323,868067
1038465,South End,Private room,140,2,55,85770
1042420,East Boston,Entire home/apt,170,2,166,5715872
1055627,Beacon Hill,Entire home/apt,125,91,0,4299002
1058448,Jamaica Plain,Private room,80,1,323,3920014
1071235,Jamaica Plain,Entire home/apt,90,2,166,965697
1077105,South End,Entire home/apt,176,91,0,5927277
1090413,Back Bay,Private room,103,3,319,1984434
1090545,Back Bay,Private room,103,3,307,1984434
1092093,Mission Hill,Entire home/apt,95,91,130,26988
1109224,Jamaica Plain,Entire home/apt,439,2,326,1531239
1161210,West Roxbury,Private room,70,28,155,3887707
1167221,Jamaica Plain,Private room,90,1,80,6391436
1167987,Roslindale,Private room,26,91,167,7969
1171578,Brighton,Private room,99,1,352,3765817
1187188,Jamaica Plain,Entire home/apt,136,91,358,2238969
1200502,South End,Entire home/apt,165,91,360,6557340
1220971,North End,Entire home/apt,149,28,158,5578043
1222327,Jamaica Plain,Entire home/apt,121,5,5,6668129
1240598,Downtown,Entire home/apt,145,10,365,2356643
1252489,Beacon Hill,Entire home/apt,200,91,0,6824319
1275498,South End,Entire home/apt,190,3,227,5430185
1321422,Dorchester,Private room,76,1,168,6608084
1327725,Brighton,Entire home/apt,147,3,108,7205617
1332786,Dorchester,Private room,47,1,118,6608084
1374434,Roxbury,Private room,65,28,101,255183
1374466,Roxbury,Private room,67,28,180,255183
1403408,Roxbury,Private room,70,28,70,255183
1425973,South End,Private room,350,91,89,1015632
1445064,Charlestown,Private room,68,28,165,4724006
1454258,Dorchester,Private room,80,1,362,7799789
1471308,Mission Hill,Private room,70,2,140,7673571
1472481,Dorchester,Private room,75,1,202,6608084
1472520,Dorchester,Private room,83,1,154,6608084
1510876,Dorchester,Private room,60,1,341,7799789
1541166,Charlestown,Entire home/apt,109,2,0,552418
1544144,Charlestown,Entire home/apt,350,3,207,7353037
1544702,Dorchester,Private room,77,1,177,6608084
1545185,Brighton,Entire home/apt,140,2,120,697401
1584362,Dorchester,Private room,63,1,160,6608084
1596470,Bay Village,Entire home/apt,265,29,68,480310
1596664,Roxbury,Private room,78,60,211,8513158
1644031,South Boston Waterfront,Private room,105,1,149,8725557
1668313,Roslindale,Private room,53,28,365,8834105
1677807,Brighton,Entire home/apt,95,3,75,4192881
1682936,Roxbury,Entire home/apt,150,2,298,8898973
1692573,Jamaica Plain,Entire home/apt,145,2,311,8814724
1721016,Roslindale,Entire home/apt,78,30,349,7723912
1724900,Roslindale,Entire home/apt,110,28,352,7723912
1732804,Dorchester,Private room,70,1,351,9090219
1754939,Jamaica Plain,Entire home/apt,165,1,0,9228417
1757417,West Roxbury,Private room,60,1,0,9241244
1810172,Roslindale,Private room,67,28,365,8834105
1810397,South End,Entire home/apt,890,4,150,9485021
1815326,Brighton,Private room,99,1,350,9508341
1819994,Fenway,Entire home/apt,265,91,309,9529655
1821633,Dorchester,Private room,100,1,365,7799789
1863443,Fenway,Entire home/apt,213,29,180,9419684
1867834,West End,Entire home/apt,293,91,74,9419684
1867881,West End,Entire home/apt,312,29,181,9419684
1868004,West End,Entire home/apt,217,91,61,9419684
1868124,Chinatown,Entire home/apt,244,29,179,9419684
1881298,Jamaica Plain,Entire home/apt,130,1,260,1920539
1885386,Jamaica Plain,Private room,85,1,80,6391436
1885825,Jamaica Plain,Private room,70,1,66,6391436
1886037,Beacon Hill,Entire home/apt,230,91,0,1587128
1887507,South Boston,Private room,125,2,65,970787
1935042,Beacon Hill,Private room,110,1,42,10013311
1944976,Dorchester,Private room,76,91,0,10060070
1960407,Beacon Hill,Private room,135,1,39,10013311
1966195,Downtown,Entire home/apt,312,29,365,9419684
2000797,Dorchester,Private room,70,91,360,9898255
2014651,Jamaica Plain,Private room,120,91,362,2155838
2014882,Brighton,Private room,70,3,217,1521296
2021483,South Boston,Entire home/apt,500,1,359,10197317
2021489,South Boston,Private room,200,1,360,10197317
2022303,South Boston,Entire home/apt,350,2,292,10393465
2108738,Back Bay,Entire home/apt,150,91,0,10750832
2126053,Beacon Hill,Entire home/apt,165,5,170,10844648
2141306,Downtown,Entire home/apt,300,91,0,5355690
2183058,North End,Entire home/apt,195,91,320,11132080
2183117,Allston,Entire home/apt,125,30,155,11132354
2187640,Chinatown,Entire home/apt,220,29,179,9419684
2187766,Chinatown,Entire home/apt,312,29,352,9419684
2215762,South End,Entire home/apt,140,5,202,5430185
2219399,Jamaica Plain,Private room,112,2,329,1624549
2256444,Jamaica Plain,Entire home/apt,230,2,4,6391436
2277821,Back Bay,Entire home/apt,425,2,340,9410008
2278704,Mattapan,Private room,57,1,329,11631886
2292495,South End,Entire home/apt,175,28,254,9653086
2378421,Jamaica Plain,Entire home/apt,135,2,145,12150111
2395326,South End,Entire home/apt,119,1,5,12230539
2495047,South End,Entire home/apt,115,4,186,5430185
2526773,Brighton,Entire home/apt,52,91,364,12165186
2583074,Roslindale,Private room,40,2,276,13226301
2658094,North End,Entire home/apt,299,28,13,5578043
2672058,Allston,Private room,85,91,0,13565868
2701124,Back Bay,Entire home/apt,280,3,274,13822322
2723274,Bay Village,Entire home/apt,200,2,6,8790904
2737853,South End,Entire home/apt,160,91,0,14008862
2747654,Downtown,Entire home/apt,175,10,361,2356643
2754975,Beacon Hill,Entire home/apt,150,180,258,6885890
2794782,Dorchester,Private room,65,4,183,10273324
2798599,Charlestown,Private room,139,91,364,14099596
2798787,Jamaica Plain,Private room,75,1,320,13372537
2811937,Dorchester,Private room,65,4,32,10273324
2843445,Roslindale,Private room,85,91,227,3164508
2846739,South End,Private room,140,2,74,85770
2881388,Back Bay,Entire home/apt,695,2,347,9410008
2886933,Hyde Park,Entire home/apt,249,2,13,13776857
2892825,Roxbury,Entire home/apt,450,28,361,14785487
2931165,Mattapan,Private room,49,1,329,11631886
2931271,Mattapan,Private room,139,2,329,11631886
2931870,Mattapan,Private room,72,2,329,11631886
2943438,Fenway,Entire home/apt,175,91,365,14338198
2963419,Jamaica Plain,Private room,95,91,0,15123694
3068453,Downtown,Entire home/apt,175,10,355,2356643
3094942,Dorchester,Private room,65,5,101,15695135
3164650,Hyde Park,Entire home/apt,91,91,251,16052189
3193484,Dorchester,Private room,65,30,364,16186589
3229255,Roslindale,Entire home/apt,125,3,185,16343599
3294152,Dorchester,Entire home/apt,120,91,362,9898255
3302294,Back Bay,Entire home/apt,175,28,180,1369968
3309941,Fenway,Entire home/apt,298,29,107,9419684
3343428,Roxbury,Private room,95,2,172,11228809
3344322,Dorchester,Private room,70,91,361,9898255
3377100,Beacon Hill,Entire home/apt,275,3,254,7629859
3414993,Downtown,Entire home/apt,550,91,0,7849580
3441982,Roxbury,Entire home/apt,120,2,77,13819661
3457722,Brighton,Entire home/apt,260,3,3,6209951
3463914,Back Bay,Entire home/apt,248,91,0,17452489
3493840,Jamaica Plain,Private room,98,31,364,11554621
3520353,Beacon Hill,Entire home/apt,288,91,267,6508758
3521944,West Roxbury,Entire home/apt,119,91,0,17735272
3522237,Dorchester,Private room,42,3,353,17736943
3539510,Dorchester,Entire home/apt,154,29,198,71783
3544343,Downtown,Entire home/apt,100,91,0,17843002
3575220,Roslindale,Private room,50,2,289,13226301
3593290,Jamaica Plain,Entire home/apt,325,91,102,5988470
3602379,Roxbury,Entire home/apt,169,91,365,18150109
3628320,Dorchester,Entire home/apt,125,1,0,2863349
3656168,Roxbury,Private room,38,91,365,18517776
3677662,Allston,Private room,70,29,264,660123
3693850,Jamaica Plain,Private room,88,29,170,18807469
3705824,Roxbury,Private room,33,91,365,18517776
3749523,Charlestown,Entire home/apt,250,31,205,3842205
3783090,Fenway,Entire home/apt,179,91,71,13931840
3820516,Charlestown,Private room,210,2,259,128280
3890373,Beacon Hill,Entire home/apt,225,28,1,19357187
3903324,Fenway,Entire home/apt,213,29,181,9419684
3914363,Fenway,Entire home/apt,213,29,180,9419684
3930872,Allston,Entire home/apt,108,91,0,56583
3957602,Jamaica Plain,Private room,85,1,6,2127414
3965313,East Boston,Private room,52,91,90,20551003
3968797,Roslindale,Private room,85,2,326,4762495
3969526,South End,Entire home/apt,469,29,112,5408229
3985462,Back Bay,Entire home/apt,195,2,302,9410008
4000384,Jamaica Plain,Private room,120,2,78,10910804
4040151,Fenway,Entire home/apt,298,91,67,9419684
4075898,Downtown,Entire home/apt,289,9,83,20857768
4085362,Roslindale,Private room,85,91,227,3164508
4089940,North End,Entire home/apt,229,9,14,20857768
4090224,South Boston,Entire home/apt,265,1,285,17783651
4105704,Jamaica Plain,Entire home/apt,125,3,266,21299112
4118162,Downtown,Entire home/apt,279,9,84,20857768
4119345,Jamaica Plain,Entire home/apt,200,2,116,1414385
4135172,Downtown,Entire home/apt,239,29,181,9419684
4148586,Back Bay,Entire home/apt,225,91,0,3588191
4150640,North End,Entire home/apt,259,9,10,20857768
4177233,Dorchester,Private room,99,2,45,21674032
4223387,Jamaica Plain,Private room,75,1,86,5689782
4233242,Jamaica Plain,Private room,98,2,359,197327
4257929,Fenway,Entire home/apt,250,91,0,21926328
4263736,Roxbury,Private room,91,2,168,11228809
4275846,Downtown,Entire home/apt,200,10,353,2356643
4278067,South End,Entire home/apt,175,28,365,9653086
4291607,Brighton,Entire home/apt,90,91,0,16922109
4294557,South End,Entire home/apt,280,91,0,22288672
4315428,East Boston,Private room,100,91,319,22402141
4315439,East Boston,Private room,170,100,365,22402141
4348422,Jamaica Plain,Private room,150,91,0,22217451
4364925,South End,Entire home/apt,300,33,363,9653086
4364989,South End,Entire home/apt,175,31,340,9653086
4377247,Back Bay,Entire home/apt,259,91,4,22726574
4410765,Brighton,Entire home/apt,138,91,137,9795590
4445906,Chinatown,Entire home/apt,312,29,365,9419684
4460532,Roxbury,Private room,92,2,178,11228809
4461111,Roslindale,Private room,50,2,307,13226301
4461613,Beacon Hill,Entire home/apt,150,1,345,22348222
4461846,South End,Entire home/apt,150,1,353,22348222
4461901,South End,Entire home/apt,150,1,325,22348222
4467841,West End,Entire home/apt,289,91,74,9419684
4489920,West End,Entire home/apt,209,29,168,9419684
4500409,Back Bay,Entire home/apt,150,1,323,22348222
4510513,Downtown,Entire home/apt,259,9,88,20857768
4523234,Downtown,Entire home/apt,239,29,181,9419684
4526384,Allston,Entire home/apt,550,28,360,14785487
4530670,West Roxbury,Private room,38,1,320,23490243
4555637,Roxbury,Private room,63,2,166,11228809
4560053,Roxbury,Entire home/apt,269,3,180,8229
4566095,South End,Entire home/apt,110,30,229,5430185
4568116,Roxbury,Entire home/apt,130,2,156,11228809
4573238,North End,Entire home/apt,159,28,289,5578043
4573388,North End,Entire home/apt,159,28,114,5578043
4577188,Fenway,Entire home/apt,85,3,182,5618949
4580825,North End,Entire home/apt,89,3,328,5578043
4583526,Jamaica Plain,Entire home/apt,195,2,284,23759488
4586681,Jamaica Plain,Private room,90,2,88,12795084
4593974,Roxbury,Private room,36,91,365,18517776
4593985,Roxbury,Private room,36,91,365,18517776
4602191,West End,Entire home/apt,310,30,97,20079643
4614037,East Boston,Entire home/apt,250,1,312,9073339
4623114,South End,Entire home/apt,150,1,363,22348222
4624582,Roxbury,Private room,35,91,365,18517776
4625517,Mission Hill,Private room,100,91,0,7046340
4630071,Brighton,Entire home/apt,49,91,104,12165186
4632511,Beacon Hill,Entire home/apt,305,3,265,23901135
4652263,Brighton,Entire home/apt,250,91,0,24075349
4662379,Brighton,Entire home/apt,450,3,274,24124767
4670285,Brighton,Private room,65,91,364,24158689
4710583,Allston,Private room,41,91,0,17892292
4737304,Brighton,Private room,65,91,289,24158689
4755586,Mattapan,Private room,24,25,297,24532370
4757808,Beacon Hill,Entire home/apt,200,91,0,3085882
4810824,East Boston,Entire home/apt,99,3,23,24778686
4909590,Allston,Entire home/apt,99,240,210,25279966
4917583,West End,Entire home/apt,195,30,164,20079643
4922204,Roslindale,Entire home/apt,200,91,361,6570877
4924009,Downtown,Entire home/apt,175,10,362,2356643
4978467,Beacon Hill,Entire home/apt,250,91,0,11017004
4995033,Beacon Hill,Entire home/apt,200,2,3,11206328
5019306,South Boston,Entire home/apt,300,3,345,15862012
5047340,Allston,Entire home/apt,88,4,0,10250028
5049582,Jamaica Plain,Private room,60,3,283,197327
5054601,South Boston,Private room,76,2,54,26098645
5088560,Roxbury,Entire home/apt,500,3,272,21609039
5124772,Jamaica Plain,Entire home/apt,250,91,0,1450086
5166870,Jamaica Plain,Entire home/apt,180,2,177,1487352
5222368,Mission Hill,Private room,75,1000,0,1532353
5358934,Roxbury,Private room,42,91,365,18517776
5364137,East Boston,Entire home/apt,62,28,104,23777641
5434353,Roslindale,Entire home/apt,130,91,365,9658771
5478135,East Boston,Entire home/apt,195,91,0,13595892
5495267,Roxbury,Private room,36,91,365,18517776
5511911,North End,Entire home/apt,240,91,0,25079218
5526487,Mission Hill,Entire home/apt,285,3,92,28662210
5526514,Roxbury,Entire home/apt,159,3,202,28662210
5581575,Back Bay,Entire home/apt,185,2,33,28766987
5601743,Jamaica Plain,Private room,46,1,0,19280995
5606682,Brighton,Entire home/apt,166,91,191,29066313
5702292,Jamaica Plain,Private room,81,2,0,19280995
5709298,Beacon Hill,Entire home/apt,148,1,204,2006852
5718801,South End,Entire home/apt,150,1,360,22348222
5718921,South End,Entire home/apt,300,1,311,22348222
5719606,Charlestown,Entire home/apt,225,2,294,3432624
5725804,Beacon Hill,Entire home/apt,130,91,235,26988
5726867,Roxbury,Private room,28,91,267,29691316
5738018,Jamaica Plain,Entire home/apt,95,91,0,7302835
5768819,South End,Entire home/apt,150,1,343,22348222
5769127,South End,Entire home/apt,150,1,284,22348222
5775139,Allston,Private room,70,91,0,29963974
5781926,South Boston,Entire home/apt,250,4,304,29573894
5782221,North End,Entire home/apt,300,3,57,18601802
5806428,East Boston,Entire home/apt,110,91,90,15646805
5813177,Fenway,Entire home/apt,62,91,0,30162455
5822827,South End,Entire home/apt,198,91,0,30221323
5825829,Fenway,Private room,125,1,68,30239904
5834413,Fenway,Entire home/apt,186,28,84,30283594
5844314,Dorchester,Private room,100,1,335,30342817
5856633,South Boston,Entire home/apt,350,91,0,30408736
5867761,South End,Private room,45,91,0,6252491
5870922,Allston,Private room,69,2,143,26956083
5882411,Jamaica Plain,Private room,88,29,100,18807469
5884429,Roslindale,Private room,91,3,209,15396970
5903001,Back Bay,Entire home/apt,300,3,347,30658962
5927267,South Boston,Private room,64,2,72,26098645
5932402,South End,Private room,100,91,0,2221632
5940866,East Boston,Private room,75,3,40,12720679
5967421,Allston,Private room,59,91,273,26956083
5976821,South End,Shared room,95,2,67,432317
6006328,Mattapan,Entire home/apt,74,4,276,19066350
6015995,West End,Entire home/apt,169,3,360,30283594
6066455,Beacon Hill,Entire home/apt,600,2,342,9410008
6069883,Roslindale,Private room,65,3,237,15396970
6072693,Fenway,Entire home/apt,199,91,0,17407425
6080461,Roxbury,Entire home/apt,159,3,227,28662210
6119918,Brighton,Entire home/apt,80,31,56,546854
6131224,Hyde Park,Entire home/apt,200,28,229,7303930
6179374,Allston,Private room,45,91,365,30489899
6238463,Jamaica Plain,Private room,105,2,169,31691830
6248970,Jamaica Plain,Private room,65,3,120,32449720
6261296,West Roxbury,Private room,70,2,265,7614614
6277566,Allston,Private room,230,91,0,6636693
6296656,South Boston,Entire home/apt,240,2,350,9410008
6300089,West Roxbury,Entire home/apt,245,1,280,29483150
6310903,South Boston,Entire home/apt,375,3,247,32783797
6317446,South Boston,Entire home/apt,240,2,354,9410008
6317722,South Boston,Entire home/apt,125,2,348,9410008
6326257,Beacon Hill,Entire home/apt,375,2,313,9410008
6356533,Fenway,Entire home/apt,298,29,0,9419684
6401859,Hyde Park,Entire home/apt,85,1,0,17890131
6426364,South End,Entire home/apt,200,28,355,9653086
6444303,South End,Private room,154,3,126,1651480
6465075,Jamaica Plain,Entire home/apt,250,3,310,635157
6489209,South Boston,Private room,53,2,72,26098645
6513924,Roslindale,Private room,45,91,293,16398126
6576530,Roxbury,Entire home/apt,350,28,361,14785487
6603827,Roslindale,Private room,50,28,344,34552909
6609546,South Boston Waterfront,Private room,149,1,320,34584706
6646604,Brighton,Entire home/apt,90,91,0,31340713
6677469,Back Bay,Entire home/apt,395,3,81,34949685
6685682,Back Bay,Entire home/apt,200,2,165,814298
6690605,Charlestown,Entire home/apt,200,91,0,35018472
6716872,Brighton,Private room,200,91,0,27805870
6741968,Downtown,Entire home/apt,129,91,110,28662502
6746543,Chinatown,Entire home/apt,90,91,282,32376332
6758443,South End,Entire home/apt,150,1,344,22348222
6758462,South End,Entire home/apt,150,1,358,22348222
6758482,South End,Entire home/apt,150,1,345,22348222
6759004,Back Bay,Entire home/apt,150,1,284,22348222
6762011,South End,Entire home/apt,150,1,361,22348222
6763409,South End,Entire home/apt,150,1,342,22348222
6764572,Jamaica Plain,Private room,89,1,201,35411494
6780077,Dorchester,Private room,70,91,365,9898255
6790961,Fenway,Entire home/apt,181,28,359,30283594
6793945,South End,Entire home/apt,195,91,0,35331408
6800522,Roxbury,Private room,33,91,365,18517776
6810723,South End,Entire home/apt,150,1,352,22348222
6819620,Roxbury,Private room,37,91,365,18517776
6823017,Allston,Private room,65,91,289,19548932
6844012,Fenway,Entire home/apt,179,28,359,30283594
6851459,South End,Entire home/apt,150,1,345,22348222
6851460,South End,Entire home/apt,150,1,360,22348222
6862594,Jamaica Plain,Private room,60,91,0,10608570
6879036,Back Bay,Entire home/apt,150,1,319,22348222
6882615,Back Bay,Entire home/apt,150,1,275,22348222
6908525,Back Bay,Entire home/apt,150,1,324,22348222
6914155,Dorchester,Private room,59,91,0,36234262
6914622,Jamaica Plain,Entire home/apt,190,2,339,36238599
6921672,Jamaica Plain,Entire home/apt,250,91,0,36278389
6951829,Fenway,Entire home/apt,188,28,359,30283594
6990904,Jamaica Plain,Private room,150,91,179,16337422
7018497,North End,Entire home/apt,200,91,0,25960013
7053454,Charlestown,Private room,200,91,139,36992931
7054912,Downtown,Entire home/apt,225,91,0,6223931
7055184,Allston,Private room,35,91,0,22419290
7086825,Roslindale,Private room,50,28,310,34552909
7092144,Jamaica Plain,Private room,75,1,22,5689782
7093109,Roslindale,Entire home/apt,200,2,252,37177446
7093184,Roxbury,Private room,34,91,365,18517776
7161203,Roxbury,Private room,34,91,365,18517776
7179321,East Boston,Private room,68,91,0,37610133
7181950,North End,Entire home/apt,185,2,315,9410008
7185881,Hyde Park,Private room,33,91,310,16052189
7214920,South End,Entire home/apt,250,2,111,20062444
7222349,Dorchester,Private room,110,1,297,7988017
7239024,Dorchester,Private room,100,1,350,7988017
7273770,Jamaica Plain,Entire home/apt,145,91,0,4191762
7279874,Fenway,Entire home/apt,135,91,0,2800145
7281884,Roxbury,Entire home/apt,56,91,0,25742899
7287822,Jamaica Plain,Entire home/apt,130,2,130,17844905
7292184,Dorchester,Entire home/apt,60,91,0,11544688
7298966,Brighton,Entire home/apt,80,28,163,31289781
7308623,West End,Private room,60,91,0,36811327
7309178,Mission Hill,Private room,55,91,0,22879353
7310887,Brighton,Entire home/apt,285,3,75,38302832
7330494,South Boston,Entire home/apt,150,3,334,38403389
7333304,Charlestown,Private room,150,91,365,38420785
7342489,South End,Entire home/apt,300,1,287,22348222
7368611,South End,Entire home/apt,195,91,0,38611099
7474044,Back Bay,Entire home/apt,150,1,334,22348222
7474855,Back Bay,Entire home/apt,150,1,328,22348222
7475052,Back Bay,Entire home/apt,150,1,303,22348222
7475215,Back Bay,Entire home/apt,150,1,295,22348222
7475379,Back Bay,Entire home/apt,150,1,273,22348222
7475573,Back Bay,Entire home/apt,150,1,298,22348222
7476340,South End,Entire home/apt,150,1,365,22348222
7479725,Allston,Private room,40,91,0,17892292
7482195,Roslindale,Private room,50,28,253,34552909
7497047,Hyde Park,Private room,31,91,44,16052189
7499960,Fenway,Entire home/apt,198,91,362,9529655
7511737,South End,Entire home/apt,150,1,326,22348222
7513605,South End,Entire home/apt,150,1,354,22348222
7513906,Beacon Hill,Entire home/apt,150,1,354,22348222
7514024,Beacon Hill,Entire home/apt,150,1,344,22348222
7514336,Beacon Hill,Entire home/apt,150,1,350,22348222
7527149,Beacon Hill,Entire home/apt,650,4,177,10502779
7531700,Beacon Hill,Entire home/apt,150,1,363,22348222
7540480,South End,Entire home/apt,165,91,88,38611099
7561220,Allston,Private room,65,91,363,19548932
7575052,South End,Entire home/apt,200,30,312,9653086
7582224,West End,Entire home/apt,149,1,243,28749942
7596262,West End,Entire home/apt,159,3,365,30283594
7611271,South Boston,Entire home/apt,598,2,103,953185
7614517,Beacon Hill,Entire home/apt,200,3,194,39934024
7633883,Beacon Hill,Entire home/apt,400,2,162,814298
7635616,Beacon Hill,Entire home/apt,150,1,305,22348222
7637094,Longwood Medical Area,Entire home/apt,100,91,0,40067818
7645153,South Boston Waterfront,Entire home/apt,220,91,0,20114673
7651065,Roslindale,Private room,68,3,242,15396970
7692933,Brighton,Private room,65,1,343,9508341
7693354,Dorchester,Private room,72,2,40,28184994
7694365,South End,Entire home/apt,150,1,357,22348222
7694559,South End,Entire home/apt,150,1,355,22348222
7713815,Beacon Hill,Entire home/apt,150,1,348,22348222
7714627,South End,Entire home/apt,249,2,170,20627610
7728499,Beacon Hill,Entire home/apt,150,1,250,22348222
7783953,Allston,Private room,78,1,173,32304279
7797744,Allston,Private room,50,91,219,19548932
7832890,Beacon Hill,Entire home/apt,150,1,304,22348222
7837202,Beacon Hill,Entire home/apt,150,1,343,22348222
7854569,West Roxbury,Private room,90,91,0,41390416
7854872,Beacon Hill,Entire home/apt,150,1,338,22348222
7856208,South End,Private room,180,91,0,41439483
7868209,Allston,Private room,76,91,0,31545543
7880828,East Boston,Private room,47,1,85,41542719
7900936,Hyde Park,Private room,75,28,326,41658743
7910223,Jamaica Plain,Entire home/apt,160,2,168,30490577
7911936,Beacon Hill,Entire home/apt,150,1,342,22348222
7913309,Downtown,Entire home/apt,99,91,0,41726345
7916575,South End,Entire home/apt,150,1,317,22348222
7920759,Beacon Hill,Entire home/apt,300,3,115,41766550
7927765,Dorchester,Private room,75,91,349,18479599
7933149,South Boston,Entire home/apt,120,2,151,814298
7934491,Dorchester,Private room,100,91,365,18479599
7939556,Dorchester,Private room,100,91,365,18479599
7949859,Dorchester,Private room,85,91,365,18479599
7965521,South End,Entire home/apt,215,91,322,22110106
7984226,North End,Entire home/apt,250,91,0,36050005
8014642,Roxbury,Private room,79,91,0,17549955
8014683,Leather District,Entire home/apt,179,91,0,24123098
8055839,South Boston,Entire home/apt,200,91,0,39621923
8063815,Fenway,Entire home/apt,124,28,230,30283594
8065282,East Boston,Entire home/apt,185,28,0,16284736
8067585,Jamaica Plain,Private room,95,91,88,27756951
8081699,Roxbury,Entire home/apt,150,3,246,42688244
8081935,Fenway,Entire home/apt,139,28,90,30283594
8082512,South End,Entire home/apt,150,1,361,22348222
8097453,Fenway,Entire home/apt,141,28,365,30283594
8112652,Allston,Private room,38,91,365,30489899
8162168,Fenway,Entire home/apt,175,91,365,30283594
8163273,Fenway,Entire home/apt,189,28,359,30283594
8164146,Fenway,Entire home/apt,177,28,83,30283594
8164953,Fenway,Entire home/apt,179,28,359,30283594
8165898,Fenway,Entire home/apt,189,28,359,30283594
8170181,Beacon Hill,Entire home/apt,90,28,225,26303242
8187052,Fenway,Entire home/apt,176,28,359,30283594
8206536,South End,Entire home/apt,150,1,333,22348222
8224214,Brighton,Entire home/apt,165,91,146,29066313
8227206,North End,Entire home/apt,125,28,194,43384196
8231382,East Boston,Entire home/apt,60,28,17,23777641
8271384,South Boston Waterfront,Entire home/apt,119,2,97,43613912
8283433,Jamaica Plain,Entire home/apt,270,2,286,1264857
8325544,Fenway,Entire home/apt,182,28,359,30283594
8334845,Fenway,Entire home/apt,175,28,84,30283594
8335210,Fenway,Entire home/apt,199,91,174,30283594
8336609,Fenway,Entire home/apt,183,28,359,30283594
8354938,Jamaica Plain,Entire home/apt,192,2,212,206353
8381472,South End,Entire home/apt,400,91,0,44169062
8390793,North End,Private room,50,91,0,44203099
8402408,Roxbury,Private room,95,1,77,44162105
8403945,South End,Entire home/apt,150,3,346,22348222
8442940,Charlestown,Entire home/apt,149,2,43,3022224
8458210,North End,Entire home/apt,270,2,296,9410008
8490356,Hyde Park,Private room,55,2,304,44581223
8518237,Brighton,Entire home/apt,219,2,139,44851947
8523157,Dorchester,Private room,85,1,274,30240262
8552338,Allston,Private room,50,91,0,17892292
8553163,Back Bay,Entire home/apt,258,2,274,8214532
8584276,Back Bay,Entire home/apt,189,91,30,3521413
8596566,South End,Entire home/apt,349,91,123,3668535
