id,neighborhood,room_type,price,minimum_nights,availability_365,host_id
14747561,Dorchester,Private room,35,30,364,16186589
14770892,South End,Entire home/apt,395,2,296,34055750
14778561,Hyde Park,Private room,50,2,335,44581223
14820482,Bay Village,Entire home/apt,463,3,167,92648590
14824684,Fenway,Private room,175,2,173,32532791
14825159,Fenway,Private room,130,2,187,32532791
14843050,South Boston,Private room,125,1,197,92878185
14868157,Jamaica Plain,Private room,75,2,215,30490577
14873100,South Boston,Private room,75,2,71,26098645
14897997,Downtown,Entire home/apt,155,30,353,12243051
14900386,Brighton,Private room,88,91,179,91411121
14918032,East Boston,Entire home/apt,359,91,16,44617326
14924831,Charlestown,Private room,190,3,34,93820834
14928081,Charlestown,Private room,289,1,154,92691757
14928666,Beacon Hill,Entire home/apt,140,91,0,11709426
14936017,East Boston,Entire home/apt,60,91,0,90606566
14943350,Dorchester,Private room,97,1,323,72139831
14950089,Charlestown,Private room,245,1,150,92691757
14950328,Charlestown,Private room,245,1,158,92691757
14950378,Charlestown,Private room,245,1,175,92691757
14950476,Charlestown,Private room,289,1,175,92691757
14991767,South End,Entire home/apt,198,3,112,32532791
14993599,Dorchester,Private room,105,3,192,94533288
14995433,Chinatown,Entire home/apt,199,91,0,72392354
15016872,Brighton,Entire home/apt,75,2,67,34614605
15018607,East Boston,Entire home/apt,120,1,62,94792025
15020558,Charlestown,Entire home/apt,193,91,0,199789
15041925,Brighton,Private room,90,91,0,9795590
15048978,South End,Entire home/apt,135,29,183,12581156
15068710,South Boston,Entire home/apt,195,3,12,95297525
15071378,Back Bay,Entire home/apt,255,91,360,22541573
15071413,East Boston,Entire home/apt,60,91,0,90606566
15073826,Back Bay,Entire home/apt,150,91,0,15789148
15073943,Beacon Hill,Entire home/apt,250,91,0,4020046
15085512,Roxbury,Private room,50,91,364,95460673
15122796,Roxbury,Private room,60,91,364,95460673
15126633,Downtown,Entire home/apt,105,30,228,12243051
15127120,Downtown,Entire home/apt,105,30,350,12243051
15131365,South Boston,Entire home/apt,189,2,70,47142052
15140520,Back Bay,Entire home/apt,150,28,119,1639654
15147053,Jamaica Plain,Entire home/apt,175,1,65,14630158
15148487,Beacon Hill,Entire home/apt,390,3,270,3731207
15166858,Back Bay,Entire home/apt,99,1,137,21184200
15177273,Roxbury,Private room,36,91,365,18517776
15188419,Downtown,Entire home/apt,469,9,365,95459395
15193504,Roslindale,Private room,62,91,0,2343712
15222140,North End,Entire home/apt,275,2,316,9410008
15232309,Roxbury,Entire home/apt,350,2,5,25844594
15249493,Chinatown,Entire home/apt,244,29,179,9419684
15251516,Bay Village,Entire home/apt,160,2,83,96990964
15256830,Dorchester,Private room,100,1,298,72139831
15281436,East Boston,Entire home/apt,149,3,176,5618949
15284641,Bay Village,Entire home/apt,178,1,73,40946436
15296865,Bay Village,Entire home/apt,590,91,0,1012005
15313517,Dorchester,Entire home/apt,135,91,89,85533422
15337363,Downtown,Entire home/apt,105,30,242,12243051
15338096,Downtown,Entire home/apt,105,30,365,12243051
15340831,Downtown,Entire home/apt,105,30,365,12243051
15341441,Downtown,Entire home/apt,105,30,305,12243051
15342021,Dorchester,Private room,43,3,365,17736943
15342033,Downtown,Entire home/apt,105,30,325,12243051
15344876,Roxbury,Private room,65,91,176,15198549
15375825,Downtown,Entire home/apt,105,30,365,12243051
15376003,South Boston,Private room,90,2,124,98244983
15390344,Downtown,Entire home/apt,105,30,365,12243051
15390808,Downtown,Entire home/apt,105,30,365,12243051
15390860,Downtown,Entire home/apt,105,30,365,12243051
15397125,Back Bay,Entire home/apt,500,2,347,9410008
15405175,East Boston,Entire home/apt,155,1,4,98610252
15407065,Downtown,Entire home/apt,104,30,243,12243051
15407347,Downtown,Entire home/apt,105,30,344,12243051
15407480,Downtown,Entire home/apt,105,30,362,12243051
15412846,Allston,Private room,85,91,0,1937655
15429538,Jamaica Plain,Private room,50,2,286,12164071
15444930,Downtown,Entire home/apt,105,30,359,12243051
15453527,Roxbury,Private room,36,91,365,18517776
15463154,Downtown,Entire home/apt,105,30,309,12243051
15471042,North End,Entire home/apt,130,1,263,66533138
15476718,Brighton,Private room,85,91,0,99345769
15481668,Charlestown,Entire home/apt,265,2,163,22289025
15483912,North End,Private room,80,1,269,1238379
15504162,Back Bay,Entire home/apt,315,91,228,825370
15517432,South End,Entire home/apt,200,91,328,99728847
15521407,Dorchester,Private room,75,1,340,72139831
15528667,Charlestown,Private room,190,3,37,93820834
15543038,Chinatown,Entire home/apt,129,30,117,12243051
15543904,Downtown,Entire home/apt,129,30,113,12243051
15548410,Mission Hill,Private room,81,1,74,11635304
15559436,Allston,Entire home/apt,111,1,183,100180968
15581608,Back Bay,Entire home/apt,249,3,39,44341268
15582062,Back Bay,Entire home/apt,249,3,40,44341268
15582521,North End,Entire home/apt,107,1,264,66533138
15616726,Roslindale,Entire home/apt,195,2,285,100685694
15630129,Chinatown,Entire home/apt,100,30,164,12243051
15660279,Bay Village,Entire home/apt,353,1,71,25146457
15661261,South Boston,Entire home/apt,279,2,200,40366300
15665707,Hyde Park,Private room,44,91,358,16052189
15665935,Hyde Park,Private room,44,91,365,16052189
15710997,Dorchester,Entire home/apt,120,2,175,6430732
15767124,Beacon Hill,Entire home/apt,169,28,1,59234220
15773147,Dorchester,Private room,75,91,164,57812241
15773389,Fenway,Private room,54,91,0,78923625
15797699,Downtown,Entire home/apt,160,91,119,28123912
15819226,Back Bay,Entire home/apt,350,30,77,5139380
15821724,Dorchester,Entire home/apt,100,2,91,44448784
15827529,Fenway,Entire home/apt,299,9,74,20857768
15830969,South End,Entire home/apt,160,91,16,102501637
15832498,Jamaica Plain,Entire home/apt,180,5,217,102515900
15844973,Downtown,Private room,68,91,0,14232249
15901362,North End,Entire home/apt,300,2,291,9410008
15929108,Dorchester,Private room,80,3,90,6465607
15954650,Roslindale,Private room,37,1,362,69267172
15956789,Roxbury,Entire home/apt,149,2,46,37616482
15974807,Allston,Entire home/apt,188,1,191,10250028
15981694,Fenway,Entire home/apt,130,91,365,103836714
15985435,Charlestown,Entire home/apt,200,91,92,23692234
16001334,Back Bay,Entire home/apt,152,91,0,14460209
16013285,Dorchester,Entire home/apt,162,2,305,68235152
16040760,Allston,Entire home/apt,289,91,76,104174476
16148182,Hyde Park,Entire home/apt,124,1,297,14016102
16177666,Downtown,Entire home/apt,171,91,241,105620455
16188636,Allston,Private room,47,91,0,62457579
16233671,Charlestown,Private room,54,1,237,21745230
16239455,Dorchester,Entire home/apt,85,28,263,6430732
16272709,Roslindale,Entire home/apt,105,1,326,69267172
16275852,Back Bay,Entire home/apt,140,91,365,43035126
16276850,South Boston,Entire home/apt,110,91,175,106461701
16322139,South End,Private room,80,91,180,106824333
16347088,Back Bay,Entire home/apt,165,91,364,107036922
16364879,Charlestown,Private room,104,1,229,21745230
16379917,Hyde Park,Entire home/apt,89,91,96,16052189
16392095,Beacon Hill,Entire home/apt,99,28,0,59234220
16413314,Roxbury,Private room,73,6,132,6570954
16436951,Beacon Hill,Entire home/apt,104,28,319,106927354
16447567,Dorchester,Private room,55,91,90,105851798
16453322,South Boston,Entire home/apt,250,91,267,34343733
16453657,Dorchester,Private room,60,30,364,16186589
16459191,Back Bay,Entire home/apt,250,31,288,107981961
16464424,Brighton,Entire home/apt,85,91,0,76753546
16479752,Charlestown,Private room,55,1,106,21745230
16489609,Downtown,Entire home/apt,105,30,365,12243051
16514756,Brighton,Private room,41,1,181,108560094
16515215,Allston,Private room,38,91,0,27387830
16517776,Charlestown,Private room,56,1,244,21745230
16519436,Dorchester,Private room,99,2,167,66554696
16531634,South End,Entire home/apt,154,1,98,108741752
16545081,Roxbury,Private room,36,91,365,18517776
16569938,Downtown,Entire home/apt,75,91,7,33101721
16570524,Brighton,Private room,42,1,236,88938229
16671164,Dorchester,Entire home/apt,120,3,87,110286596
16678094,Roxbury,Private room,70,2,173,13544760
16692369,Charlestown,Private room,61,1,112,21745230
16693642,Beacon Hill,Entire home/apt,199,2,334,9410008
16731118,Dorchester,Private room,51,91,90,105851798
16733496,South End,Entire home/apt,198,28,280,110962943
16770690,Jamaica Plain,Entire home/apt,200,2,171,111344375
16779363,Jamaica Plain,Entire home/apt,200,14,22,8924550
16835622,Allston,Shared room,30,91,0,103389254
16841857,Brighton,Entire home/apt,149,1,40,98067809
16881821,South End,Private room,89,91,310,111991967
16882031,Dorchester,Private room,68,91,269,57812241
16892278,Roslindale,Entire home/apt,200,2,351,37177446
16894082,South Boston,Entire home/apt,375,2,176,27636546
16898190,Brighton,Private room,25,1,116,108560094
16904896,Beacon Hill,Entire home/apt,250,91,0,4020046
16909100,Jamaica Plain,Entire home/apt,289,1,359,68078375
16923467,West Roxbury,Private room,50,91,90,6963539
16960812,Downtown,Entire home/apt,189,91,365,22541573
16962193,Chinatown,Entire home/apt,209,91,365,22541573
16971718,Roxbury,Entire home/apt,195,2,320,113533375
16987125,Roslindale,Private room,69,1,180,69267172
17006890,West End,Entire home/apt,169,91,365,22541573
17042433,Fenway,Entire home/apt,205,91,334,22541573
17063804,Dorchester,Private room,75,91,364,57812241
17075037,Dorchester,Entire home/apt,216,2,354,25203946
17107742,Back Bay,Entire home/apt,150,91,0,114866574
17210305,Roxbury,Private room,36,91,365,18517776
17222935,Dorchester,Private room,28,30,259,16186589
17223845,Dorchester,Private room,30,30,364,16186589
17285926,South End,Entire home/apt,475,3,233,39323824
17296595,Jamaica Plain,Entire home/apt,225,2,319,13242712
17300267,South End,Entire home/apt,175,2,234,116718872
17300316,Dorchester,Private room,65,2,127,102027626
17300501,Dorchester,Private room,67,3,290,25203946
17333246,Downtown,Entire home/apt,185,10,344,2356643
17380802,Beacon Hill,Entire home/apt,160,28,347,2356643
17382859,Roslindale,Entire home/apt,200,91,365,6570877
17399127,Brighton,Private room,41,1,231,108560094
17399272,West End,Entire home/apt,312,29,181,9419684
17430142,Roxbury,Private room,38,91,180,18517776
17436077,South Boston,Entire home/apt,500,2,12,91131307
17463797,Dorchester,Private room,65,91,365,18479599
17472272,West Roxbury,Entire home/apt,900,5,360,4434391
17476391,Jamaica Plain,Private room,63,1,104,118376884
17508585,South Boston,Entire home/apt,132,29,211,814298
17523133,Dorchester,Private room,85,1,60,88194508
17523630,Jamaica Plain,Entire home/apt,165,1,251,30593609
17529340,South End,Entire home/apt,285,3,100,89406568
17543473,Mission Hill,Entire home/apt,225,2,61,119007535
17543635,Dorchester,Private room,65,91,0,117015594
17547347,Dorchester,Private room,61,3,236,25203946
17553435,South Boston,Entire home/apt,135,91,183,26704689
17559493,Chinatown,Entire home/apt,325,3,125,118122992
17559756,Chinatown,Entire home/apt,325,3,146,118122992
17559846,Chinatown,Entire home/apt,150,28,273,118122992
17567087,South End,Entire home/apt,350,2,248,119265681
17573922,Chinatown,Entire home/apt,200,28,302,118122992
17585989,Fenway,Entire home/apt,205,91,334,22541573
17592876,Dorchester,Entire home/apt,85,2,270,119541425
17609053,South End,Entire home/apt,170,28,0,12452436
17616603,South End,Entire home/apt,250,1,248,55900538
17625675,Dorchester,Private room,42,3,287,30525952
17676984,Charlestown,Private room,54,1,37,21745230
17704067,Dorchester,Private room,30,30,323,16186589
17729574,West End,Entire home/apt,217,91,326,9419684
17779084,Roxbury,Private room,36,91,365,18517776
17806747,North End,Entire home/apt,116,91,212,10250257
17810176,Dorchester,Private room,75,2,0,102027626
17810550,Allston,Private room,67,2,88,121560733
17832598,South Boston,Entire home/apt,399,1,200,27630785
17849739,Dorchester,Private room,32,30,354,16186589
17892769,Roxbury,Entire home/apt,80,2,122,122568097
17907229,Dorchester,Entire home/apt,100,30,0,16186589
17927755,Mission Hill,Private room,80,32,256,106269675
17942707,Roxbury,Entire home/apt,139,91,180,18150109
17943034,Downtown,Entire home/apt,75,91,53,33101721
17952482,Dorchester,Private room,50,91,365,105851798
17956766,Roxbury,Private room,44,1,0,5944868
17969508,Roxbury,Private room,36,91,365,18517776
17974950,East Boston,Private room,45,1,163,69587
17994861,South End,Entire home/apt,300,91,0,55715847
18021716,Brighton,Private room,59,1,63,123928442
18032982,Fenway,Entire home/apt,205,91,107,22541573
18035633,Back Bay,Entire home/apt,216,91,291,22541573
18055117,Dorchester,Private room,39,91,179,124261946
18070939,Back Bay,Entire home/apt,150,1,300,22348222
18134498,South Boston,Entire home/apt,349,2,64,38117842
18141101,Allston,Private room,75,91,74,91411121
18154901,Dorchester,Private room,90,1,302,30342817
18162671,Brighton,Private room,210,91,228,91411121
18170647,Brighton,Entire home/apt,105,91,327,31340713
18191155,Chinatown,Private room,100,91,168,33858449
18193552,South Boston,Entire home/apt,77,30,84,12243051
18194203,South Boston,Entire home/apt,87,30,162,12243051
18194673,Roslindale,Private room,50,2,82,27364068
18199963,Brighton,Private room,55,1,341,16441460
18207334,South Boston,Entire home/apt,87,30,162,12243051
18207633,South Boston Waterfront,Entire home/apt,77,30,28,12243051
18207761,South Boston Waterfront,Entire home/apt,90,30,101,12243051
18209134,South Boston,Entire home/apt,84,30,24,12243051
18213171,South End,Entire home/apt,249,3,117,74273610
18220200,Roxbury,Private room,36,91,365,18517776
18240259,Jamaica Plain,Private room,90,91,0,14904600
18254869,Roslindale,Entire home/apt,125,3,275,46966201
18290558,East Boston,Private room,45,1,159,69587
18342681,East Boston,Private room,45,1,171,69587
18342707,East Boston,Private room,49,1,166,69587
18354570,Back Bay,Entire home/apt,144,2,57,66334205
18368646,Dorchester,Private room,113,2,293,7988017
18388606,Chinatown,Entire home/apt,299,9,365,95459395
18396209,Downtown,Entire home/apt,353,91,273,103216039
18440681,Dorchester,Private room,96,1,356,30342817
18445635,Fenway,Entire home/apt,249,28,365,95459395
18488956,East Boston,Entire home/apt,150,2,107,34536517
18508181,South Boston,Entire home/apt,104,30,50,12243051
18517493,South Boston,Entire home/apt,90,30,132,12243051
18518371,South Boston,Entire home/apt,102,30,101,12243051
18521414,Fenway,Entire home/apt,499,91,365,95459395
18544831,Fenway,Entire home/apt,299,29,174,9419684
18557609,Beacon Hill,Entire home/apt,143,1,251,66533138
18568481,South Boston Waterfront,Entire home/apt,156,91,0,128916761
18580155,Roslindale,Entire home/apt,225,3,177,2363016
18582571,Beacon Hill,Entire home/apt,143,91,0,129018803
18584041,South Boston,Entire home/apt,87,30,132,12243051
18584402,South Boston,Entire home/apt,87,30,27,12243051
18584689,South Boston,Entire home/apt,104,30,55,12243051
18584891,Dorchester,Private room,52,1,155,31035862
18605469,Dorchester,Private room,110,91,358,38185168
18612312,East Boston,Private room,50,91,89,129278480
18613633,East Boston,Private room,50,91,89,129278480
18617002,South End,Entire home/apt,150,91,0,43666185
18647116,South Boston,Entire home/apt,104,30,25,12243051
18656728,Jamaica Plain,Entire home/apt,180,91,0,129651567
18690620,Dorchester,Private room,60,1,180,129778130
18704249,South Boston,Entire home/apt,90,30,132,12243051
18714825,South Boston,Entire home/apt,250,91,0,40291423
18719421,Beacon Hill,Entire home/apt,199,28,100,59234220
18726297,Dorchester,Private room,75,91,362,105851798
18736918,Brighton,Entire home/apt,99,91,0,78502728
18756360,Roxbury,Private room,75,1,169,101057334
18774656,Allston,Entire home/apt,130,1,161,18110188
18777049,Roxbury,Private room,75,1,147,101057334
18789766,Roxbury,Private room,75,1,156,101057334
18790023,Roslindale,Private room,55,2,253,9705586
18820537,Dorchester,Private room,46,91,90,105851798
18829493,East Boston,Entire home/apt,125,1,52,121141886
18840936,Dorchester,Private room,55,1,291,131217528
18841034,Dorchester,Private room,55,1,216,131217528
18841072,Dorchester,Private room,60,1,148,131217528
18858706,East Boston,Entire home/apt,125,28,0,16284736
18868165,Chinatown,Private room,85,91,320,131456838
18873614,Jamaica Plain,Entire home/apt,140,1,52,66359843
18875451,Brighton,Private room,55,1,329,16441460
18875553,Brighton,Private room,60,1,345,16441460
18875599,Brighton,Private room,51,1,262,16441460
18886077,Roxbury,Private room,45,91,90,106950426
18898296,Roxbury,Private room,75,1,163,101057334
18899037,Roxbury,Private room,75,1,147,101057334
18923308,Dorchester,Private room,58,91,365,105851798
18934135,Beacon Hill,Entire home/apt,85,10,365,2356643
18942329,East Boston,Entire home/apt,145,1,178,16284736
18942870,Dorchester,Private room,65,91,319,18479599
18974032,Allston,Private room,60,91,0,106561162
18975041,South End,Entire home/apt,85,91,0,75630007
19007014,Jamaica Plain,Private room,65,91,288,132606746
19017513,Dorchester,Private room,70,1,357,30342817
19019562,Beacon Hill,Entire home/apt,99,28,125,59234220
19020833,Dorchester,Private room,46,2,236,25203946
19050865,Back Bay,Entire home/apt,200,2,151,814298
19051657,Back Bay,Entire home/apt,200,2,168,814298
19052102,Back Bay,Entire home/apt,200,2,165,814298
19055159,Jamaica Plain,Private room,100,91,179,132606746
19065795,Back Bay,Entire home/apt,300,2,161,814298
19065830,South Boston,Entire home/apt,200,2,312,814298
19065836,Back Bay,Entire home/apt,200,2,152,814298
19071875,East Boston,Entire home/apt,300,2,5,15943555
19081087,South Boston,Entire home/apt,200,2,309,814298
19081593,South Boston,Entire home/apt,200,31,294,814298
19100282,Jamaica Plain,Entire home/apt,450,3,51,133415983
19102037,Dorchester,Private room,58,1,332,33656138
19102461,Jamaica Plain,Private room,95,1,79,133457702
19102481,Dorchester,Private room,60,1,339,33656138
19102964,Jamaica Plain,Private room,95,1,111,133457702
19103076,Jamaica Plain,Private room,155,1,61,133457702
19115310,South Boston,Entire home/apt,250,91,0,53555623
19117781,Dorchester,Private room,62,1,268,31035862
19123216,Dorchester,Private room,63,3,236,25203946
19140676,Dorchester,Private room,49,1,358,4271667
19143984,Dorchester,Private room,92,3,364,25203946
19149341,Charlestown,Entire home/apt,325,2,312,3029783
19154786,Fenway,Entire home/apt,250,91,0,133927887
19174144,Jamaica Plain,Entire home/apt,180,91,0,13897255
19182289,Roxbury,Private room,36,91,365,18517776
19199379,East Boston,Entire home/apt,280,1,295,9073339
19209066,East Boston,Private room,50,91,364,129278480
19220895,South End,Entire home/apt,156,1,215,2006852
19225442,Back Bay,Private room,93,180,0,48627982
19243707,West Roxbury,Private room,45,2,300,4546050
19248168,Roslindale,Entire home/apt,86,30,123,129640002
19290895,Beacon Hill,Entire home/apt,250,2,119,814298
19291138,Back Bay,Entire home/apt,239,91,365,22541573
19291771,Beacon Hill,Entire home/apt,250,2,121,814298
19292171,Beacon Hill,Entire home/apt,225,2,148,814298
19307193,Beacon Hill,Entire home/apt,220,2,137,814298
19308245,Beacon Hill,Entire home/apt,200,2,181,814298
19308998,Beacon Hill,Entire home/apt,200,2,192,814298
19309434,Beacon Hill,Entire home/apt,200,2,187,814298
19309861,Beacon Hill,Entire home/apt,200,2,199,814298
19310183,East Boston,Entire home/apt,225,2,42,18275791
19315157,East Boston,Private room,99,1,324,74019501
19327752,Roslindale,Private room,31,30,310,237023
19330793,Jamaica Plain,Entire home/apt,75,91,0,57925675
19338355,Back Bay,Entire home/apt,249,2,108,44688386
19346500,Allston,Entire home/apt,150,91,0,24986965
19351506,Roxbury,Entire home/apt,99,91,362,56359408
19356659,Fenway,Entire home/apt,123,91,0,133927887
19358947,Downtown,Entire home/apt,100,2,176,799496
19364110,Mission Hill,Private room,100,2,168,80570686
19364446,Brighton,Private room,36,91,0,134737866
19366533,West Roxbury,Private room,45,2,349,4546050
19373388,Dorchester,Entire home/apt,104,28,57,116319471
19411593,Dorchester,Private room,79,91,355,57812241
19412875,Mattapan,Private room,48,1,359,135920429
19435927,Downtown,Entire home/apt,165,30,365,12243051
19436968,Downtown,Entire home/apt,257,30,365,12243051
19448926,Downtown,Entire home/apt,227,30,365,12243051
19455651,Charlestown,Entire home/apt,150,2,69,89214914
19468739,Fenway,Entire home/apt,100,91,0,76545076
19469130,Downtown,Entire home/apt,225,30,365,12243051
19469134,Downtown,Entire home/apt,160,30,362,12243051
19473060,Brighton,Private room,60,1,365,16441460
19506279,Mission Hill,Private room,70,5,106,10623565
19527633,Downtown,Entire home/apt,229,30,363,12243051
19540224,Fenway,Entire home/apt,200,28,152,130680380
19544387,Downtown,Entire home/apt,165,30,363,12243051
19552273,Downtown,Entire home/apt,260,30,259,12243051
19574477,Fenway,Entire home/apt,185,30,313,70331522
19581567,Charlestown,Entire home/apt,250,2,48,93353522
19650995,Dorchester,Private room,99,2,180,66554696
19670771,Roxbury,Entire home/apt,71,1,30,80986054
19672185,East Boston,Entire home/apt,100,1,286,16284736
19691987,Downtown,Entire home/apt,230,30,363,12243051
19694265,Downtown,Entire home/apt,140,30,365,12243051
19694483,Downtown,Entire home/apt,160,30,365,12243051
19695858,Downtown,Entire home/apt,140,30,350,12243051
19727919,East Boston,Private room,59,1,344,139072570
19735537,North End,Private room,100,91,0,122351910
19744120,Charlestown,Entire home/apt,130,2,83,8036929
19757033,Mattapan,Private room,75,91,362,86781391
19790139,Charlestown,Entire home/apt,90,91,0,739333
19820827,Back Bay,Entire home/apt,400,91,74,814298
19823776,Downtown,Entire home/apt,165,30,362,12243051
19823907,Downtown,Entire home/apt,259,30,259,12243051
19824694,Downtown,Entire home/apt,160,30,236,12243051
19824791,South Boston,Entire home/apt,500,2,0,7521948
19827018,Downtown,Entire home/apt,140,30,259,12243051
19885281,Dorchester,Private room,50,91,365,105851798
19885345,Dorchester,Private room,44,91,365,105851798
19891528,Mattapan,Private room,35,1,345,135920429
19904967,Beacon Hill,Entire home/apt,200,91,0,140952422
19918817,Dorchester,Private room,55,91,365,105851798
19925457,West End,Entire home/apt,135,9,364,30283594
19926609,West End,Entire home/apt,129,9,349,30283594
19929604,Allston,Private room,60,28,216,64217469
19965562,Roslindale,Entire home/apt,170,2,171,9181364
19969497,Roxbury,Entire home/apt,425,3,113,28662210
19982161,South End,Entire home/apt,140,91,106,12195484
19996537,Fenway,Entire home/apt,100,91,0,33529388
19997604,Fenway,Entire home/apt,230,2,104,51079261
20035860,Jamaica Plain,Private room,85,1,87,133457702
20053152,Jamaica Plain,Entire home/apt,170,91,90,30283594
20055667,East Boston,Private room,100,1,58,15943555
20090712,Back Bay,Entire home/apt,175,2,124,21184200
20094965,Mattapan,Private room,30,1,358,135920429
20137158,East Boston,Entire home/apt,75,31,13,143204479
20207694,Roslindale,Entire home/apt,147,1,365,69267172
20208589,West End,Entire home/apt,293,91,68,9419684
20228320,North End,Entire home/apt,195,2,297,45455727
20229074,South End,Entire home/apt,298,2,182,84699905
20237145,Dorchester,Entire home/apt,165,2,228,66645251
20248640,South End,Entire home/apt,182,2,50,12281951
20268369,East Boston,Private room,160,2,56,15943555
20269422,Dorchester,Private room,60,28,365,105851798
20269943,North End,Entire home/apt,140,1,130,144512715
20349970,Dorchester,Private room,0,1,337,30342817
20350489,Mission Hill,Entire home/apt,199,3,354,30283594
20350976,Mission Hill,Entire home/apt,259,8,362,30283594
20352746,Mission Hill,Entire home/apt,319,9,337,95459395
20353421,Mission Hill,Entire home/apt,289,3,332,30283594
20353612,Mission Hill,Entire home/apt,225,9,364,95459395
20354465,Mission Hill,Entire home/apt,349,9,328,95459395
20355160,Mission Hill,Entire home/apt,269,9,365,95459395
20355929,Mission Hill,Entire home/apt,319,9,364,95459395
20381047,Mission Hill,Entire home/apt,299,9,355,95459395
20417844,South Boston,Private room,125,1,102,17487234
20420751,Brighton,Private room,65,91,74,33131531
20431834,South Boston,Private room,95,1,73,99396351
20436050,Dorchester,Private room,42,3,284,30525952
20436407,Dorchester,Private room,50,3,355,30525952
20436494,Dorchester,Private room,40,3,353,30525952
20438938,Dorchester,Private room,40,3,362,30525952
20443029,South End,Entire home/apt,275,1,196,57670161
20445979,Roxbury,Private room,35,91,365,145930475
20446955,Hyde Park,Private room,55,91,179,51772323
20448888,Jamaica Plain,Private room,52,91,104,132606746
20456058,Allston,Entire home/apt,125,91,0,50509814
20459710,Mission Hill,Entire home/apt,200,91,0,136833198
20466987,Dorchester,Entire home/apt,110,1,39,109724397
20479416,East Boston,Private room,44,1,333,139072570
20493345,Brighton,Private room,40,1,226,123928442
20504207,Roxbury,Entire home/apt,110,1,79,16541124
20520099,Jamaica Plain,Private room,65,91,346,132606746
20547874,Brighton,Private room,65,91,0,33131531
20548300,Fenway,Private room,200,28,0,146734158
20588785,Downtown,Private room,50,91,46,88360952
20590425,Dorchester,Private room,42,3,357,30525952
20607519,Allston,Entire home/apt,280,91,0,3343710
20623854,Jamaica Plain,Private room,65,3,0,731061
20634420,Mattapan,Private room,40,1,274,27871799
20635474,Back Bay,Entire home/apt,99,1,150,21184200
20647029,South Boston,Entire home/apt,112,30,8,12243051
20648678,South Boston,Entire home/apt,112,30,11,12243051
20649310,Roslindale,Private room,69,1,252,42379994
20650593,North End,Entire home/apt,995,91,0,27172259
20655696,Dorchester,Entire home/apt,500,2,357,25203946
20663729,East Boston,Private room,150,1,88,1114868
20687802,Roxbury,Private room,35,91,365,145930475
20693094,Roxbury,Private room,60,91,60,35305553
20694962,Allston,Private room,120,91,90,6213128
20703145,Charlestown,Entire home/apt,750,2,3,148198110
20704205,West Roxbury,Private room,90,91,0,38772291
20723594,Dorchester,Hotel room,75,1,296,72139831
20744849,Allston,Private room,85,2,8,148573825
20744881,Mattapan,Private room,67,1,345,135920429
20747657,Hyde Park,Private room,55,2,352,148594740
20754696,Jamaica Plain,Entire home/apt,110,3,110,883209
20758965,Dorchester,Private room,37,3,362,30525952
20763306,South Boston,Entire home/apt,99,91,365,26704689
20771314,Mission Hill,Private room,80,4,112,10623565
20775116,Fenway,Entire home/apt,175,30,333,70331522
20785742,Fenway,Entire home/apt,200,2,285,148963669
20788754,Roxbury,Private room,68,91,180,35305553
20815139,Charlestown,Entire home/apt,240,91,0,16777147
20818827,Roxbury,Private room,69,91,0,41932249
20819487,Roxbury,Private room,49,1,16,41932249
20819948,Roxbury,Private room,69,91,0,41932249
20829520,Chinatown,Entire home/apt,170,91,87,30283594
20849944,Roxbury,Private room,75,91,0,149629129
20868619,Brighton,Entire home/apt,399,1,121,117861820
20873112,Dorchester,Private room,60,1,365,129778130
20903558,Brighton,Private room,50,3,243,1521296
20926438,Fenway,Entire home/apt,400,28,128,130680380
20928823,South Boston,Entire home/apt,200,2,68,56772906
20932029,North End,Entire home/apt,147,28,74,5578043
20947820,Roxbury,Entire home/apt,220,3,281,150636475
20960666,Roxbury,Private room,69,1,11,41932249
20968661,Downtown,Entire home/apt,349,2,1,787727
20978478,Roslindale,Private room,65,2,300,9705586
20983197,North End,Entire home/apt,190,1,223,66533138
20999140,Back Bay,Entire home/apt,292,91,0,133927887
21000720,Allston,Entire home/apt,114,4,162,5618949
21006936,Beacon Hill,Entire home/apt,130,30,329,151248865
21010620,Downtown,Entire home/apt,339,29,180,9419684
21011223,Downtown,Entire home/apt,439,29,174,9419684
21025191,Hyde Park,Private room,49,2,353,148594740
21038943,Allston,Private room,79,91,365,46580723
21039322,Allston,Private room,79,91,365,46580723
21063622,South Boston,Entire home/apt,109,2,275,9056166
21067311,South Boston,Entire home/apt,99,91,365,26704689
21096288,Dorchester,Entire home/apt,190,31,85,12357599
21105981,Downtown,Entire home/apt,180,9,357,30283594
21107821,Roslindale,Entire home/apt,150,2,61,57402911
21134436,East Boston,Private room,150,1,88,1114868
21140575,Dorchester,Private room,35,30,360,16186589
21141934,Dorchester,Private room,45,30,364,16186589
21150610,Fenway,Private room,130,2,210,32532791
21152722,Jamaica Plain,Private room,65,1,89,133457702
21182192,Bay Village,Entire home/apt,175,2,166,96442537
21185484,Jamaica Plain,Private room,55,91,0,33785390
21190750,South Boston,Entire home/apt,125,1,125,52881930
21230903,Fenway,Entire home/apt,220,91,260,19004383
21238643,Chinatown,Entire home/apt,100,30,168,12243051
21238858,Brighton,Entire home/apt,99,1,117,147418936
21238984,Chinatown,Entire home/apt,100,30,168,12243051
21239663,Downtown,Entire home/apt,100,30,140,12243051
21240348,Downtown,Entire home/apt,100,30,103,12243051
