id,neighborhood,room_type,price,longitude,latitude
25576444,South End,Entire home/apt,175,-71.07793,42.34105
25685344,Charlestown,Entire home/apt,300,-71.04987,42.37191
25741105,South Boston,Private room,150,-71.05473,42.33338
25770647,Downtown,Entire home/apt,225,-71.06087,42.35529
25775084,West Roxbury,Private room,75,-71.168,42.28234
25804129,Charlestown,Entire home/apt,700,-71.06109,42.37561
25933888,East Boston,Entire home/apt,300,-71.0357,42.37999
25936605,Downtown,Entire home/apt,99,-71.06206,42.35926
25947332,South Boston,Entire home/apt,325,-71.05902,42.34347
25971732,Back Bay,Entire home/apt,296,-71.07992,42.3454
25975436,Back Bay,Entire home/apt,287,-71.0794,42.34643
26012594,Dorchester,Entire home/apt,267,-71.06248,42.30953
26031821,Downtown,Entire home/apt,159,-71.06337,42.36532
26038867,Dorchester,Private room,65,-71.06207,42.30969
26051186,Dorchester,Private room,59,-71.06168,42.30945
26052117,Dorchester,Private room,73,-71.06199,42.31113
26060933,Chinatown,Entire home/apt,129,-71.06278,42.35155
26062023,Downtown,Entire home/apt,129,-71.06325,42.35108
26065119,Fenway,Entire home/apt,130,-71.0966,42.35098
26066073,Dorchester,Private room,60,-71.06179,42.31081
26066238,Dorchester,Private room,47,-71.06359,42.31106
26102579,East Boston,Entire home/apt,186,-71.03993,42.36803
26104302,East Boston,Entire home/apt,186,-71.04014,42.36762
26104687,East Boston,Entire home/apt,186,-71.04082,42.36611
26105250,East Boston,Entire home/apt,186,-71.04061,42.36698
26105589,East Boston,Entire home/apt,186,-71.04123,42.36773
26108847,East Boston,Entire home/apt,186,-71.04162,42.36741
26109078,East Boston,Entire home/apt,186,-71.04109,42.36631
26109200,East Boston,Entire home/apt,186,-71.04153,42.36833
26109264,East Boston,Entire home/apt,186,-71.04193,42.36823
26127318,Fenway,Entire home/apt,235,-71.09388,42.35079
26130154,Mission Hill,Private room,50,-71.10666,42.32803
26130187,North End,Entire home/apt,73,-71.05414,42.36452
26131758,East Boston,Entire home/apt,186,-71.04121,42.36772
26132354,East Boston,Entire home/apt,186,-71.04131,42.36843
26132566,East Boston,Entire home/apt,186,-71.04008,42.36791
26138090,Dorchester,Private room,65,-71.06666,42.3065
26160905,Dorchester,Entire home/apt,125,-71.07624,42.28954
26163695,Mattapan,Private room,80,-71.08685,42.27869
26214081,Beacon Hill,Entire home/apt,220,-71.06416,42.35946
26235532,Roxbury,Private room,77,-71.07786,42.33634
26246423,Jamaica Plain,Entire home/apt,150,-71.10121,42.31195
26276722,South End,Private room,55,-71.08156,42.34214
26280370,Downtown,Entire home/apt,400,-71.06057,42.35428
26280467,Downtown,Entire home/apt,400,-71.06075,42.35397
26280557,Downtown,Entire home/apt,400,-71.06118,42.35469
26333739,South End,Entire home/apt,250,-71.07022,42.34357
26360101,East Boston,Private room,86,-70.99595,42.38931
26361101,Back Bay,Entire home/apt,289,-71.07839,42.34677
26361743,Back Bay,Entire home/apt,289,-71.0781,42.34647
26366385,Dorchester,Private room,48,-71.06705,42.30585
26366570,Dorchester,Private room,48,-71.06706,42.30661
26369295,Dorchester,Private room,48,-71.06658,42.30726
26395595,Jamaica Plain,Entire home/apt,90,-71.11628,42.30567
26418311,South End,Private room,150,-71.06691,42.34493
26422402,Dorchester,Entire home/apt,100,-71.04994,42.29206
26423316,Dorchester,Private room,73,-71.05801,42.31573
26429376,East Boston,Private room,60,-71.0339,42.37408
26450816,South End,Entire home/apt,129,-71.06985,42.33646
26452180,South End,Entire home/apt,124,-71.06796,42.33773
26502776,Beacon Hill,Entire home/apt,189,-71.07121,42.35752
26520456,South Boston,Entire home/apt,172,-71.05422,42.33496
26528105,Beacon Hill,Entire home/apt,149,-71.06973,42.35767
26532751,Dorchester,Private room,45,-71.06848,42.2901
26640934,West Roxbury,Private room,45,-71.16078,42.28448
26655662,Dorchester,Private room,63,-71.05704,42.31563
26656189,South Boston,Entire home/apt,399,-71.04728,42.33379
26660947,South End,Entire home/apt,94,-71.06796,42.33802
26661682,South End,Entire home/apt,120,-71.068,42.33688
26662386,South End,Entire home/apt,124,-71.06782,42.33664
26719839,Roxbury,Entire home/apt,75,-71.08825,42.31169
26748319,Downtown,Entire home/apt,129,-71.06357,42.35125
26750505,Dorchester,Private room,45,-71.0659,42.30935
26753806,Charlestown,Entire home/apt,125,-71.06278,42.37508
26759283,Downtown,Entire home/apt,199,-71.06468,42.35233
26778454,Jamaica Plain,Entire home/apt,125,-71.10549,42.30617
26778714,South End,Entire home/apt,150,-71.07301,42.34291
26828892,East Boston,Private room,70,-71.02311,42.38137
26835473,West End,Entire home/apt,249,-71.0686,42.36502
26849307,Hyde Park,Entire home/apt,120,-71.11604,42.25048
26849309,Hyde Park,Entire home/apt,85,-71.11754,42.24987
26893347,South Boston,Private room,45,-71.05863,42.33
26893801,South Boston,Private room,74,-71.05696,42.33138
26987642,Back Bay,Entire home/apt,200,-71.08115,42.34407
26997440,Roxbury,Private room,80,-71.0786,42.33695
27074605,Dorchester,Private room,45,-71.06637,42.29107
27104136,Dorchester,Private room,239,-71.05827,42.32608
27112752,Brighton,Entire home/apt,109,-71.14956,42.33557
27128200,Dorchester,Private room,229,-71.05983,42.32821
27152264,Roxbury,Private room,45,-71.08125,42.3278
27158560,South Boston,Private room,140,-71.03885,42.33212
27168524,South End,Private room,111,-71.07302,42.34653
27172096,Jamaica Plain,Private room,60,-71.11111,42.3106
27197821,Dorchester,Private room,44,-71.07935,42.30892
27203329,East Boston,Private room,81,-71.03937,42.36908
27233115,Dorchester,Private room,53,-71.05607,42.32067
27258229,South End,Entire home/apt,200,-71.07342,42.34426
27261969,Jamaica Plain,Private room,80,-71.11282,42.31127
27286080,Mattapan,Private room,100,-71.08872,42.27206
27323777,Beacon Hill,Entire home/apt,168,-71.06529,42.36005
27339519,Roxbury,Entire home/apt,150,-71.09646,42.32907
27370560,Brighton,Private room,75,-71.14214,42.35836
27370693,Brighton,Private room,75,-71.14249,42.35878
27371158,Dorchester,Private room,44,-71.08048,42.30706
27371399,South End,Entire home/apt,200,-71.07533,42.33875
27394276,Jamaica Plain,Private room,45,-71.11288,42.31943
27399137,Dorchester,Private room,50,-71.05173,42.31697
27404136,Mission Hill,Entire home/apt,295,-71.10182,42.33351
27428142,Jamaica Plain,Private room,175,-71.1104,42.29833
27429577,Allston,Entire home/apt,175,-71.14075,42.35299
27457542,Mission Hill,Entire home/apt,499,-71.11099,42.33153
27459736,Mission Hill,Entire home/apt,199,-71.11122,42.33099
27459741,Mission Hill,Entire home/apt,199,-71.11242,42.33088
27459746,Mission Hill,Entire home/apt,199,-71.11301,42.33043
27459750,Mission Hill,Entire home/apt,199,-71.11148,42.33108
27460321,Mission Hill,Entire home/apt,199,-71.11264,42.33226
27461009,Mission Hill,Entire home/apt,199,-71.11114,42.33034
27461431,Mission Hill,Entire home/apt,199,-71.11234,42.33246
27461511,Mission Hill,Entire home/apt,199,-71.11231,42.33202
27461905,Mission Hill,Entire home/apt,199,-71.11147,42.33087
27461993,Mission Hill,Entire home/apt,199,-71.11237,42.33073
27462072,Mission Hill,Entire home/apt,199,-71.11156,42.33183
27501160,East Boston,Entire home/apt,95,-71.04042,42.37224
27503398,Roxbury,Entire home/apt,275,-71.09417,42.32489
27509899,Allston,Entire home/apt,750,-71.13494,42.35879
27571301,South End,Entire home/apt,152,-71.06609,42.34494
27572527,South End,Entire home/apt,119,-71.06435,42.34341
27573090,South End,Entire home/apt,120,-71.06617,42.34466
27584770,Chinatown,Entire home/apt,249,-71.0612,42.35181
27606556,South Boston,Entire home/apt,90,-71.0361,42.33311
27625974,Charlestown,Entire home/apt,145,-71.06312,42.37459
27634728,Brighton,Entire home/apt,125,-71.15112,42.33876
27635713,Charlestown,Entire home/apt,100,-71.06268,42.37427
27639994,South End,Private room,90,-71.07334,42.34553
27659017,Roxbury,Private room,49,-71.07805,42.33701
27661676,South Boston,Entire home/apt,375,-71.03889,42.33423
27669626,Chinatown,Entire home/apt,205,-71.06075,42.35094
27734523,Jamaica Plain,Private room,69,-71.10133,42.31432
27784901,South Boston,Entire home/apt,270,-71.04524,42.3348
27810970,Roxbury,Private room,85,-71.0799,42.3222
27826600,Mission Hill,Entire home/apt,599,-71.11278,42.33064
27827140,Mission Hill,Entire home/apt,599,-71.11146,42.33216
27827788,Mission Hill,Entire home/apt,599,-71.11298,42.33241
27854109,Jamaica Plain,Private room,59,-71.1007,42.31371
27879644,Hyde Park,Private room,55,-71.1174,42.25124
27879776,Hyde Park,Private room,75,-71.11725,42.25099
27883358,Charlestown,Private room,60,-71.08336,42.38511
27883490,Charlestown,Private room,60,-71.08391,42.38526
27883589,Charlestown,Private room,60,-71.08195,42.38519
27883704,Charlestown,Private room,60,-71.08402,42.38479
27883870,Charlestown,Private room,60,-71.08275,42.38618
27893040,Roxbury,Entire home/apt,250,-71.07957,42.33246
27904192,West End,Entire home/apt,241,-71.06923,42.36456
27906365,Roxbury,Private room,65,-71.08011,42.3208
27920247,Jamaica Plain,Private room,49,-71.09928,42.3135
27920433,Jamaica Plain,Private room,49,-71.09967,42.31536
27921597,Jamaica Plain,Private room,49,-71.10068,42.3155
27922387,Jamaica Plain,Private room,49,-71.09963,42.3139
27927966,Roslindale,Private room,40,-71.13366,42.27608
27935696,South End,Private room,111,-71.07378,42.3455
27954309,Back Bay,Entire home/apt,160,-71.0804,42.34655
27990313,Mattapan,Private room,95,-71.08519,42.27659
27990441,Dorchester,Private room,65,-71.06615,42.30767
27990984,Mattapan,Private room,80,-71.087,42.27808
27992316,Brighton,Entire home/apt,100,-71.15137,42.34117
28014596,Dorchester,Private room,85,-71.06572,42.30775
28027835,West End,Entire home/apt,220,-71.06923,42.36456
28033271,Dorchester,Private room,60,-71.05392,42.3104
28036142,Mattapan,Private room,80,-71.08577,42.27844
28048288,Beacon Hill,Entire home/apt,299,-71.07055,42.35736
28054656,Dorchester,Private room,55,-71.06241,42.29717
28071995,Mattapan,Entire home/apt,85,-71.07743,42.27565
28099312,Back Bay,Entire home/apt,199,-71.07902,42.34618
28104387,Jamaica Plain,Entire home/apt,259,-71.11597,42.28814
28108074,Roxbury,Entire home/apt,350,-71.09535,42.32361
28122799,Mission Hill,Entire home/apt,650,-71.11034,42.33215
28125388,Mission Hill,Entire home/apt,650,-71.11034,42.33215
28126102,Jamaica Plain,Entire home/apt,400,-71.10373,42.32135
28126603,Jamaica Plain,Entire home/apt,400,-71.10279,42.32276
28161172,Hyde Park,Private room,65,-71.11705,42.25085
28202522,Dorchester,Private room,45,-71.06644,42.29174
28218323,Chinatown,Entire home/apt,249,-71.05951,42.3513
28241815,Back Bay,Entire home/apt,329,-71.08378,42.34409
28242815,Back Bay,Entire home/apt,329,-71.08563,42.34565
28298193,North End,Entire home/apt,110,-71.05297,42.36683
28302081,Roxbury,Private room,125,-71.08829,42.31855
28306371,South End,Entire home/apt,99,-71.07479,42.33945
28337171,Back Bay,Entire home/apt,199,-71.07863,42.34676
28337464,Back Bay,Entire home/apt,199,-71.07988,42.34707
28340540,Fenway,Private room,170,-71.09524,42.3506
28358942,Dorchester,Private room,22,-71.08524,42.28603
28360335,Bay Village,Entire home/apt,248,-71.06943,42.34992
28431105,South End,Entire home/apt,124,-71.06467,42.34323
28440873,North End,Entire home/apt,250,-71.05546,42.36698
28464083,Downtown,Entire home/apt,199,-71.06313,42.35153
28467644,Back Bay,Entire home/apt,259,-71.08633,42.34508
28492594,South End,Entire home/apt,152,-71.0658,42.34432
28492650,South End,Entire home/apt,119,-71.06485,42.34353
28492687,South End,Entire home/apt,152,-71.06461,42.34362
28492715,South End,Entire home/apt,122,-71.06556,42.34508
28492719,Chinatown,Entire home/apt,100,-71.06196,42.35196
28492737,South End,Entire home/apt,124,-71.06614,42.34472
28494167,East Boston,Entire home/apt,90,-71.03922,42.37202
28517787,Brighton,Entire home/apt,200,-71.15046,42.3388
28531225,Back Bay,Entire home/apt,308,-71.07409,42.34863
28545204,Downtown,Entire home/apt,199,-71.06398,42.35243
28545355,Downtown,Entire home/apt,199,-71.06333,42.35092
28545531,Downtown,Entire home/apt,199,-71.06364,42.35178
28545748,Downtown,Entire home/apt,199,-71.06478,42.35139
28545961,Downtown,Entire home/apt,199,-71.0655,42.35128
28561917,Dorchester,Entire home/apt,65,-71.05613,42.3196
28578655,Hyde Park,Private room,52,-71.11493,42.25223
28602095,Dorchester,Private room,99,-71.05744,42.31771
28610562,Brighton,Entire home/apt,250,-71.16606,42.34704
28614084,Brighton,Entire home/apt,299,-71.15601,42.34566
28632986,South End,Entire home/apt,154,-71.06483,42.34311
28635984,Dorchester,Entire home/apt,300,-71.08288,42.30205
28639363,Dorchester,Private room,45,-71.06972,42.30707
28639832,Dorchester,Private room,45,-71.07008,42.30682
28640081,Dorchester,Private room,45,-71.07007,42.30669
28640732,Brighton,Private room,75,-71.14217,42.35836
28643134,Brighton,Private room,55,-71.15713,42.3575
28663016,South End,Entire home/apt,120,-71.06927,42.33661
28716462,Jamaica Plain,Entire home/apt,149,-71.11392,42.3173
28723477,Dorchester,Entire home/apt,219,-71.06542,42.31318
28734022,Charlestown,Private room,125,-71.0691,42.38285
28741118,Dorchester,Private room,109,-71.08029,42.29897
28749495,Roxbury,Private room,95,-71.07976,42.32041
28756042,Dorchester,Private room,75,-71.07297,42.29066
28770914,Dorchester,Private room,75,-71.07315,42.29043
28784662,Back Bay,Entire home/apt,599,-71.08913,42.35027
28785117,South End,Entire home/apt,122,-71.06581,42.3428
28785202,Fenway,Entire home/apt,264,-71.10149,42.34288
28800385,South Boston,Private room,70,-71.03084,42.33464
28808333,East Boston,Entire home/apt,250,-71.03429,42.3751
28826768,Back Bay,Entire home/apt,268,-71.07409,42.34863
28837228,South End,Entire home/apt,97,-71.07896,42.34215
28843171,Roxbury,Private room,65,-71.07878,42.32171
28863227,East Boston,Entire home/apt,175,-71.03253,42.37381
28867304,Roxbury,Private room,80,-71.07831,42.32038
28868366,East Boston,Entire home/apt,210,-71.03273,42.37507
28880562,South Boston Waterfront,Entire home/apt,242,-71.04319,42.3514
28888004,East Boston,Private room,40,-71.02043,42.38261
28897627,Allston,Private room,45,-71.12625,42.35105
28915006,East Boston,Private room,100,-71.00432,42.38886
28936851,Dorchester,Private room,49,-71.05602,42.28449
28958230,Jamaica Plain,Private room,68,-71.13113,42.30208
28964603,East Boston,Entire home/apt,104,-71.03659,42.37263
28965215,East Boston,Private room,43,-71.03772,42.37261
28965363,East Boston,Private room,53,-71.03792,42.37203
28980698,Back Bay,Entire home/apt,399,-71.08886,42.35017
28981396,Back Bay,Entire home/apt,399,-71.08944,42.35128
28986697,Dorchester,Private room,50,-71.05734,42.28362
28992318,Allston,Private room,50,-71.13658,42.35069
29010062,Allston,Private room,36,-71.13172,42.3622
29029942,Brighton,Entire home/apt,109,-71.16355,42.35723
29030261,Brighton,Private room,59,-71.16521,42.35729
29035646,Brighton,Private room,31,-71.14195,42.34892
29037205,Allston,Entire home/apt,200,-71.13543,42.34718
29046191,Allston,Private room,77,-71.1352,42.34908
29053226,South End,Entire home/apt,119,-71.06753,42.33664
29064530,Allston,Private room,50,-71.13683,42.34983
29070339,Brighton,Entire home/apt,100,-71.13983,42.34703
29073222,Allston,Private room,50,-71.13483,42.34969
29082416,Brighton,Private room,120,-71.14321,42.3616
29124829,Dorchester,Hotel room,229,-71.06045,42.32636
29134558,East Boston,Private room,51,-71.01999,42.38216
29158192,Allston,Private room,50,-71.14172,42.3521
29158805,Brighton,Private room,50,-71.14359,42.35247
29161033,East Boston,Private room,51,-71.01998,42.3822
29189050,Roxbury,Entire home/apt,200,-71.09179,42.32294
29213280,Allston,Private room,50,-71.13494,42.35073
29216550,West Roxbury,Private room,44,-71.14907,42.27244
29217663,West Roxbury,Private room,44,-71.15039,42.27144
29217949,West Roxbury,Private room,44,-71.1505,42.27301
29218070,West Roxbury,Private room,54,-71.14947,42.27324
29237161,Jamaica Plain,Entire home/apt,180,-71.12549,42.30487
29237679,Allston,Private room,159,-71.13649,42.35131
29256695,Jamaica Plain,Entire home/apt,150,-71.10668,42.32072
29261726,East Boston,Private room,95,-71.03864,42.37518
29276776,Dorchester,Entire home/apt,150,-71.05075,42.31914
29281816,Jamaica Plain,Entire home/apt,165,-71.10371,42.31282
29282726,Jamaica Plain,Private room,89,-71.10187,42.31257
29302938,Jamaica Plain,Entire home/apt,275,-71.1151,42.31262
29303003,Brighton,Private room,46,-71.17153,42.34853
29334384,Brighton,Entire home/apt,191,-71.17174,42.34854
29337262,South End,Entire home/apt,150,-71.07855,42.34128
29360278,Fenway,Entire home/apt,99,-71.095,42.3452
29366852,South Boston,Entire home/apt,350,-71.04427,42.33176
29390698,South Boston,Entire home/apt,81,-71.02733,42.33451
29409212,Mission Hill,Entire home/apt,329,-71.11292,42.33182
29414748,East Boston,Entire home/apt,175,-71.0333,42.3753
29417659,South Boston,Entire home/apt,120,-71.0573,42.34309
29483839,South Boston,Entire home/apt,125,-71.05731,42.34198
29484467,South End,Entire home/apt,150,-71.08001,42.34236
29484608,South End,Entire home/apt,150,-71.08039,42.3414
29484724,South End,Entire home/apt,150,-71.07863,42.342529999999996
29485626,South End,Entire home/apt,150,-71.07991,42.3407
29486012,South End,Entire home/apt,150,-71.08001,42.34223
29486158,South End,Entire home/apt,150,-71.08004,42.34276
29486256,South End,Entire home/apt,150,-71.07881,42.341
29486361,South End,Entire home/apt,150,-71.08079,42.34055
29486450,South End,Entire home/apt,150,-71.08038,42.34109
29486565,South End,Entire home/apt,150,-71.08029,42.34065
29486734,South End,Entire home/apt,150,-71.07881,42.34113
29486830,South End,Entire home/apt,150,-71.0805,42.34217
29486921,South End,Entire home/apt,150,-71.07842,42.342529999999996
29487006,South End,Entire home/apt,150,-71.07875,42.34286
29487140,South End,Entire home/apt,150,-71.07891,42.34269
29487809,South Boston,Entire home/apt,120,-71.05611,42.343
29488018,South Boston,Entire home/apt,120,-71.05623,42.34302
29488761,South Boston,Private room,120,-71.05599,42.34226
29488814,South Boston,Entire home/apt,120,-71.05597,42.34278
29489346,Downtown,Private room,65,-71.06058,42.35442
29491358,South Boston,Entire home/apt,120,-71.05607,42.34295
29491534,South Boston,Entire home/apt,120,-71.05689,42.34152
29491874,South Boston,Entire home/apt,120,-71.05734,42.34352
29492039,South Boston,Entire home/apt,120,-71.057,42.34162
29492253,South Boston,Entire home/apt,120,-71.05732,42.34299
29513275,Back Bay,Entire home/apt,125,-71.07649,42.35287
29533508,Mattapan,Entire home/apt,52,-71.06725,42.27948
29538064,South Boston,Entire home/apt,120,-71.04579,42.33506
29539152,Downtown,Entire home/apt,199,-71.06369,42.35281
29539197,Downtown,Entire home/apt,199,-71.06357,42.35154
29539228,Downtown,Entire home/apt,400,-71.06452,42.3516
29539281,South Boston,Entire home/apt,120,-71.04413,42.33665
29539387,Downtown,Entire home/apt,199,-71.06551,42.35159
29539405,Downtown,Entire home/apt,199,-71.06506,42.35232
29539407,Downtown,Entire home/apt,199,-71.06318,42.3512
29539411,Downtown,Entire home/apt,199,-71.0655,42.35121
29539416,Downtown,Entire home/apt,199,-71.06412,42.35109
29539419,Downtown,Entire home/apt,199,-71.06349,42.35298
29539474,Downtown,Entire home/apt,400,-71.06449,42.3515
29539481,Downtown,Entire home/apt,199,-71.06452,42.35182
29539486,Downtown,Entire home/apt,199,-71.06466,42.35234
29539491,Downtown,Entire home/apt,199,-71.06308,42.352
29539504,Downtown,Entire home/apt,199,-71.06345,42.35244
29539518,Downtown,Entire home/apt,199,-71.06369,42.35189
29540035,South Boston,Entire home/apt,120,-71.04538,42.33496
29540528,South Boston,Entire home/apt,120,-71.04394,42.33479
29541231,South Boston,Entire home/apt,120,-71.04574,42.33533
29541534,Jamaica Plain,Entire home/apt,150,-71.1046,42.3105
29571217,Brighton,Private room,55,-71.15237,42.35727
29607084,Charlestown,Entire home/apt,225,-71.07098,42.38423
29609066,Roxbury,Private room,58,-71.09191,42.32731
29610106,Roxbury,Private room,58,-71.09191,42.32731
29610220,Roxbury,Private room,83,-71.09191,42.32731
29635339,Downtown,Entire home/apt,275,-71.06021,42.35496
29647538,Downtown,Entire home/apt,199,-71.06236,42.35362
29656147,Roxbury,Private room,41,-71.09373,42.31738
29664067,Jamaica Plain,Private room,75,-71.10093,42.31625
29672850,Back Bay,Entire home/apt,249,-71.07929,42.34684
29682500,Back Bay,Entire home/apt,227,-71.08606,42.35152
29702825,South Boston,Entire home/apt,205,-71.04958,42.34114
29704910,Downtown,Entire home/apt,200,-71.06087,42.35529
29709254,Roslindale,Entire home/apt,51,-71.13007,42.27021
29723809,South Boston,Private room,109,-71.0506,42.34016
29728508,East Boston,Entire home/apt,189,-71.04102,42.36469
29730126,South End,Entire home/apt,125,-71.07485,42.33553
29731261,South End,Entire home/apt,399,-71.07511,42.33712
29738628,Mattapan,Private room,109,-71.09654,42.28796
29739809,Bay Village,Entire home/apt,450,-71.06681,42.34881
29825154,South End,Entire home/apt,125,-71.07657,42.33642
29833651,Mattapan,Private room,80,-71.08681,42.2783
29849974,West End,Entire home/apt,399,-71.06759,42.36349
29850246,West End,Entire home/apt,399,-71.06848,42.36535
29851044,West End,Entire home/apt,399,-71.06845,42.36545
29851494,West End,Entire home/apt,399,-71.06761,42.36316
29851903,West End,Entire home/apt,399,-71.06863,42.36505
29852651,West End,Entire home/apt,399,-71.06824,42.36358
29860624,Roxbury,Private room,75,-71.08031,42.32196
29867979,Beacon Hill,Entire home/apt,182,-71.06617,42.35951
29875417,West End,Entire home/apt,499,-71.06855,42.36449
29875648,West End,Entire home/apt,499,-71.06755,42.36361
29875652,West End,Entire home/apt,499,-71.06915,42.36382
29878773,Dorchester,Private room,39,-71.05616,42.28649
29881646,South Boston,Private room,89,-71.04878,42.34027
29881869,South Boston,Private room,89,-71.04879,42.34074
29896467,Downtown,Entire home/apt,155,-71.05154,42.35755
29898702,Back Bay,Hotel room,219,-71.07858,42.35006
29901892,Mattapan,Private room,52,-71.09431,42.27442
29929936,Brighton,Private room,76,-71.15243,42.35339
29931687,Brighton,Private room,88,-71.15441,42.35258
29982429,Back Bay,Private room,105,-71.08135,42.34571
29988394,Back Bay,Entire home/apt,199,-71.07878,42.34628
30036357,Back Bay,Hotel room,113,-71.07858,42.35006
30037052,Back Bay,Hotel room,219,-71.07858,42.35006
30039424,Fenway,Entire home/apt,99,-71.10414,42.34572
30060158,Back Bay,Hotel room,219,-71.07858,42.35006
30065996,Brighton,Entire home/apt,121,-71.16588,42.34786
30104396,Back Bay,Private room,110,-71.08019,42.34459
30153933,Jamaica Plain,Hotel room,135,-71.11068,42.32077
30157229,Dorchester,Entire home/apt,250,-71.05927,42.3217
30249816,West Roxbury,Entire home/apt,130,-71.15841,42.29339
30253609,Roxbury,Private room,75,-71.07357,42.31525
30273160,Jamaica Plain,Private room,55,-71.11365,42.29741
30286717,Jamaica Plain,Private room,50,-71.11213,42.29791
30297660,Mattapan,Private room,52,-71.09379,42.27561
30298415,Mattapan,Private room,52,-71.09516,42.27625
30312499,Roslindale,Private room,50,-71.14042,42.27689
30312500,Roslindale,Private room,60,-71.14002,42.27672
30317108,Roslindale,Private room,55,-71.14045,42.27722
30344021,South Boston,Private room,75,-71.04755,42.33042
30349609,East Boston,Entire home/apt,100,-71.0375,42.37942
30389744,South Boston Waterfront,Entire home/apt,246,-71.04319,42.3514
30389769,Downtown,Entire home/apt,226,-71.05306,42.35376
30390095,South Boston Waterfront,Entire home/apt,285,-71.04319,42.3514
30390195,South Boston Waterfront,Entire home/apt,248,-71.04319,42.3514
30390253,Downtown,Entire home/apt,196,-71.05306,42.35376
30390283,South End,Entire home/apt,218,-71.06255,42.34404
30390378,Bay Village,Entire home/apt,263,-71.06943,42.34992
30390484,South End,Entire home/apt,193,-71.06255,42.34404
30395670,Fenway,Entire home/apt,180,-71.08969,42.34482
30397035,South End,Entire home/apt,226,-71.06765,42.34001
30397078,Back Bay,Entire home/apt,295,-71.07409,42.34863
30397096,Downtown,Entire home/apt,196,-71.05306,42.35376
30397128,South End,Entire home/apt,223,-71.06765,42.34001
30415217,Roxbury,Private room,75,-71.09288,42.31609
30469874,Jamaica Plain,Entire home/apt,145,-71.12308,42.31207
30484530,Allston,Private room,120,-71.13127,42.36193
30505051,Fenway,Entire home/apt,180,-71.08796,42.3448
30516467,South Boston,Entire home/apt,162,-71.04958,42.34114
30523091,South Boston,Entire home/apt,165,-71.04034,42.33303
30533497,Roxbury,Private room,30,-71.09356,42.32662
30560133,South End,Entire home/apt,150,-71.07678,42.34198
30564539,Allston,Private room,50,-71.13474,42.36143
30690519,Downtown,Entire home/apt,289,-71.05261,42.35719
30740992,Fenway,Entire home/apt,150,-71.0878,42.34355
30743423,Roxbury,Private room,39,-71.09374,42.32724
30744884,Roxbury,Private room,39,-71.09584,42.32731
30745033,Dorchester,Private room,210,-71.05312,42.31425
30745422,Dorchester,Private room,210,-71.05472,42.31362
30748392,South End,Private room,110,-71.07321,42.33698
30769474,Dorchester,Entire home/apt,525,-71.06315,42.30002
30772045,East Boston,Private room,53,-71.03154,42.38086
30787930,Downtown,Entire home/apt,289,-71.06206,42.35475
30843058,South Boston Waterfront,Entire home/apt,199,-71.04972,42.34901
30858812,Jamaica Plain,Entire home/apt,120,-71.11438,42.29312
30882721,Roxbury,Entire home/apt,90,-71.07737,42.32409
30903486,Dorchester,Private room,65,-71.06099,42.30089
30908944,Dorchester,Private room,78,-71.06286,42.30066
30909022,Dorchester,Private room,90,-71.06116,42.30016
30909276,Dorchester,Private room,84,-71.06102,42.30012
30927689,Back Bay,Private room,200,-71.0814,42.34478
30929175,South End,Entire home/apt,299,-71.07443,42.34605
30955485,Chinatown,Private room,150,-71.06048,42.34869
30964172,Charlestown,Entire home/apt,146,-71.06507,42.38052
30981268,Fenway,Entire home/apt,133,-71.09195,42.34748
31012973,East Boston,Entire home/apt,110,-71.03605,42.38091
31012998,South Boston Waterfront,Entire home/apt,220,-71.04361,42.3447
31013793,East Boston,Entire home/apt,110,-71.03408,42.38023
31014488,Jamaica Plain,Entire home/apt,200,-71.11774,42.31314
31029365,Downtown,Entire home/apt,223,-71.05306,42.35376
31037655,East Boston,Entire home/apt,89,-71.03503,42.38094
31039035,Mattapan,Private room,50,-71.07745,42.2749
31057539,Beacon Hill,Entire home/apt,125,-71.06783,42.35904
31117970,Fenway,Entire home/apt,499,-71.10127,42.34525
31118670,Fenway,Entire home/apt,499,-71.10129,42.34336
31119108,Fenway,Entire home/apt,499,-71.09979,42.34506
31119256,Fenway,Entire home/apt,499,-71.1,42.3439
31119420,Fenway,Entire home/apt,499,-71.10193,42.34509
31119820,Fenway,Entire home/apt,499,-71.10212,42.34401
31120403,Fenway,Entire home/apt,499,-71.10125,42.34319
31120961,Fenway,Entire home/apt,499,-71.10114,42.3438
31127677,Dorchester,Private room,50,-71.07064,42.30678
31127895,Dorchester,Private room,50,-71.06881,42.30661
31128042,Dorchester,Private room,65,-71.07016,42.30679
31140376,Brighton,Private room,60,-71.15585,42.34197
31160308,Beacon Hill,Entire home/apt,183,-71.06799,42.36023
31185088,Dorchester,Entire home/apt,185,-71.06739,42.28921
31259705,Brighton,Private room,100,-71.13784,42.34594
31260941,Downtown,Entire home/apt,150,-71.06241,42.35733
31261025,Back Bay,Entire home/apt,90,-71.07739,42.35376
31262321,Dorchester,Entire home/apt,325,-71.07817,42.28923
31272914,South End,Hotel room,100,-71.07309,42.34591
31273139,South End,Hotel room,95,-71.07309,42.34591
31273265,South End,Hotel room,90,-71.07309,42.34591
31273339,South End,Hotel room,110,-71.07309,42.34591
31273340,South End,Hotel room,105,-71.07309,42.34591
31273342,South End,Hotel room,200,-71.07309,42.34591
31273567,South End,Hotel room,100,-71.07309,42.34591
31273568,South End,Hotel room,100,-71.07309,42.34591
