id,neighborhood,room_type,price,longitude,latitude
15832498,Jamaica Plain,Entire home/apt,180,-71.10929,42.31676
15844973,Downtown,Private room,68,-71.06329,42.36136
15901362,North End,Entire home/apt,300,-71.05216,42.36637
15929108,Dorchester,Private room,80,-71.06473,42.31429
15954650,Roslindale,Private room,37,-71.13469,42.27678
15956789,Roxbury,Entire home/apt,149,-71.09727,42.32595
15974807,Allston,Entire home/apt,188,-71.13249,42.35871
15981694,Fenway,Entire home/apt,130,-71.10032,42.34323
15985435,Charlestown,Entire home/apt,200,-71.0642,42.37394
16001334,Back Bay,Entire home/apt,152,-71.07697,42.35309
16013285,Dorchester,Entire home/apt,162,-71.05435,42.2937
16040760,Allston,Entire home/apt,289,-71.13107,42.35404
16148182,Hyde Park,Entire home/apt,124,-71.11735,42.26075
16177666,Downtown,Entire home/apt,171,-71.04965,42.3622
16188636,Allston,Private room,47,-71.13398,42.36028
16233671,Charlestown,Private room,54,-71.07842,42.3833
16239455,Dorchester,Entire home/apt,85,-71.06693,42.29303
16272709,Roslindale,Entire home/apt,105,-71.13311,42.27619
16275852,Back Bay,Entire home/apt,140,-71.0795,42.35072
16276850,South Boston,Entire home/apt,110,-71.04751,42.33734
16322139,South End,Private room,80,-71.07307,42.33909
16347088,Back Bay,Entire home/apt,165,-71.07201,42.3526
16364879,Charlestown,Private room,104,-71.07851,42.3825
16379917,Hyde Park,Entire home/apt,89,-71.1331,42.23739
16392095,Beacon Hill,Entire home/apt,99,-71.06901,42.3598
16413314,Roxbury,Private room,73,-71.09369,42.32874
16436951,Beacon Hill,Entire home/apt,104,-71.06512,42.3588
16447567,Dorchester,Private room,55,-71.06542,42.3076
16453322,South Boston,Entire home/apt,250,-71.0409,42.33622
16453657,Dorchester,Private room,60,-71.06495,42.28698
16459191,Back Bay,Entire home/apt,250,-71.07434,42.35519
16464424,Brighton,Entire home/apt,85,-71.14528,42.34236
16479752,Charlestown,Private room,55,-71.07864,42.38225
16489609,Downtown,Entire home/apt,105,-71.05998,42.35574
16514756,Brighton,Private room,41,-71.15857,42.35703
16515215,Allston,Private room,38,-71.13922,42.35086
16517776,Charlestown,Private room,56,-71.07816,42.38332
16519436,Dorchester,Private room,99,-71.05863,42.32486
16531634,South End,Entire home/apt,154,-71.07574,42.34075
16545081,Roxbury,Private room,36,-71.09356,42.31341
16569938,Downtown,Entire home/apt,75,-71.06431,42.36542
16570524,Brighton,Private room,42,-71.16033,42.35529
16671164,Dorchester,Entire home/apt,120,-71.0661,42.28515
16678094,Roxbury,Private room,70,-71.09233,42.32279
16692369,Charlestown,Private room,61,-71.07732,42.38174
16693642,Beacon Hill,Entire home/apt,199,-71.07098,42.35963
16731118,Dorchester,Private room,51,-71.0651,42.30775
16733496,South End,Entire home/apt,198,-71.07436,42.34467
16770690,Jamaica Plain,Entire home/apt,200,-71.11246,42.30568
16779363,Jamaica Plain,Entire home/apt,200,-71.11783,42.30317
16835622,Allston,Shared room,30,-71.13906,42.34761
16841857,Brighton,Entire home/apt,149,-71.1728,42.34835
16881821,South End,Private room,89,-71.06315,42.3433
16882031,Dorchester,Private room,68,-71.06622,42.29206
16892278,Roslindale,Entire home/apt,200,-71.11752,42.27789
16894082,South Boston,Entire home/apt,375,-71.02898,42.33541
16898190,Brighton,Private room,25,-71.15977,42.3555
16904896,Beacon Hill,Entire home/apt,250,-71.0653,42.36034
16909100,Jamaica Plain,Entire home/apt,289,-71.10268,42.31885
16923467,West Roxbury,Private room,50,-71.15483,42.29609
16960812,Downtown,Entire home/apt,189,-71.0637,42.36456
16962193,Chinatown,Entire home/apt,209,-71.0599,42.35108
16971718,Roxbury,Entire home/apt,195,-71.09334,42.32402
16987125,Roslindale,Private room,69,-71.13508,42.27668
17006890,West End,Entire home/apt,169,-71.06525,42.36388
17042433,Fenway,Entire home/apt,205,-71.08801,42.34405
17063804,Dorchester,Private room,75,-71.05671,42.31838
17075037,Dorchester,Entire home/apt,216,-71.06341,42.30934
17107742,Back Bay,Entire home/apt,150,-71.0837,42.35179
17210305,Roxbury,Private room,36,-71.09335,42.31313
17222935,Dorchester,Private room,28,-71.06402,42.3009
17223845,Dorchester,Private room,30,-71.06276,42.30142
17285926,South End,Entire home/apt,475,-71.07481,42.34547
17296595,Jamaica Plain,Entire home/apt,225,-71.11078,42.30962
17300267,South End,Entire home/apt,175,-71.07586,42.34247
17300316,Dorchester,Private room,65,-71.06819,42.28901
17300501,Dorchester,Private room,67,-71.06232,42.3095
17333246,Downtown,Entire home/apt,185,-71.0626,42.35881
17380802,Beacon Hill,Entire home/apt,160,-71.06328,42.35959
17382859,Roslindale,Entire home/apt,200,-71.1281,42.28237
17399127,Brighton,Private room,41,-71.15832,42.35583
17399272,West End,Entire home/apt,312,-71.06797,42.36438
17430142,Roxbury,Private room,38,-71.09358,42.31341
17436077,South Boston,Entire home/apt,500,-71.04878,42.33426
17463797,Dorchester,Private room,65,-71.05852,42.32613
17472272,West Roxbury,Entire home/apt,900,-71.14199,42.29103
17476391,Jamaica Plain,Private room,63,-71.10645,42.32381
17508585,South Boston,Entire home/apt,132,-71.0435,42.33479
17523133,Dorchester,Private room,85,-71.0625,42.28554
17523630,Jamaica Plain,Entire home/apt,165,-71.11938,42.31145
17529340,South End,Entire home/apt,285,-71.07433,42.34566
17543473,Mission Hill,Entire home/apt,225,-71.09708,42.32997
17543635,Dorchester,Private room,65,-71.05655,42.31621
17547347,Dorchester,Private room,61,-71.06251,42.31132
17553435,South Boston,Entire home/apt,135,-71.05387,42.33273
17559493,Chinatown,Entire home/apt,325,-71.06005,42.35025
17559756,Chinatown,Entire home/apt,325,-71.06161,42.35026
17559846,Chinatown,Entire home/apt,150,-71.06131,42.34998
17567087,South End,Entire home/apt,350,-71.06863,42.34377
17573922,Chinatown,Entire home/apt,200,-71.06159,42.34842
17585989,Fenway,Entire home/apt,205,-71.088,42.34529
17592876,Dorchester,Entire home/apt,85,-71.0641,42.31831
17609053,South End,Entire home/apt,170,-71.07482,42.34007
17616603,South End,Entire home/apt,250,-71.08078,42.34058
17625675,Dorchester,Private room,42,-71.06534,42.28112
17676984,Charlestown,Private room,54,-71.0767,42.38245
17704067,Dorchester,Private room,30,-71.07034,42.30826
17729574,West End,Entire home/apt,217,-71.06797,42.36438
17779084,Roxbury,Private room,36,-71.09339,42.31333
17806747,North End,Entire home/apt,116,-71.05179,42.36409
17810176,Dorchester,Private room,75,-71.06819,42.28901
17810550,Allston,Private room,67,-71.1358,42.36097
17832598,South Boston,Entire home/apt,399,-71.05282,42.342
17849739,Dorchester,Private room,32,-71.0668,42.28918
17892769,Roxbury,Entire home/apt,80,-71.09631,42.32431
17907229,Dorchester,Entire home/apt,100,-71.0662,42.30116
17927755,Mission Hill,Private room,80,-71.10939,42.3299
17942707,Roxbury,Entire home/apt,139,-71.09656,42.3274
17943034,Downtown,Entire home/apt,75,-71.06393,42.366
17952482,Dorchester,Private room,50,-71.06525,42.30752
17956766,Roxbury,Private room,44,-71.08396,42.31451
17969508,Roxbury,Private room,36,-71.09345,42.31343
17974950,East Boston,Private room,45,-71.03634,42.3766
17994861,South End,Entire home/apt,300,-71.07906,42.34043
18021716,Brighton,Private room,59,-71.1515,42.3449
18032982,Fenway,Entire home/apt,205,-71.08805,42.34383
18035633,Back Bay,Entire home/apt,216,-71.08419,42.34699
18055117,Dorchester,Private room,39,-71.07521,42.30475
18070939,Back Bay,Entire home/apt,150,-71.08263,42.34981
18134498,South Boston,Entire home/apt,349,-71.03331,42.33276
18141101,Allston,Private room,75,-71.13965,42.35299
18154901,Dorchester,Private room,90,-71.05794,42.31778
18162671,Brighton,Private room,210,-71.14097,42.35456
18170647,Brighton,Entire home/apt,105,-71.14529,42.34006
18191155,Chinatown,Private room,100,-71.05976,42.34895
18193552,South Boston,Entire home/apt,77,-71.04838,42.33972
18194203,South Boston,Entire home/apt,87,-71.04998,42.33974
18194673,Roslindale,Private room,50,-71.13374,42.27853
18199963,Brighton,Private room,55,-71.16776,42.35395
18207334,South Boston,Entire home/apt,87,-71.04978,42.33949
18207633,South Boston Waterfront,Entire home/apt,77,-71.04815,42.34174
18207761,South Boston Waterfront,Entire home/apt,90,-71.0481,42.34174
18209134,South Boston,Entire home/apt,84,-71.0496,42.33971
18213171,South End,Entire home/apt,249,-71.06953,42.34447
18220200,Roxbury,Private room,36,-71.09339,42.31337
18240259,Jamaica Plain,Private room,90,-71.10306,42.31978
18254869,Roslindale,Entire home/apt,125,-71.12487,42.27832
18290558,East Boston,Private room,45,-71.03772,42.37654
18342681,East Boston,Private room,45,-71.03751,42.37497
18342707,East Boston,Private room,49,-71.0372,42.37586
18354570,Back Bay,Entire home/apt,144,-71.07756,42.35371
18368646,Dorchester,Private room,113,-71.05648,42.29185
18388606,Chinatown,Entire home/apt,299,-71.0619,42.35132
18396209,Downtown,Entire home/apt,353,-71.055179999999993,42.35702
18440681,Dorchester,Private room,96,-71.05794,42.31778
18445635,Fenway,Entire home/apt,249,-71.10022,42.34521
18488956,East Boston,Entire home/apt,150,-71.03234,42.36445
18508181,South Boston,Entire home/apt,104,-71.04876,42.33986
18517493,South Boston,Entire home/apt,90,-71.04864,42.34028
18518371,South Boston,Entire home/apt,102,-71.04973,42.34012
18521414,Fenway,Entire home/apt,499,-71.10156,42.34524
18544831,Fenway,Entire home/apt,299,-71.1013,42.34411
18557609,Beacon Hill,Entire home/apt,143,-71.06909,42.36016
18568481,South Boston Waterfront,Entire home/apt,156,-71.04281,42.34445
18580155,Roslindale,Entire home/apt,225,-71.1351,42.28562
18582571,Beacon Hill,Entire home/apt,143,-71.07159,42.3572
18584041,South Boston,Entire home/apt,87,-71.0503,42.34158
18584402,South Boston,Entire home/apt,87,-71.04877,42.33965
18584689,South Boston,Entire home/apt,104,-71.04959,42.33961
18584891,Dorchester,Private room,52,-71.06372,42.29182
18605469,Dorchester,Private room,110,-71.05886,42.28132
18612312,East Boston,Private room,50,-71.00331,42.39051
18613633,East Boston,Private room,50,-71.00212,42.38848
18617002,South End,Entire home/apt,150,-71.0657,42.34165
18647116,South Boston,Entire home/apt,104,-71.04874,42.33983
18656728,Jamaica Plain,Entire home/apt,180,-71.10138,42.31583
18690620,Dorchester,Private room,60,-71.07996,42.29808
18704249,South Boston,Entire home/apt,90,-71.05046,42.3416
18714825,South Boston,Entire home/apt,250,-71.05523,42.33208
18719421,Beacon Hill,Entire home/apt,199,-71.06971,42.35964
18726297,Dorchester,Private room,75,-71.064940000000007,42.30763
18736918,Brighton,Entire home/apt,99,-71.14669,42.3409
18756360,Roxbury,Private room,75,-71.09308,42.33009
18774656,Allston,Entire home/apt,130,-71.12511,42.3517
18777049,Roxbury,Private room,75,-71.09462,42.32942
18789766,Roxbury,Private room,75,-71.09332,42.33017
18790023,Roslindale,Private room,55,-71.13453,42.27814
18820537,Dorchester,Private room,46,-71.06142,42.2962
18829493,East Boston,Entire home/apt,125,-71.03237,42.38041
18840936,Dorchester,Private room,55,-71.06425,42.30585
18841034,Dorchester,Private room,55,-71.0659,42.30519
18841072,Dorchester,Private room,60,-71.06576,42.30732
18858706,East Boston,Entire home/apt,125,-71.03306,42.37398
18868165,Chinatown,Private room,85,-71.0613,42.34694
18873614,Jamaica Plain,Entire home/apt,140,-71.11619,42.32092
18875451,Brighton,Private room,55,-71.16776,42.35418
18875553,Brighton,Private room,60,-71.16776,42.35401
18875599,Brighton,Private room,51,-71.16776,42.35401
18886077,Roxbury,Private room,45,-71.09562,42.31632
18898296,Roxbury,Private room,75,-71.09341,42.32947
18899037,Roxbury,Private room,75,-71.09314,42.33148
18923308,Dorchester,Private room,58,-71.06519,42.30747
18934135,Beacon Hill,Entire home/apt,85,-71.06385,42.35761
18942329,East Boston,Entire home/apt,145,-71.03215,42.373779999999996
18942870,Dorchester,Private room,65,-71.05822,42.32588
18974032,Allston,Private room,60,-71.13337,42.35343
18975041,South End,Entire home/apt,85,-71.07623,42.34479
19007014,Jamaica Plain,Private room,65,-71.1024,42.31441
19017513,Dorchester,Private room,70,-71.05794,42.31778
19019562,Beacon Hill,Entire home/apt,99,-71.06755,42.36006
19020833,Dorchester,Private room,46,-71.0637,42.31158
19050865,Back Bay,Entire home/apt,200,-71.08493,42.34959
19051657,Back Bay,Entire home/apt,200,-71.08484,42.34916
19052102,Back Bay,Entire home/apt,200,-71.08561,42.3491
19055159,Jamaica Plain,Private room,100,-71.10151,42.31549
19065795,Back Bay,Entire home/apt,300,-71.08542,42.34989
19065830,South Boston,Entire home/apt,200,-71.0573,42.34373
19065836,Back Bay,Entire home/apt,200,-71.08571,42.34844
19071875,East Boston,Entire home/apt,300,-71.03973,42.38025
19081087,South Boston,Entire home/apt,200,-71.05716,42.34224
19081593,South Boston,Entire home/apt,200,-71.0562,42.34167
19100282,Jamaica Plain,Entire home/apt,450,-71.13293,42.30323
19102037,Dorchester,Private room,58,-71.06132,42.31582
19102461,Jamaica Plain,Private room,95,-71.10639,42.32409
19102481,Dorchester,Private room,60,-71.05948,42.31506
19102964,Jamaica Plain,Private room,95,-71.10563,42.32296
19103076,Jamaica Plain,Private room,155,-71.10722,42.32308
19115310,South Boston,Entire home/apt,250,-71.05681,42.34216
19117781,Dorchester,Private room,62,-71.06378,42.29338
19123216,Dorchester,Private room,63,-71.06375,42.30994
19140676,Dorchester,Private room,49,-71.05531,42.31309
19143984,Dorchester,Private room,92,-71.06239,42.30935
19149341,Charlestown,Entire home/apt,325,-71.04981,42.37579
19154786,Fenway,Entire home/apt,250,-71.08887,42.34568
19174144,Jamaica Plain,Entire home/apt,180,-71.11146,42.3053
19182289,Roxbury,Private room,36,-71.0935,42.31343
19199379,East Boston,Entire home/apt,280,-71.03468,42.37769
19209066,East Boston,Private room,50,-71.00155,42.38991
19220895,South End,Entire home/apt,156,-71.06477,42.33925
19225442,Back Bay,Private room,93,-71.08855,42.35146
19243707,West Roxbury,Private room,45,-71.15946,42.27942
19248168,Roslindale,Entire home/apt,86,-71.13675,42.28153
19290895,Beacon Hill,Entire home/apt,250,-71.07208,42.35788
19291138,Back Bay,Entire home/apt,239,-71.08418,42.34686
19291771,Beacon Hill,Entire home/apt,250,-71.06983,42.35957
19292171,Beacon Hill,Entire home/apt,225,-71.06976,42.35799
19307193,Beacon Hill,Entire home/apt,220,-71.07053,42.35882
19308245,Beacon Hill,Entire home/apt,200,-71.07117,42.35907
19308998,Beacon Hill,Entire home/apt,200,-71.07207,42.35942
19309434,Beacon Hill,Entire home/apt,200,-71.0715,42.35928
19309861,Beacon Hill,Entire home/apt,200,-71.07167,42.35752
19310183,East Boston,Entire home/apt,225,-71.0318,42.36595
19315157,East Boston,Private room,99,-71.03302,42.37618
19327752,Roslindale,Private room,31,-71.13935,42.2848
19330793,Jamaica Plain,Entire home/apt,75,-71.11289,42.31614
19338355,Back Bay,Entire home/apt,249,-71.08936,42.34949
19346500,Allston,Entire home/apt,150,-71.13072,42.35106
19351506,Roxbury,Entire home/apt,99,-71.06987,42.33017
19356659,Fenway,Entire home/apt,123,-71.08873,42.34021
19358947,Downtown,Entire home/apt,100,-71.06346,42.35378
19364110,Mission Hill,Private room,100,-71.10226,42.33145
19364446,Brighton,Private room,36,-71.16611,42.35135
19366533,West Roxbury,Private room,45,-71.16035,42.27975
19373388,Dorchester,Entire home/apt,104,-71.06636,42.29183
19411593,Dorchester,Private room,79,-71.05764,42.31851
19412875,Mattapan,Private room,48,-71.09889,42.27948
19435927,Downtown,Entire home/apt,165,-71.06092,42.35692
19436968,Downtown,Entire home/apt,257,-71.06091,42.35578
19448926,Downtown,Entire home/apt,227,-71.06232,42.35578
19455651,Charlestown,Entire home/apt,150,-71.07835,42.38325
19468739,Fenway,Entire home/apt,100,-71.10464,42.3464
19469130,Downtown,Entire home/apt,225,-71.06109,42.35718
19469134,Downtown,Entire home/apt,160,-71.06257,42.35585
19473060,Brighton,Private room,60,-71.16775,42.35397
19506279,Mission Hill,Private room,70,-71.10921,42.33186
19527633,Downtown,Entire home/apt,229,-71.06197,42.35576
19540224,Fenway,Entire home/apt,200,-71.09557,42.35082
19544387,Downtown,Entire home/apt,165,-71.06065,42.35695
19552273,Downtown,Entire home/apt,260,-71.0604,42.35682
19574477,Fenway,Entire home/apt,185,-71.10527,42.34716
19581567,Charlestown,Entire home/apt,250,-71.06138,42.37428
19650995,Dorchester,Private room,99,-71.05859,42.32467
19670771,Roxbury,Entire home/apt,71,-71.08685,42.31186
19672185,East Boston,Entire home/apt,100,-71.03404,42.3748
19691987,Downtown,Entire home/apt,230,-71.06087,42.35619
19694265,Downtown,Entire home/apt,140,-71.06092,42.35599
19694483,Downtown,Entire home/apt,160,-71.06132,42.35597
19695858,Downtown,Entire home/apt,140,-71.06113,42.35629
19727919,East Boston,Private room,59,-71.02312,42.38138
19735537,North End,Private room,100,-71.05685,42.3668
19744120,Charlestown,Entire home/apt,130,-71.06514,42.37896
19757033,Mattapan,Private room,75,-71.07463,42.27554
19790139,Charlestown,Entire home/apt,90,-71.06898,42.38176
19820827,Back Bay,Entire home/apt,400,-71.08888,42.3506
19823776,Downtown,Entire home/apt,165,-71.06097,42.35605
19823907,Downtown,Entire home/apt,259,-71.06131,42.35628
19824694,Downtown,Entire home/apt,160,-71.06078,42.35727
19824791,South Boston,Entire home/apt,500,-71.04521,42.33428
19827018,Downtown,Entire home/apt,140,-71.06078,42.35747
19885281,Dorchester,Private room,50,-71.06533,42.3075
19885345,Dorchester,Private room,44,-71.06513,42.30792
19891528,Mattapan,Private room,35,-71.09796,42.27921
19904967,Beacon Hill,Entire home/apt,200,-71.0715,42.35658
19918817,Dorchester,Private room,55,-71.06525,42.30754
19925457,West End,Entire home/apt,135,-71.0687,42.36352
19926609,West End,Entire home/apt,129,-71.06819,42.36549
19929604,Allston,Private room,60,-71.13912,42.34759
19965562,Roslindale,Entire home/apt,170,-71.12869,42.28829
19969497,Roxbury,Entire home/apt,425,-71.09365,42.32962
19982161,South End,Entire home/apt,140,-71.07631,42.34531
19996537,Fenway,Entire home/apt,100,-71.09727,42.34115
19997604,Fenway,Entire home/apt,230,-71.09009,42.35095
20035860,Jamaica Plain,Private room,85,-71.10715,42.3243
20053152,Jamaica Plain,Entire home/apt,170,-71.11107,42.32897
20055667,East Boston,Private room,100,-71.04062,42.37993
20090712,Back Bay,Entire home/apt,175,-71.08008,42.35348
20094965,Mattapan,Private room,30,-71.09934,42.27979
20137158,East Boston,Entire home/apt,75,-71.03995,42.36803
20207694,Roslindale,Entire home/apt,147,-71.13423,42.27632
20208589,West End,Entire home/apt,293,-71.06931,42.36454
20228320,North End,Entire home/apt,195,-71.05379,42.36681
20229074,South End,Entire home/apt,298,-71.07188,42.34631
20237145,Dorchester,Entire home/apt,165,-71.05994,42.30355
20248640,South End,Entire home/apt,182,-71.07243,42.347
20268369,East Boston,Private room,160,-71.03923,42.37822
20269422,Dorchester,Private room,60,-71.06489,42.3077
20269943,North End,Entire home/apt,140,-71.05719,42.36645
20349970,Dorchester,Private room,0,-71.05502,42.32082
20350489,Mission Hill,Entire home/apt,199,-71.11211,42.33188
20350976,Mission Hill,Entire home/apt,259,-71.11235,42.33167
20352746,Mission Hill,Entire home/apt,319,-71.11281,42.3301
20353421,Mission Hill,Entire home/apt,289,-71.11251,42.33238
20353612,Mission Hill,Entire home/apt,225,-71.11103,42.33151
20354465,Mission Hill,Entire home/apt,349,-71.11253,42.33067
20355160,Mission Hill,Entire home/apt,269,-71.11111,42.33195
20355929,Mission Hill,Entire home/apt,319,-71.11249,42.33018
20381047,Mission Hill,Entire home/apt,299,-71.11143,42.33095
20417844,South Boston,Private room,125,-71.05155,42.34076
20420751,Brighton,Private room,65,-71.14786,42.33874
20431834,South Boston,Private room,95,-71.05511,42.33529
20436050,Dorchester,Private room,42,-71.06671,42.28277
20436407,Dorchester,Private room,50,-71.06489,42.28212
20436494,Dorchester,Private room,40,-71.06625,42.28341
20438938,Dorchester,Private room,40,-71.06618,42.28147
20443029,South End,Entire home/apt,275,-71.07848,42.34254
20445979,Roxbury,Private room,35,-71.0799,42.32652
20446955,Hyde Park,Private room,55,-71.10521,42.26724
20448888,Jamaica Plain,Private room,52,-71.10274,42.31411
20456058,Allston,Entire home/apt,125,-71.13317,42.347410000000004
20459710,Mission Hill,Entire home/apt,200,-71.09965,42.33463
20466987,Dorchester,Entire home/apt,110,-71.05746,42.32251
20479416,East Boston,Private room,44,-71.02312,42.38138
20493345,Brighton,Private room,40,-71.1507,42.34366
20504207,Roxbury,Entire home/apt,110,-71.08326,42.33162
20520099,Jamaica Plain,Private room,65,-71.10227,42.31448
20547874,Brighton,Private room,65,-71.14953,42.33902
20548300,Fenway,Private room,200,-71.09211,42.34959
20588785,Downtown,Private room,50,-71.05989,42.35452
20590425,Dorchester,Private room,42,-71.065,42.28337
20607519,Allston,Entire home/apt,280,-71.13381,42.36146
20623854,Jamaica Plain,Private room,65,-71.11484,42.31494
20634420,Mattapan,Private room,40,-71.07737,42.27597
20635474,Back Bay,Entire home/apt,99,-71.08196,42.34392
20647029,South Boston,Entire home/apt,112,-71.04828,42.3399
20648678,South Boston,Entire home/apt,112,-71.05016,42.33964
20649310,Roslindale,Private room,69,-71.12512,42.28147
20650593,North End,Entire home/apt,995,-71.05496,42.36765
20655696,Dorchester,Entire home/apt,500,-71.06312,42.30978
20663729,East Boston,Private room,150,-71.02785,42.37948
20687802,Roxbury,Private room,35,-71.07918,42.3273
20693094,Roxbury,Private room,60,-71.08013,42.3161
20694962,Allston,Private room,120,-71.1308,42.34877
20703145,Charlestown,Entire home/apt,750,-71.06085,42.37508
20704205,West Roxbury,Private room,90,-71.15024,42.26524
20723594,Dorchester,Hotel room,75,-71.04857,42.30931
20744849,Allston,Private room,85,-71.14238,42.35344
20744881,Mattapan,Private room,67,-71.09807,42.27874
20747657,Hyde Park,Private room,55,-71.10681,42.27156
20754696,Jamaica Plain,Entire home/apt,110,-71.11844,42.3052
20758965,Dorchester,Private room,37,-71.06491,42.28335
20763306,South Boston,Entire home/apt,99,-71.05292,42.33601
20771314,Mission Hill,Private room,80,-71.10912,42.33347
20775116,Fenway,Entire home/apt,175,-71.10334,42.34542
20785742,Fenway,Entire home/apt,200,-71.08764,42.34301
20788754,Roxbury,Private room,68,-71.08193,42.31446
20815139,Charlestown,Entire home/apt,240,-71.0642,42.3803
20818827,Roxbury,Private room,69,-71.07963,42.33624
20819487,Roxbury,Private room,49,-71.07877,42.33763
20819948,Roxbury,Private room,69,-71.07931,42.33668
20829520,Chinatown,Entire home/apt,170,-71.06182,42.35217
20849944,Roxbury,Private room,75,-71.08864,42.31076
20868619,Brighton,Entire home/apt,399,-71.14205,42.35838
20873112,Dorchester,Private room,60,-71.08004,42.29828
20903558,Brighton,Private room,50,-71.15468,42.34415
20926438,Fenway,Entire home/apt,400,-71.0944,42.34935
20928823,South Boston,Entire home/apt,200,-71.04013,42.33249
20932029,North End,Entire home/apt,147,-71.05264,42.36597
20947820,Roxbury,Entire home/apt,220,-71.08597,42.32729
20960666,Roxbury,Private room,69,-71.07786,42.33706
20968661,Downtown,Entire home/apt,349,-71.05256,42.35721
20978478,Roslindale,Private room,65,-71.13518,42.27952
20983197,North End,Entire home/apt,190,-71.05541,42.3656
20999140,Back Bay,Entire home/apt,292,-71.0852,42.34439
21000720,Allston,Entire home/apt,114,-71.13663,42.35045
21006936,Beacon Hill,Entire home/apt,130,-71.06905,42.35993
21010620,Downtown,Entire home/apt,339,-71.06051,42.36521
21011223,Downtown,Entire home/apt,439,-71.06051,42.36521
21025191,Hyde Park,Private room,49,-71.10829,42.27236
21038943,Allston,Private room,79,-71.13025,42.35939
21039322,Allston,Private room,79,-71.1298,42.3609
21063622,South Boston,Entire home/apt,109,-71.04504,42.33548
21067311,South Boston,Entire home/apt,99,-71.05275,42.33617
21096288,Dorchester,Entire home/apt,190,-71.05685,42.31108
21105981,Downtown,Entire home/apt,180,-71.05994,42.36402
21107821,Roslindale,Entire home/apt,150,-71.12972,42.28945
21134436,East Boston,Private room,150,-71.0277,42.38075
21140575,Dorchester,Private room,35,-71.07603,42.3039
21141934,Dorchester,Private room,45,-71.06542,42.29107
21150610,Fenway,Private room,130,-71.10352,42.3507
21152722,Jamaica Plain,Private room,65,-71.10605,42.32453
21182192,Bay Village,Entire home/apt,175,-71.06793,42.35007
21185484,Jamaica Plain,Private room,55,-71.11227,42.28799
21190750,South Boston,Entire home/apt,125,-71.02731,42.33451
21230903,Fenway,Entire home/apt,220,-71.09805,42.34502
21238643,Chinatown,Entire home/apt,100,-71.06217,42.3518
21238858,Brighton,Entire home/apt,99,-71.13844,42.34567
21238984,Chinatown,Entire home/apt,100,-71.06165,42.35161
21239663,Downtown,Entire home/apt,100,-71.06335,42.35124
21240348,Downtown,Entire home/apt,100,-71.06346,42.35186
21240913,Downtown,Entire home/apt,100,-71.06333,42.35127
21241128,Chinatown,Entire home/apt,100,-71.06267,42.35128
21253564,Roxbury,Private room,35,-71.07934,42.32591
21312933,North End,Entire home/apt,132,-71.05267,42.36742
21313230,North End,Entire home/apt,140,-71.05412,42.36708
21344653,Jamaica Plain,Entire home/apt,120,-71.09794,42.31528
21350397,South End,Entire home/apt,195,-71.07,42.34406
21369962,Beacon Hill,Entire home/apt,349,-71.06367,42.35766
21381823,Chinatown,Entire home/apt,100,-71.06217,42.35126
21381927,Dorchester,Private room,42,-71.06655,42.28183
21409374,Chinatown,Entire home/apt,100,-71.0617,42.35173
21436675,Allston,Private room,82,-71.12969,42.35842
21438537,Downtown,Entire home/apt,100,-71.06296,42.35146
21438702,Downtown,Entire home/apt,100,-71.06298,42.35168
21454153,South Boston,Entire home/apt,275,-71.05313,42.33476
21458043,Allston,Entire home/apt,95,-71.13641,42.35545
21459302,Chinatown,Entire home/apt,100,-71.06219,42.35139
21459629,Dorchester,Private room,181,-71.06623,42.2816
21471048,Dorchester,Private room,44,-71.08013,42.30703
21473721,Fenway,Entire home/apt,99,-71.10125,42.342
21477647,Mattapan,Entire home/apt,49,-71.08554,42.27157
21483155,Downtown,Entire home/apt,129,-71.06323,42.35108
21484031,Chinatown,Entire home/apt,129,-71.06157,42.35131
21484706,Dorchester,Private room,65,-71.06523,42.29111
21486679,Back Bay,Entire home/apt,150,-71.08263,42.34981
21487043,Downtown,Entire home/apt,105,-71.05807,42.35603
21490776,Beacon Hill,Entire home/apt,125,-71.06598,42.35946
21524811,Downtown,Entire home/apt,100,-71.0632,42.35161
21547937,Back Bay,Private room,150,-71.07313,42.34972
21548228,Downtown,Entire home/apt,129,-71.06298,42.35192
21550485,Dorchester,Entire home/apt,100,-71.05689,42.31794
21576187,Brighton,Entire home/apt,78,-71.16644,42.34784
21596829,Brighton,Entire home/apt,125,-71.16259,42.35664
21597619,Roxbury,Private room,67,-71.07825,42.33715
21597670,Roxbury,Private room,85,-71.0921,42.32008
21597878,Roxbury,Private room,35,-71.07964,42.32707
21624391,Brighton,Entire home/apt,160,-71.15382,42.34199
21632673,Chinatown,Entire home/apt,129,-71.06155,42.35112
21633293,Chinatown,Entire home/apt,129,-71.06177,42.35157
21635255,Roxbury,Private room,49,-71.08009,42.33697
21648941,Brighton,Private room,48,-71.14717,42.35596
21667214,Dorchester,Private room,50,-71.05903,42.32409
21676574,Chinatown,Entire home/apt,129,-71.06133,42.3515
21677482,Downtown,Entire home/apt,129,-71.06351,42.35163
21679735,Allston,Private room,70,-71.12561,42.35942
21683291,Mattapan,Private room,35,-71.08928,42.27574
21683907,Allston,Entire home/apt,180,-71.13857,42.35481
21698478,Dorchester,Private room,95,-71.0567,42.31856
21701419,West End,Private room,130,-71.06713,42.36453
21712033,Allston,Private room,47,-71.1288,42.35341
21735562,Allston,Private room,57,-71.127440000000007,42.35158
21736914,East Boston,Private room,200,-71.0285,42.38024
